#1:r 2:H 3:Rho0 4:RhoMean 5:S 6:Tc 7:Te 8:Vr 9:Vphi 10:tauR 11:x 12:s_e 13:B_r 14:B_phi 15:B_z
2.620 0.1142 2.49e-10 2.13e-10 731.26 177.70 32.08 -0.3 1838299 0.00e+00 4.81e-16 2.93e+01 1.98e-09 -2.97e-05 1.59e-03
2.677 0.1169 2.40e-10 2.05e-10 720.74 174.62 31.86 -0.3 1818782 0.00e+00 5.03e-16 3.10e+01 2.10e-09 -3.15e-05 1.58e-03
2.734 0.1197 2.31e-10 1.98e-10 710.30 171.60 31.64 -0.3 1799473 0.00e+00 5.27e-16 3.28e+01 2.23e-09 -3.34e-05 1.57e-03
2.793 0.1228 2.21e-10 1.89e-10 697.06 169.35 31.40 -0.3 1780368 0.00e+00 5.61e-16 3.53e+01 2.42e-09 -3.63e-05 1.56e-03
2.854 0.1263 2.10e-10 1.79e-10 679.93 168.14 31.13 -0.3 1761466 0.00e+00 6.12e-16 3.86e+01 2.70e-09 -4.05e-05 1.57e-03
2.915 0.1300 1.99e-10 1.70e-10 663.21 166.95 30.87 -0.3 1742765 0.00e+00 6.67e-16 4.23e+01 3.01e-09 -4.52e-05 1.57e-03
2.978 0.1337 1.88e-10 1.61e-10 646.88 165.77 30.61 -0.3 1724262 0.00e+00 7.28e-16 4.64e+01 3.36e-09 -5.05e-05 1.57e-03
3.042 0.1376 1.79e-10 1.53e-10 630.94 164.60 30.35 -0.3 1705956 0.00e+00 7.95e-16 5.09e+01 3.76e-09 -5.64e-05 1.58e-03
3.108 0.1415 1.69e-10 1.45e-10 615.43 163.43 30.10 -0.4 1687844 0.00e+00 8.69e-16 5.58e+01 4.19e-09 -6.29e-05 1.58e-03
3.175 0.1456 1.61e-10 1.37e-10 600.28 162.28 29.85 -0.4 1669925 0.00e+00 9.50e-16 6.13e+01 4.68e-09 -7.02e-05 1.59e-03
3.244 0.1498 1.52e-10 1.30e-10 585.53 161.12 29.61 -0.4 1652196 0.00e+00 1.04e-15 6.74e+01 5.22e-09 -7.83e-05 1.60e-03
3.314 0.1542 1.44e-10 1.23e-10 571.10 159.99 29.37 -0.4 1634654 0.00e+00 1.14e-15 7.40e+01 5.82e-09 -8.73e-05 1.60e-03
3.385 0.1586 1.37e-10 1.17e-10 557.04 158.86 29.13 -0.4 1617300 0.00e+00 1.24e-15 8.13e+01 6.49e-09 -9.74e-05 1.61e-03
3.458 0.1631 1.30e-10 1.11e-10 544.18 157.49 28.91 -0.4 1600129 0.00e+00 1.35e-15 8.90e+01 7.18e-09 -1.08e-04 1.61e-03
3.533 0.1676 1.24e-10 1.06e-10 531.95 156.03 28.69 -0.4 1583141 0.00e+00 1.47e-15 9.71e+01 7.92e-09 -1.19e-04 1.62e-03
3.609 0.1722 1.18e-10 1.01e-10 519.95 154.60 28.48 -0.4 1566333 0.00e+00 1.59e-15 1.06e+02 8.74e-09 -1.31e-04 1.62e-03
3.687 0.1768 1.12e-10 9.61e-11 509.70 152.74 28.28 -0.4 1549703 0.00e+00 1.71e-15 1.15e+02 9.52e-09 -1.43e-04 1.62e-03
3.766 0.1816 1.07e-10 9.16e-11 498.85 151.14 28.08 -0.4 1533250 0.00e+00 1.85e-15 1.25e+02 1.04e-08 -1.57e-04 1.62e-03
3.848 0.1867 1.02e-10 8.70e-11 487.40 149.82 27.88 -0.4 1516972 0.00e+00 2.01e-15 1.37e+02 1.15e-08 -1.73e-04 1.63e-03
3.931 0.1920 9.65e-11 8.25e-11 475.52 148.72 27.66 -0.4 1500867 0.00e+00 2.20e-15 1.51e+02 1.29e-08 -1.93e-04 1.63e-03
4.015 0.1976 9.15e-11 7.83e-11 463.84 147.66 27.45 -0.4 1484932 0.00e+00 2.42e-15 1.66e+02 1.44e-08 -2.16e-04 1.64e-03
4.102 0.2023 8.80e-11 7.53e-11 456.75 145.23 27.30 -0.4 1469167 0.00e+00 2.58e-15 1.79e+02 1.56e-08 -2.34e-04 1.64e-03
4.191 0.2072 8.46e-11 7.24e-11 449.77 142.83 27.15 -0.4 1453569 0.00e+00 2.75e-15 1.92e+02 1.68e-08 -2.53e-04 1.64e-03
4.281 0.2122 8.13e-11 6.96e-11 442.77 140.52 27.00 -0.4 1438137 0.00e+00 2.93e-15 2.07e+02 1.82e-08 -2.73e-04 1.65e-03
4.373 0.2173 7.81e-11 6.68e-11 435.77 138.28 26.86 -0.4 1422869 0.00e+00 3.12e-15 2.23e+02 1.97e-08 -2.96e-04 1.65e-03
4.468 0.2226 7.51e-11 6.43e-11 428.99 136.04 26.71 -0.3 1407762 0.00e+00 3.33e-15 2.41e+02 2.13e-08 -3.19e-04 1.65e-03
4.564 0.2279 7.22e-11 6.18e-11 422.35 133.82 26.57 -0.3 1392816 0.00e+00 3.55e-15 2.59e+02 2.30e-08 -3.45e-04 1.65e-03
4.663 0.2334 6.94e-11 5.94e-11 415.78 131.65 26.44 -0.3 1378029 0.00e+00 3.78e-15 2.79e+02 2.49e-08 -3.73e-04 1.65e-03
4.763 0.2391 6.67e-11 5.71e-11 409.28 129.53 26.30 -0.3 1363399 0.00e+00 4.02e-15 3.00e+02 2.68e-08 -4.03e-04 1.65e-03
4.866 0.2448 6.41e-11 5.49e-11 402.90 127.43 26.16 -0.3 1348924 0.00e+00 4.29e-15 3.23e+02 2.90e-08 -4.35e-04 1.65e-03
4.971 0.2507 6.16e-11 5.27e-11 396.66 125.36 26.03 -0.3 1334602 0.00e+00 4.56e-15 3.47e+02 3.13e-08 -4.69e-04 1.64e-03
5.078 0.2568 5.92e-11 5.07e-11 390.48 123.33 25.90 -0.3 1320433 0.00e+00 4.86e-15 3.74e+02 3.38e-08 -5.07e-04 1.64e-03
5.188 0.2630 5.69e-11 4.87e-11 384.37 121.34 25.77 -0.3 1306414 0.00e+00 5.17e-15 4.02e+02 3.64e-08 -5.47e-04 1.64e-03
5.300 0.2694 5.47e-11 4.68e-11 378.36 119.39 25.65 -0.3 1292544 0.00e+00 5.50e-15 4.32e+02 3.93e-08 -5.90e-04 1.64e-03
5.414 0.2759 5.26e-11 4.50e-11 372.47 117.45 25.52 -0.3 1278822 0.00e+00 5.85e-15 4.65e+02 4.24e-08 -6.36e-04 1.64e-03
5.531 0.2825 5.06e-11 4.33e-11 366.67 115.55 25.40 -0.3 1265245 0.00e+00 6.23e-15 4.99e+02 4.57e-08 -6.86e-04 1.64e-03
5.650 0.2894 4.86e-11 4.16e-11 360.92 113.69 25.28 -0.3 1251812 0.00e+00 6.62e-15 5.37e+02 4.93e-08 -7.40e-04 1.64e-03
5.772 0.2964 4.67e-11 4.00e-11 355.26 111.86 25.16 -0.3 1238522 0.00e+00 7.04e-15 5.77e+02 5.32e-08 -7.98e-04 1.64e-03
5.897 0.3035 4.49e-11 3.84e-11 349.73 110.05 25.04 -0.3 1225372 0.00e+00 7.49e-15 6.19e+02 5.73e-08 -8.59e-04 1.63e-03
6.024 0.3109 4.31e-11 3.69e-11 344.27 108.27 24.92 -0.3 1212363 0.00e+00 7.96e-15 6.65e+02 6.17e-08 -9.26e-04 1.63e-03
6.154 0.3184 4.15e-11 3.55e-11 338.87 106.53 24.80 -0.3 1199491 0.00e+00 8.46e-15 7.14e+02 6.65e-08 -9.97e-04 1.63e-03
6.287 0.3261 3.99e-11 3.41e-11 333.56 104.82 24.69 -0.3 1186757 0.00e+00 8.98e-15 7.66e+02 7.16e-08 -1.07e-03 1.63e-03
6.422 0.3340 3.83e-11 3.28e-11 328.35 103.12 24.57 -0.3 1174157 0.00e+00 9.54e-15 8.22e+02 7.71e-08 -1.16e-03 1.62e-03
6.561 0.3421 3.68e-11 3.15e-11 323.20 101.47 24.46 -0.3 1161691 0.00e+00 1.01e-14 8.82e+02 8.29e-08 -1.24e-03 1.62e-03
6.703 0.3503 3.54e-11 3.03e-11 318.14 99.83 24.35 -0.3 1149358 0.00e+00 1.08e-14 9.46e+02 8.93e-08 -1.34e-03 1.62e-03
6.847 0.3588 3.40e-11 2.91e-11 313.14 98.23 24.24 -0.3 1137155 0.00e+00 1.14e-14 1.01e+03 9.60e-08 -1.44e-03 1.62e-03
6.995 0.3675 3.27e-11 2.80e-11 308.25 96.64 24.13 -0.3 1125082 0.00e+00 1.21e-14 1.09e+03 1.03e-07 -1.55e-03 1.61e-03
7.146 0.3764 3.14e-11 2.69e-11 303.42 95.09 24.02 -0.3 1113138 0.00e+00 1.29e-14 1.17e+03 1.11e-07 -1.67e-03 1.61e-03
7.300 0.3855 3.02e-11 2.58e-11 298.65 93.56 23.92 -0.3 1101320 0.00e+00 1.36e-14 1.25e+03 1.19e-07 -1.79e-03 1.61e-03
7.457 0.3948 2.90e-11 2.48e-11 293.95 92.06 23.81 -0.3 1089627 0.00e+00 1.45e-14 1.34e+03 1.28e-07 -1.93e-03 1.60e-03
7.618 0.4044 2.79e-11 2.39e-11 289.36 90.58 23.71 -0.3 1078059 0.00e+00 1.53e-14 1.43e+03 1.38e-07 -2.07e-03 1.60e-03
7.783 0.4142 2.68e-11 2.29e-11 284.81 89.12 23.60 -0.3 1066613 0.00e+00 1.63e-14 1.53e+03 1.48e-07 -2.22e-03 1.59e-03
7.951 0.4242 2.57e-11 2.20e-11 280.33 87.69 23.50 -0.3 1055289 0.00e+00 1.72e-14 1.64e+03 1.59e-07 -2.38e-03 1.59e-03
8.122 0.4345 2.47e-11 2.12e-11 275.95 86.28 23.40 -0.3 1044085 0.00e+00 1.83e-14 1.76e+03 1.70e-07 -2.56e-03 1.58e-03
8.297 0.4450 2.38e-11 2.03e-11 271.60 84.90 23.30 -0.3 1033000 0.00e+00 1.93e-14 1.88e+03 1.83e-07 -2.74e-03 1.58e-03
8.477 0.4558 2.29e-11 1.96e-11 267.34 83.53 23.20 -0.3 1022033 0.00e+00 2.05e-14 2.01e+03 1.96e-07 -2.94e-03 1.57e-03
8.659 0.4668 2.20e-11 1.88e-11 263.14 82.19 23.10 -0.3 1011182 0.00e+00 2.17e-14 2.15e+03 2.10e-07 -3.15e-03 1.57e-03
8.846 0.4781 2.11e-11 1.81e-11 259.00 80.87 23.00 -0.3 1000447 0.00e+00 2.30e-14 2.30e+03 2.25e-07 -3.38e-03 1.56e-03
9.037 0.4897 2.03e-11 1.74e-11 254.93 79.57 22.90 -0.3 989825 0.00e+00 2.43e-14 2.46e+03 2.41e-07 -3.61e-03 1.56e-03
9.232 0.5015 1.95e-11 1.67e-11 250.92 78.30 22.80 -0.3 979317 0.00e+00 2.57e-14 2.63e+03 2.58e-07 -3.86e-03 1.55e-03
9.431 0.5137 1.87e-11 1.60e-11 246.98 77.04 22.70 -0.3 968919 0.00e+00 2.72e-14 2.81e+03 2.75e-07 -4.13e-03 1.55e-03
9.635 0.5261 1.80e-11 1.54e-11 243.09 75.81 22.61 -0.3 958632 0.00e+00 2.88e-14 3.00e+03 2.94e-07 -4.41e-03 1.54e-03
9.843 0.5389 1.73e-11 1.48e-11 239.27 74.59 22.51 -0.3 948455 0.00e+00 3.04e-14 3.21e+03 3.13e-07 -4.70e-03 1.53e-03
10.055 0.5519 1.66e-11 1.42e-11 235.51 73.39 22.42 -0.3 938385 0.00e+00 3.22e-14 3.42e+03 3.33e-07 -5.00e-03 1.53e-03
10.272 0.5653 1.60e-11 1.37e-11 231.80 72.22 22.32 -0.3 928423 0.00e+00 3.40e-14 3.65e+03 3.54e-07 -5.31e-03 1.52e-03
10.494 0.5790 1.54e-11 1.31e-11 228.15 71.06 22.23 -0.3 918566 0.00e+00 3.59e-14 3.90e+03 3.76e-07 -5.63e-03 1.52e-03
10.720 0.5930 1.48e-11 1.26e-11 224.55 69.92 22.14 -0.3 908813 0.00e+00 3.80e-14 4.16e+03 3.98e-07 -5.96e-03 1.51e-03
10.951 0.6074 1.42e-11 1.21e-11 221.02 68.80 22.05 -0.3 899165 0.00e+00 4.01e-14 4.44e+03 4.20e-07 -6.29e-03 1.50e-03
11.188 0.6221 1.36e-11 1.17e-11 217.54 67.70 21.95 -0.3 889619 0.00e+00 4.24e-14 4.73e+03 4.43e-07 -6.63e-03 1.50e-03
11.429 0.6372 1.31e-11 1.12e-11 214.12 66.62 21.86 -0.3 880174 0.00e+00 4.47e-14 5.05e+03 4.65e-07 -6.96e-03 1.49e-03
11.676 0.6527 1.26e-11 1.08e-11 210.74 65.55 21.77 -0.3 870829 0.00e+00 4.72e-14 5.38e+03 4.88e-07 -7.29e-03 1.48e-03
11.928 0.6685 1.21e-11 1.03e-11 207.42 64.50 21.68 -0.3 861584 0.00e+00 4.98e-14 5.74e+03 5.09e-07 -7.61e-03 1.47e-03
12.185 0.6847 1.16e-11 9.94e-12 204.17 63.46 21.59 -0.3 852436 0.00e+00 5.26e-14 6.11e+03 5.31e-07 -7.93e-03 1.47e-03
12.448 0.7013 1.12e-11 9.55e-12 200.94 62.45 21.50 -0.3 843386 0.00e+00 5.55e-14 6.51e+03 5.49e-07 -8.23e-03 1.46e-03
12.716 0.7183 1.07e-11 9.18e-12 197.78 61.45 21.42 -0.3 834432 0.00e+00 5.85e-14 6.94e+03 5.19e-07 -8.51e-03 1.45e-03
12.991 0.7357 1.03e-11 8.82e-12 194.65 60.47 21.33 -0.3 825573 0.00e+00 6.17e-14 7.39e+03 -1.42e-07 -9.10e-03 1.44e-03
13.271 0.7535 9.91e-12 8.47e-12 191.58 59.50 21.24 -0.3 816808 0.00e+00 6.51e-14 7.87e+03 -1.42e-07 -9.10e-03 1.44e-03
13.557 0.7718 9.52e-12 8.14e-12 188.56 58.55 21.15 -0.3 808136 0.00e+00 6.86e-14 8.38e+03 -1.73e-07 -8.42e-03 1.43e-03
13.850 0.7905 9.15e-12 7.83e-12 185.58 57.61 21.07 -0.3 799556 0.00e+00 7.24e-14 8.92e+03 -1.73e-07 -8.42e-03 1.42e-03
14.149 0.8097 8.79e-12 7.52e-12 182.66 56.69 20.98 -0.3 791068 0.00e+00 7.63e-14 9.49e+03 -1.73e-07 -8.42e-03 1.41e-03
14.454 0.8293 8.44e-12 7.23e-12 179.77 55.79 20.89 -0.3 782669 0.00e+00 8.04e-14 1.01e+04 -1.73e-07 -8.42e-03 1.41e-03
14.766 0.8495 8.11e-12 6.94e-12 176.93 54.90 20.81 -0.3 774359 0.00e+00 8.47e-14 1.07e+04 -1.73e-07 -8.42e-03 1.40e-03
15.085 0.8701 7.80e-12 6.67e-12 174.14 54.02 20.72 -0.3 766138 0.00e+00 8.92e-14 1.14e+04 -1.73e-07 -8.42e-03 1.39e-03
15.410 0.8912 7.49e-12 6.41e-12 171.38 53.16 20.64 -0.3 758004 0.00e+00 9.40e-14 1.22e+04 -1.73e-07 -8.42e-03 1.38e-03
15.743 0.9128 7.20e-12 6.16e-12 168.68 52.31 20.56 -0.3 749957 0.00e+00 9.89e-14 1.29e+04 -1.73e-07 -8.42e-03 1.37e-03
16.082 0.9350 6.92e-12 5.92e-12 166.01 51.47 20.47 -0.3 741995 0.00e+00 1.04e-13 1.37e+04 -1.73e-07 -8.42e-03 1.36e-03
16.429 0.9577 6.65e-12 5.69e-12 163.38 50.66 20.39 -0.2 734117 0.00e+00 1.10e-13 1.46e+04 -1.73e-07 -8.42e-03 1.35e-03
16.784 0.9809 6.39e-12 5.46e-12 160.79 49.85 20.31 -0.2 726323 0.00e+00 1.15e-13 1.55e+04 -1.73e-07 -8.42e-03 1.35e-03
17.146 1.0048 6.14e-12 5.25e-12 158.24 49.05 20.22 -0.2 718612 0.00e+00 1.21e-13 1.65e+04 -1.73e-07 -8.42e-03 1.34e-03
17.516 1.0292 5.90e-12 5.04e-12 155.73 48.27 20.14 -0.2 710982 0.00e+00 1.28e-13 1.75e+04 -1.73e-07 -8.42e-03 1.33e-03
17.894 1.0541 5.66e-12 4.85e-12 153.27 47.50 20.06 -0.2 703434 0.00e+00 1.34e-13 1.86e+04 -1.73e-07 -8.42e-03 1.32e-03
18.280 1.0798 5.44e-12 4.66e-12 150.83 46.75 19.98 -0.2 695966 0.00e+00 1.41e-13 1.97e+04 -1.73e-07 -8.42e-03 1.31e-03
18.674 1.1060 5.23e-12 4.47e-12 148.44 46.01 19.90 -0.2 688577 0.00e+00 1.49e-13 2.10e+04 -1.73e-07 -8.42e-03 1.30e-03
19.077 1.1329 5.02e-12 4.30e-12 146.09 45.28 19.82 -0.2 681266 0.00e+00 1.56e-13 2.23e+04 -1.73e-07 -8.42e-03 1.29e-03
19.489 1.1604 4.83e-12 4.13e-12 143.76 44.56 19.74 -0.2 674033 0.00e+00 1.65e-13 2.36e+04 -1.73e-07 -8.42e-03 1.28e-03
19.909 1.1887 4.64e-12 3.97e-12 141.47 43.85 19.66 -0.2 666877 0.00e+00 1.73e-13 2.51e+04 -1.73e-07 -8.42e-03 1.28e-03
20.339 1.2176 4.45e-12 3.81e-12 139.22 43.16 19.58 -0.2 659797 0.00e+00 1.82e-13 2.66e+04 -1.73e-07 -8.42e-03 1.27e-03
20.778 1.2472 4.28e-12 3.66e-12 137.01 42.47 19.50 -0.2 652792 0.00e+00 1.91e-13 2.82e+04 -1.73e-07 -8.42e-03 1.26e-03
21.226 1.2775 4.11e-12 3.52e-12 134.82 41.80 19.42 -0.2 645862 0.00e+00 2.01e-13 2.99e+04 -1.73e-07 -8.42e-03 1.25e-03
21.684 1.3086 3.95e-12 3.38e-12 132.67 41.14 19.34 -0.2 639005 0.00e+00 2.11e-13 3.18e+04 -1.73e-07 -8.42e-03 1.24e-03
22.152 1.3405 3.79e-12 3.25e-12 130.55 40.49 19.26 -0.2 632220 0.00e+00 2.22e-13 3.37e+04 -1.73e-07 -8.42e-03 1.23e-03
22.630 1.3731 3.64e-12 3.12e-12 128.47 39.85 19.18 -0.2 625508 0.00e+00 2.33e-13 3.57e+04 -1.73e-07 -8.42e-03 1.22e-03
23.118 1.4066 3.50e-12 3.00e-12 126.42 39.22 19.11 -0.2 618867 0.00e+00 2.45e-13 3.79e+04 -1.73e-07 -8.42e-03 1.21e-03
23.617 1.4409 3.36e-12 2.88e-12 124.39 38.60 19.03 -0.2 612297 0.00e+00 2.57e-13 4.01e+04 -1.73e-07 -8.42e-03 1.20e-03
24.127 1.4760 3.23e-12 2.76e-12 122.40 38.00 18.95 -0.2 605796 0.00e+00 2.70e-13 4.25e+04 -1.73e-07 -8.42e-03 1.19e-03
24.647 1.5120 3.10e-12 2.65e-12 120.43 37.40 18.87 -0.2 599365 0.00e+00 2.84e-13 4.51e+04 -1.73e-07 -8.42e-03 1.19e-03
25.179 1.5489 2.98e-12 2.55e-12 118.49 36.81 18.80 -0.2 593001 0.00e+00 2.98e-13 4.78e+04 -1.73e-07 -8.42e-03 1.18e-03
25.722 1.5867 2.86e-12 2.45e-12 116.59 36.23 18.72 -0.2 586706 0.00e+00 3.13e-13 5.06e+04 -1.73e-07 -8.42e-03 1.17e-03
26.277 1.6254 2.75e-12 2.35e-12 114.72 35.66 18.64 -0.2 580477 0.00e+00 3.28e-13 5.36e+04 -1.73e-07 -8.42e-03 1.16e-03
26.844 1.6651 2.64e-12 2.26e-12 112.87 35.11 18.57 -0.2 574314 0.00e+00 3.45e-13 5.68e+04 3.94e-07 -2.27e-03 1.15e-03
27.423 1.7058 2.54e-12 2.17e-12 111.05 34.56 18.49 -0.2 568216 0.00e+00 3.62e-13 6.02e+04 3.94e-07 -2.27e-03 1.14e-03
28.015 1.7476 2.44e-12 2.08e-12 109.25 34.02 18.42 -0.2 562184 0.00e+00 3.80e-13 6.38e+04 3.94e-07 -2.27e-03 1.13e-03
28.620 1.7903 2.34e-12 2.00e-12 107.49 33.49 18.34 -0.2 556215 0.00e+00 3.99e-13 6.75e+04 3.94e-07 -2.27e-03 1.12e-03
29.237 1.8341 2.25e-12 1.92e-12 105.74 32.97 18.27 -0.2 550310 0.00e+00 4.18e-13 7.15e+04 3.94e-07 -2.27e-03 1.11e-03
29.868 1.8791 2.16e-12 1.85e-12 104.02 32.46 18.19 -0.2 544467 0.00e+00 4.39e-13 7.57e+04 3.94e-07 -2.27e-03 1.10e-03
30.512 1.9251 2.07e-12 1.77e-12 102.33 31.95 18.12 -0.2 538687 0.00e+00 4.61e-13 8.01e+04 3.94e-07 -2.27e-03 1.09e-03
31.171 1.9723 1.99e-12 1.70e-12 100.66 31.46 18.04 -0.2 532968 0.00e+00 4.83e-13 8.48e+04 3.94e-07 -2.27e-03 1.08e-03
31.843 2.0207 1.91e-12 1.63e-12 99.02 30.97 17.97 -0.2 527309 0.00e+00 5.07e-13 8.98e+04 3.94e-07 -2.27e-03 1.08e-03
32.530 2.0703 1.83e-12 1.57e-12 97.40 30.50 17.89 -0.2 521711 0.00e+00 5.32e-13 9.50e+04 3.94e-07 -2.27e-03 1.07e-03
33.232 2.1211 1.76e-12 1.51e-12 95.81 30.03 17.82 -0.2 516172 0.00e+00 5.58e-13 1.01e+05 3.94e-07 -2.27e-03 1.06e-03
33.949 2.1733 1.69e-12 1.45e-12 94.24 29.56 17.74 -0.2 510692 0.00e+00 5.86e-13 1.06e+05 3.94e-07 -2.27e-03 1.05e-03
34.682 2.2268 1.62e-12 1.39e-12 92.68 29.11 17.67 -0.2 505270 0.00e+00 6.14e-13 1.13e+05 3.94e-07 -2.27e-03 1.04e-03
35.430 2.2816 1.56e-12 1.33e-12 91.16 28.67 17.60 -0.2 499906 0.00e+00 6.44e-13 1.19e+05 3.94e-07 -2.27e-03 1.03e-03
36.195 2.3378 1.49e-12 1.28e-12 89.65 28.23 17.52 -0.2 494598 0.00e+00 6.76e-13 1.26e+05 3.94e-07 -2.27e-03 1.02e-03
36.975 2.3955 1.43e-12 1.23e-12 88.17 27.80 17.45 -0.2 489347 0.00e+00 7.09e-13 1.33e+05 3.94e-07 -2.27e-03 1.01e-03
37.773 2.4546 1.38e-12 1.18e-12 86.70 27.38 17.38 -0.2 484152 0.00e+00 7.43e-13 1.41e+05 3.94e-07 -2.27e-03 1.00e-03
38.588 2.5152 1.32e-12 1.13e-12 85.26 26.97 17.30 -0.2 479012 0.00e+00 7.80e-13 1.49e+05 3.94e-07 -2.27e-03 9.94e-04
39.421 2.5774 1.27e-12 1.08e-12 83.84 26.56 17.23 -0.2 473926 0.00e+00 8.18e-13 1.58e+05 3.94e-07 -2.27e-03 9.85e-04
40.271 2.6411 1.22e-12 1.04e-12 82.44 26.16 17.16 -0.2 468895 0.00e+00 8.58e-13 1.67e+05 3.94e-07 -2.27e-03 9.76e-04
41.140 2.7066 1.17e-12 9.98e-13 81.05 25.77 17.09 -0.2 463916 0.00e+00 8.99e-13 1.76e+05 3.94e-07 -2.27e-03 9.67e-04
42.028 2.7736 1.12e-12 9.58e-13 79.69 25.38 17.01 -0.2 458991 0.00e+00 9.43e-13 1.87e+05 3.94e-07 -2.27e-03 9.58e-04
42.935 2.8426 1.07e-12 9.19e-13 78.34 25.01 16.94 -0.2 454118 0.00e+00 9.89e-13 1.97e+05 3.94e-07 -2.27e-03 9.49e-04
43.861 2.9132 1.03e-12 8.81e-13 77.02 24.63 16.87 -0.2 449297 0.00e+00 1.04e-12 2.09e+05 3.94e-07 -2.27e-03 9.41e-04
44.808 2.9856 9.88e-13 8.45e-13 75.71 24.27 16.80 -0.2 444527 0.00e+00 1.09e-12 2.21e+05 3.94e-07 -2.27e-03 9.32e-04
45.774 3.0600 9.48e-13 8.11e-13 74.42 23.91 16.73 -0.2 439807 0.00e+00 1.14e-12 2.33e+05 3.94e-07 -2.27e-03 9.23e-04
46.762 3.1363 9.09e-13 7.77e-13 73.15 23.56 16.65 -0.2 435138 0.00e+00 1.20e-12 2.47e+05 3.94e-07 -2.27e-03 9.14e-04
47.771 3.2146 8.71e-13 7.45e-13 71.89 23.22 16.58 -0.2 430518 0.00e+00 1.25e-12 2.61e+05 3.94e-07 -2.27e-03 9.06e-04
48.802 3.2949 8.35e-13 7.15e-13 70.66 22.88 16.51 -0.2 425947 0.00e+00 1.32e-12 2.76e+05 3.94e-07 -2.27e-03 8.97e-04
49.855 3.3774 8.01e-13 6.85e-13 69.44 22.55 16.44 -0.2 421425 0.00e+00 1.38e-12 2.91e+05 3.94e-07 -2.27e-03 8.89e-04
50.931 3.4620 7.68e-13 6.57e-13 68.23 22.22 16.37 -0.2 416951 0.00e+00 1.45e-12 3.08e+05 3.94e-07 -2.27e-03 8.80e-04
52.029 3.5490 7.36e-13 6.30e-13 67.05 21.90 16.29 -0.2 412524 0.00e+00 1.52e-12 3.26e+05 3.94e-07 -2.27e-03 8.72e-04
53.152 3.6382 7.05e-13 6.04e-13 65.87 21.59 16.22 -0.2 408145 0.00e+00 1.59e-12 3.44e+05 3.94e-07 -2.27e-03 8.63e-04
54.299 3.7297 6.76e-13 5.78e-13 64.72 21.28 16.15 -0.2 403811 0.00e+00 1.67e-12 3.64e+05 3.94e-07 -2.27e-03 8.55e-04
55.470 3.8238 6.48e-13 5.54e-13 63.58 20.98 16.08 -0.2 399524 0.00e+00 1.75e-12 3.85e+05 3.94e-07 -2.27e-03 8.46e-04
56.667 3.9203 6.21e-13 5.31e-13 62.45 20.69 16.01 -0.2 395283 0.00e+00 1.84e-12 4.07e+05 3.94e-07 -2.27e-03 8.38e-04
57.890 4.0195 5.95e-13 5.09e-13 61.34 20.40 15.93 -0.2 391086 0.00e+00 1.93e-12 4.30e+05 3.94e-07 -2.27e-03 8.29e-04
59.139 4.1213 5.70e-13 4.87e-13 60.25 20.11 15.86 -0.2 386934 0.00e+00 2.02e-12 4.54e+05 3.94e-07 -2.27e-03 8.21e-04
60.415 4.2259 5.45e-13 4.67e-13 59.17 19.84 15.79 -0.2 382826 0.00e+00 2.12e-12 4.80e+05 3.94e-07 -2.27e-03 8.13e-04
61.719 4.3333 5.22e-13 4.47e-13 58.10 19.56 15.72 -0.2 378761 0.00e+00 2.23e-12 5.08e+05 3.94e-07 -2.27e-03 8.05e-04
63.050 4.4436 5.00e-13 4.28e-13 57.05 19.29 15.65 -0.2 374740 0.00e+00 2.34e-12 5.37e+05 3.94e-07 -2.27e-03 7.97e-04
64.411 4.5570 4.79e-13 4.10e-13 56.01 19.03 15.58 -0.2 370762 0.00e+00 2.45e-12 5.67e+05 3.94e-07 -2.27e-03 7.88e-04
65.801 4.6734 4.58e-13 3.92e-13 54.99 18.78 15.50 -0.2 366825 0.00e+00 2.57e-12 6.00e+05 3.94e-07 -2.27e-03 7.80e-04
67.220 4.7930 4.39e-13 3.75e-13 53.98 18.52 15.43 -0.2 362931 0.00e+00 2.70e-12 6.34e+05 3.94e-07 -2.27e-03 7.72e-04
68.671 4.9160 4.20e-13 3.59e-13 52.98 18.28 15.36 -0.2 359078 0.00e+00 2.84e-12 6.70e+05 3.94e-07 -2.27e-03 7.64e-04
70.152 5.0423 4.02e-13 3.44e-13 52.00 18.04 15.29 -0.2 355265 0.00e+00 2.98e-12 7.09e+05 3.94e-07 -2.27e-03 7.56e-04
71.666 5.1721 3.84e-13 3.29e-13 51.03 17.80 15.22 -0.2 351494 0.00e+00 3.12e-12 7.49e+05 3.94e-07 -2.27e-03 7.48e-04
73.212 5.3056 3.68e-13 3.15e-13 50.07 17.57 15.15 -0.2 347762 0.00e+00 3.28e-12 7.92e+05 3.94e-07 -2.27e-03 7.41e-04
74.792 5.4426 3.52e-13 3.01e-13 49.13 17.34 15.07 -0.2 344070 0.00e+00 3.44e-12 8.37e+05 3.94e-07 -2.27e-03 7.33e-04
76.406 5.5836 3.36e-13 2.88e-13 48.20 17.12 15.00 -0.2 340417 0.00e+00 3.62e-12 8.85e+05 3.94e-07 -2.27e-03 7.25e-04
78.054 5.7285 3.22e-13 2.75e-13 47.28 16.90 14.93 -0.2 336803 0.00e+00 3.80e-12 9.36e+05 3.94e-07 -2.27e-03 7.17e-04
