#1:r 2:H 3:Rho0 4:RhoMean 5:S 6:Tc 7:Te 8:Vr 9:Vphi 10:tauR 11:x 12:s_e 13:B_r 14:B_phi 15:B_z
79.738 5.8775 3.07e-13 2.63e-13 46.38 16.69 14.86 -0.2 333227 0.00e+00 3.99e-12 9.90e+05 3.94e-07 -2.27e-03 7.10e-04
81.459 6.0304 2.94e-13 2.51e-13 45.49 16.48 14.79 -0.2 329689 0.00e+00 4.19e-12 1.05e+06 3.94e-07 -2.27e-03 7.02e-04
83.217 6.1880 2.81e-13 2.40e-13 44.61 16.27 14.71 -0.2 326189 0.00e+00 4.40e-12 1.11e+06 3.94e-07 -2.27e-03 6.94e-04
85.012 6.3500 2.68e-13 2.30e-13 43.74 16.07 14.64 -0.2 322726 0.00e+00 4.63e-12 1.17e+06 3.94e-07 -2.27e-03 6.87e-04
86.846 6.5164 2.56e-13 2.19e-13 42.89 15.88 14.57 -0.2 319299 0.00e+00 4.86e-12 1.24e+06 3.94e-07 -2.27e-03 6.79e-04
88.720 6.6876 2.45e-13 2.10e-13 42.04 15.69 14.50 -0.2 315909 0.00e+00 5.11e-12 1.31e+06 3.94e-07 -2.27e-03 6.72e-04
90.635 6.8637 2.34e-13 2.00e-13 41.21 15.50 14.43 -0.2 312555 0.00e+00 5.37e-12 1.38e+06 3.94e-07 -2.27e-03 6.64e-04
92.590 7.0447 2.23e-13 1.91e-13 40.39 15.31 14.35 -0.2 309237 0.00e+00 5.64e-12 1.46e+06 3.94e-07 -2.27e-03 6.57e-04
94.588 7.2309 2.13e-13 1.82e-13 39.59 15.13 14.28 -0.2 305954 0.00e+00 5.93e-12 1.55e+06 3.94e-07 -2.27e-03 6.50e-04
96.629 7.4227 2.04e-13 1.74e-13 38.79 14.96 14.21 -0.2 302706 0.00e+00 6.23e-12 1.64e+06 3.94e-07 -2.27e-03 6.42e-04
98.714 7.6197 1.94e-13 1.66e-13 38.01 14.78 14.14 -0.2 299492 0.00e+00 6.55e-12 1.73e+06 3.94e-07 -2.27e-03 6.35e-04
100.844 7.8226 1.85e-13 1.59e-13 37.24 14.61 14.06 -0.2 296312 0.00e+00 6.89e-12 1.83e+06 3.94e-07 -2.27e-03 6.28e-04
103.020 8.0310 1.77e-13 1.51e-13 36.48 14.45 13.99 -0.2 293166 0.00e+00 7.25e-12 1.94e+06 3.94e-07 -2.27e-03 6.21e-04
105.242 8.2456 1.69e-13 1.44e-13 35.73 14.29 13.92 -0.2 290054 0.00e+00 7.62e-12 2.05e+06 3.94e-07 -2.27e-03 6.14e-04
107.513 8.4665 1.61e-13 1.38e-13 34.99 14.13 13.85 -0.2 286975 0.00e+00 8.02e-12 2.17e+06 3.94e-07 -2.27e-03 6.07e-04
109.833 8.6937 1.54e-13 1.31e-13 34.27 13.97 13.78 -0.2 283928 0.00e+00 8.44e-12 2.30e+06 3.94e-07 -2.27e-03 6.00e-04
112.203 8.9274 1.46e-13 1.25e-13 33.56 13.82 13.70 -0.2 280913 0.00e+00 8.88e-12 2.43e+06 3.94e-07 -2.27e-03 5.93e-04
114.624 9.1678 1.40e-13 1.19e-13 32.85 13.67 13.63 -0.2 277931 0.00e+00 9.34e-12 2.57e+06 3.94e-07 -2.27e-03 5.86e-04
117.097 9.4154 1.33e-13 1.14e-13 32.16 13.52 13.56 -0.2 274980 0.00e+00 9.83e-12 2.72e+06 3.94e-07 -2.27e-03 5.79e-04
119.623 9.6702 1.27e-13 1.09e-13 31.48 13.38 13.49 -0.2 272061 0.00e+00 1.03e-11 2.88e+06 3.94e-07 -2.27e-03 5.72e-04
122.204 9.9322 1.21e-13 1.03e-13 30.81 13.24 13.41 -0.2 269172 0.00e+00 1.09e-11 3.04e+06 3.94e-07 -2.27e-03 5.65e-04
124.841 10.2018 1.15e-13 9.85e-14 30.16 13.10 13.34 -0.2 266315 0.00e+00 1.15e-11 3.22e+06 3.94e-07 -2.27e-03 5.59e-04
127.535 10.4794 1.10e-13 9.39e-14 29.51 12.97 13.27 -0.2 263487 0.00e+00 1.21e-11 3.41e+06 3.94e-07 -2.27e-03 5.52e-04
130.287 10.7653 1.04e-13 8.94e-14 28.87 12.83 13.20 -0.2 260690 0.00e+00 1.27e-11 3.61e+06 3.94e-07 -2.27e-03 5.45e-04
133.098 11.0593 9.95e-14 8.51e-14 28.25 12.71 13.13 -0.2 257922 0.00e+00 1.34e-11 3.82e+06 3.94e-07 -2.27e-03 5.39e-04
135.970 11.3621 9.48e-14 8.11e-14 27.63 12.58 13.05 -0.2 255184 0.00e+00 1.41e-11 4.04e+06 3.94e-07 -2.27e-03 5.32e-04
138.903 11.6733 9.02e-14 7.72e-14 27.03 12.45 12.98 -0.2 252475 0.00e+00 1.48e-11 4.28e+06 3.94e-07 -2.27e-03 5.26e-04
141.900 11.9942 8.59e-14 7.35e-14 26.44 12.33 12.91 -0.2 249794 0.00e+00 1.56e-11 4.53e+06 3.94e-07 -2.27e-03 5.20e-04
144.962 12.3241 8.17e-14 6.99e-14 25.86 12.21 12.84 -0.2 247142 0.00e+00 1.65e-11 4.80e+06 3.94e-07 -2.27e-03 5.13e-04
148.090 12.6636 7.78e-14 6.66e-14 25.29 12.09 12.77 -0.2 244518 0.00e+00 1.73e-11 5.08e+06 3.94e-07 -2.27e-03 5.07e-04
151.285 13.0135 7.40e-14 6.33e-14 24.72 11.98 12.70 -0.2 241922 0.00e+00 1.83e-11 5.38e+06 3.94e-07 -2.27e-03 5.01e-04
154.549 13.3733 7.04e-14 6.03e-14 24.17 11.87 12.62 -0.2 239354 0.00e+00 1.93e-11 5.69e+06 3.94e-07 -2.27e-03 4.95e-04
157.884 13.7437 6.70e-14 5.73e-14 23.63 11.76 12.55 -0.2 236813 0.00e+00 2.03e-11 6.03e+06 3.94e-07 -2.27e-03 4.89e-04
161.291 14.1251 6.37e-14 5.45e-14 23.10 11.65 12.48 -0.2 234298 0.00e+00 2.14e-11 6.38e+06 3.94e-07 -2.27e-03 4.82e-04
164.771 14.5174 6.06e-14 5.18e-14 22.58 11.54 12.41 -0.2 231811 0.00e+00 2.25e-11 6.76e+06 3.94e-07 -2.27e-03 4.76e-04
168.326 14.9214 5.76e-14 4.93e-14 22.07 11.43 12.34 -0.2 229350 0.00e+00 2.38e-11 7.15e+06 3.94e-07 -2.27e-03 4.71e-04
171.958 15.3375 5.48e-14 4.69e-14 21.57 11.33 12.27 -0.2 226915 0.00e+00 2.50e-11 7.58e+06 3.94e-07 -2.27e-03 4.65e-04
175.668 15.7656 5.21e-14 4.46e-14 21.08 11.23 12.20 -0.2 224506 0.00e+00 2.64e-11 8.02e+06 3.94e-07 -2.27e-03 4.59e-04
179.459 16.2066 4.95e-14 4.24e-14 20.60 11.13 12.13 -0.2 222122 0.00e+00 2.78e-11 8.50e+06 3.94e-07 -2.27e-03 4.53e-04
183.331 16.6598 4.71e-14 4.03e-14 20.12 11.03 12.06 -0.2 219764 0.00e+00 2.94e-11 9.00e+06 3.94e-07 -2.27e-03 4.47e-04
187.286 17.1268 4.47e-14 3.83e-14 19.66 10.94 11.99 -0.2 217431 0.00e+00 3.10e-11 9.53e+06 3.94e-07 -2.27e-03 4.42e-04
191.327 17.6081 4.25e-14 3.64e-14 19.21 10.84 11.92 -0.2 215122 0.00e+00 3.26e-11 1.01e+07 3.94e-07 -2.27e-03 4.36e-04
195.456 18.1028 4.04e-14 3.45e-14 18.76 10.75 11.85 -0.2 212838 0.00e+00 3.44e-11 1.07e+07 3.94e-07 -2.27e-03 4.30e-04
199.673 18.6126 3.84e-14 3.28e-14 18.33 10.66 11.78 -0.2 210579 0.00e+00 3.63e-11 1.13e+07 3.94e-07 -2.27e-03 4.25e-04
203.981 19.1368 3.64e-14 3.12e-14 17.90 10.57 11.71 -0.2 208343 0.00e+00 3.83e-11 1.20e+07 3.94e-07 -2.27e-03 4.19e-04
208.382 19.6764 3.46e-14 2.96e-14 17.48 10.48 11.64 -0.2 206131 0.00e+00 4.04e-11 1.27e+07 3.94e-07 -2.27e-03 4.14e-04
212.879 20.2327 3.29e-14 2.81e-14 17.07 10.39 11.57 -0.2 203943 0.00e+00 4.26e-11 1.35e+07 3.94e-07 -2.27e-03 4.09e-04
217.472 20.8048 3.12e-14 2.67e-14 16.67 10.31 11.50 -0.2 201777 0.00e+00 4.49e-11 1.42e+07 3.94e-07 -2.27e-03 4.03e-04
222.164 21.3938 2.96e-14 2.54e-14 16.28 10.22 11.44 -0.2 199635 0.00e+00 4.74e-11 1.51e+07 3.94e-07 -2.27e-03 3.98e-04
226.958 21.9996 2.81e-14 2.41e-14 15.90 10.14 11.37 -0.2 197516 0.00e+00 5.00e-11 1.60e+07 3.94e-07 -2.27e-03 3.93e-04
231.855 22.6243 2.67e-14 2.29e-14 15.52 10.06 11.30 -0.2 195419 0.00e+00 5.28e-11 1.69e+07 3.94e-07 -2.27e-03 3.88e-04
236.857 23.2669 2.54e-14 2.17e-14 15.15 9.98 11.23 -0.2 193344 0.00e+00 5.57e-11 1.79e+07 3.94e-07 -2.27e-03 3.83e-04
241.968 23.9278 2.41e-14 2.06e-14 14.79 9.90 11.17 -0.2 191291 0.00e+00 5.88e-11 1.90e+07 3.94e-07 -2.27e-03 3.78e-04
247.189 24.6086 2.29e-14 1.96e-14 14.44 9.82 11.10 -0.2 189260 0.00e+00 6.20e-11 2.01e+07 3.94e-07 -2.27e-03 3.73e-04
252.522 25.3098 2.17e-14 1.86e-14 14.10 9.74 11.03 -0.2 187251 0.00e+00 6.54e-11 2.13e+07 3.94e-07 -2.27e-03 3.68e-04
257.971 26.0313 2.06e-14 1.76e-14 13.76 9.67 10.97 -0.2 185263 0.00e+00 6.91e-11 2.26e+07 3.94e-07 -2.27e-03 3.63e-04
263.537 26.7735 1.95e-14 1.67e-14 13.43 9.59 10.90 -0.2 183296 0.00e+00 7.29e-11 2.39e+07 3.94e-07 -2.27e-03 3.58e-04
269.223 27.5382 1.85e-14 1.59e-14 13.11 9.52 10.83 -0.2 181350 0.00e+00 7.69e-11 2.54e+07 3.94e-07 -2.27e-03 3.53e-04
275.032 28.3250 1.76e-14 1.51e-14 12.79 9.45 10.77 -0.2 179425 0.00e+00 8.12e-11 2.69e+07 3.94e-07 -2.27e-03 3.49e-04
280.966 29.1357 1.67e-14 1.43e-14 12.48 9.37 10.70 -0.2 177520 0.00e+00 8.57e-11 2.85e+07 3.94e-07 -2.27e-03 3.44e-04
287.029 29.9699 1.58e-14 1.35e-14 12.18 9.30 10.64 -0.2 175635 0.00e+00 9.04e-11 3.01e+07 3.94e-07 -2.27e-03 3.40e-04
293.222 30.8284 1.50e-14 1.29e-14 11.89 9.23 10.57 -0.2 173770 0.00e+00 9.55e-11 3.19e+07 3.94e-07 -2.27e-03 3.35e-04
299.548 31.7119 1.43e-14 1.22e-14 11.60 9.16 10.51 -0.2 171926 0.00e+00 1.01e-10 3.38e+07 3.94e-07 -2.27e-03 3.31e-04
306.012 32.6211 1.35e-14 1.16e-14 11.32 9.10 10.44 -0.2 170100 0.00e+00 1.06e-10 3.58e+07 3.94e-07 -2.27e-03 3.26e-04
312.614 33.5581 1.28e-14 1.10e-14 11.04 9.03 10.38 -0.2 168294 0.00e+00 1.12e-10 3.80e+07 3.94e-07 -2.27e-03 3.22e-04
319.360 34.5226 1.22e-14 1.04e-14 10.77 8.96 10.32 -0.2 166508 0.00e+00 1.19e-10 4.02e+07 3.94e-07 -2.27e-03 3.17e-04
326.250 35.5138 1.15e-14 9.87e-15 10.51 8.90 10.25 -0.2 164740 0.00e+00 1.25e-10 4.26e+07 3.94e-07 -2.27e-03 3.13e-04
333.290 36.5355 1.09e-14 9.36e-15 10.26 8.83 10.19 -0.2 162991 0.00e+00 1.32e-10 4.52e+07 3.94e-07 -2.27e-03 3.09e-04
340.481 37.5873 1.04e-14 8.87e-15 10.01 8.77 10.13 -0.2 161260 0.00e+00 1.39e-10 4.78e+07 3.94e-07 -2.27e-03 3.05e-04
347.827 38.6699 9.83e-15 8.41e-15 9.76 8.70 10.06 -0.2 159548 0.00e+00 1.47e-10 5.07e+07 3.94e-07 -2.27e-03 3.01e-04
