#1:r  2:H   3:Rho0    4:RhoMean 5:S   6:Tc  7:Te  8:Vr  9:Vphi   10:tauR	11:x	12:s_e	13:B_r	14:B_phi	15:B_z
0.100	0.0025	1.82e-07	1.56e-07	11576.31	1506.20	399.13	-0.6	9411180	0.00e+00	8.86e-11	1.29e+06 1.78e-02	8.64e+01	6.01e+01
0.102	0.0026	1.71e-07	1.46e-07	11226.43	1504.20	392.21	-0.6	9311264	0.00e+00	8.87e-11	1.29e+06 1.80e-02	8.47e+01	5.83e+01
0.104	0.0026	1.61e-07	1.38e-07	10887.83	1502.10	385.43	-0.6	9212408	0.00e+00	8.87e-11	1.29e+06 1.82e-02	8.31e+01	5.65e+01
0.107	0.0027	1.51e-07	1.29e-07	10558.80	1500.00	378.68	-0.6	9114601	0.00e+00	8.87e-11	1.30e+06 1.84e-02	8.14e+01	5.48e+01
0.109	0.0028	1.42e-07	1.21e-07	10240.37	1498.00	372.08	-0.6	9017833	0.00e+00	8.88e-11	1.30e+06 1.85e-02	7.98e+01	5.31e+01
0.111	0.0029	1.33e-07	1.14e-07	9931.57	1495.81	365.60	-0.6	8922092	0.00e+00	8.87e-11	1.30e+06 1.87e-02	7.82e+01	5.15e+01
0.114	0.0030	1.25e-07	1.07e-07	9632.72	1493.71	359.24	-0.6	8827368	0.00e+00	8.87e-11	1.30e+06 1.88e-02	7.66e+01	5.00e+01
0.116	0.0031	1.18e-07	1.01e-07	9342.28	1491.52	352.94	-0.6	8733650	0.00e+00	8.85e-11	1.30e+06 1.90e-02	7.50e+01	4.85e+01
0.119	0.0032	1.11e-07	9.48e-08	9061.20	1489.42	346.77	-0.6	8640926	0.00e+00	8.84e-11	1.30e+06 1.91e-02	7.35e+01	4.70e+01
0.121	0.0033	1.04e-07	8.92e-08	8788.59	1487.22	340.70	-0.6	8549187	0.00e+00	8.82e-11	1.30e+06 1.92e-02	7.19e+01	4.56e+01
0.124	0.0034	9.80e-08	8.38e-08	8524.75	1484.94	334.81	-0.6	8458422	0.00e+00	8.79e-11	1.29e+06 1.93e-02	7.04e+01	4.42e+01
0.126	0.0035	9.21e-08	7.88e-08	8268.32	1482.74	328.93	-0.6	8368620	0.00e+00	8.77e-11	1.29e+06 1.94e-02	6.88e+01	4.29e+01
0.129	0.0036	8.66e-08	7.41e-08	8020.13	1480.45	323.21	-0.6	8279772	0.00e+00	8.74e-11	1.29e+06 1.95e-02	6.73e+01	4.16e+01
0.132	0.0037	8.14e-08	6.96e-08	7779.42	1478.16	317.59	-0.7	8191867	0.00e+00	8.70e-11	1.28e+06 1.96e-02	6.59e+01	4.04e+01
0.135	0.0038	7.65e-08	6.55e-08	7545.95	1475.88	312.05	-0.7	8104896	0.00e+00	8.66e-11	1.28e+06 1.96e-02	6.44e+01	3.92e+01
0.138	0.0040	7.19e-08	6.16e-08	7319.50	1473.68	306.63	-0.7	8018847	0.00e+00	8.64e-11	1.28e+06 1.97e-02	6.30e+01	3.80e+01
0.141	0.0041	6.76e-08	5.79e-08	7099.40	1471.39	301.19	-0.7	7933713	0.00e+00	8.60e-11	1.27e+06 1.98e-02	6.16e+01	3.68e+01
0.144	0.0042	6.36e-08	5.44e-08	6886.39	1469.10	295.93	-0.7	7849482	0.00e+00	8.56e-11	1.27e+06 1.98e-02	6.02e+01	3.57e+01
0.147	0.0044	5.98e-08	5.12e-08	6679.78	1466.82	290.75	-0.7	7766146	0.00e+00	8.53e-11	1.26e+06 1.98e-02	5.88e+01	3.47e+01
0.150	0.0045	5.62e-08	4.81e-08	6479.39	1464.53	285.68	-0.7	7683694	0.00e+00	8.49e-11	1.26e+06 1.98e-02	5.75e+01	3.36e+01
0.153	0.0046	5.28e-08	4.52e-08	6285.02	1462.24	280.65	-0.7	7602117	0.00e+00	8.44e-11	1.25e+06 1.99e-02	5.61e+01	3.26e+01
0.157	0.0048	4.97e-08	4.25e-08	6096.50	1459.95	275.74	-0.7	7521407	0.00e+00	8.40e-11	1.25e+06 1.99e-02	5.48e+01	3.16e+01
0.160	0.0049	4.67e-08	4.00e-08	5913.65	1457.66	270.91	-0.7	7441554	0.00e+00	8.36e-11	1.24e+06 1.99e-02	5.36e+01	3.07e+01
0.163	0.0051	4.39e-08	3.76e-08	5736.30	1455.37	266.16	-0.7	7362548	0.00e+00	8.32e-11	1.24e+06 1.98e-02	5.23e+01	2.98e+01
0.167	0.0053	4.13e-08	3.53e-08	5564.28	1453.08	261.52	-0.7	7284381	0.00e+00	8.27e-11	1.23e+06 1.98e-02	5.11e+01	2.89e+01
0.170	0.0054	3.88e-08	3.32e-08	5397.07	1450.79	256.89	-0.7	7207044	0.00e+00	8.23e-11	1.23e+06 1.98e-02	4.99e+01	2.80e+01
0.174	0.0056	3.65e-08	3.12e-08	5235.25	1448.60	252.39	-0.7	7130528	0.00e+00	8.20e-11	1.23e+06 1.97e-02	4.87e+01	2.72e+01
0.178	0.0058	3.43e-08	2.94e-08	5078.63	1446.31	247.97	-0.7	7054825	0.00e+00	8.15e-11	1.22e+06 1.97e-02	4.76e+01	2.64e+01
0.182	0.0059	3.23e-08	2.76e-08	4930.94	1442.59	244.54	-0.7	6979925	0.00e+00	7.92e-11	1.19e+06 1.91e-02	4.64e+01	2.56e+01
0.186	0.0061	3.05e-08	2.61e-08	4791.07	1438.02	241.79	-0.8	6905820	0.00e+00	7.57e-11	1.14e+06 1.84e-02	4.51e+01	2.49e+01
0.190	0.0063	2.87e-08	2.46e-08	4654.59	1433.44	238.99	-0.8	6832503	0.00e+00	7.25e-11	1.09e+06 1.76e-02	4.39e+01	2.42e+01
0.194	0.0065	2.70e-08	2.31e-08	4522.35	1428.96	236.28	-0.8	6759963	0.00e+00	6.94e-11	1.05e+06 1.69e-02	4.27e+01	2.35e+01
0.198	0.0067	2.55e-08	2.18e-08	4393.62	1424.47	233.58	-0.8	6688194	0.00e+00	6.64e-11	1.00e+06 1.62e-02	4.16e+01	2.28e+01
