# 1:lamst 2:lamfst 3:disk_data_1[0] 4:disk_data_1[1] 5:disk_data_1[0] 6:disk_data_1[1] 7:disk_data_3[0] 8:disk_data_3[1] 
4.150404757850476717e-03 3.957727508041243273e-13 2.312261434995483908e-02 5.980132067884961201e-13 1.482020705798858633e-02 1.062984347834214638e-09 2.431762740187003516e-02 2.950272956354249055e-10
4.397603609302721053e-03 3.335361916723912304e-13 2.374651600553720140e-02 5.989605221645619877e-13 1.534368408930011571e-02 1.002339069803415221e-09 2.495090306436623454e-02 2.799557363903012971e-10
4.659525668664682083e-03 2.810469540342654718e-13 2.438725197189201346e-02 5.991012923156860657e-13 1.588565129428052766e-02 9.436073889045458622e-10 2.560067038775032042e-02 2.654604136565049530e-10
4.937047852839003374e-03 2.367866236774769535e-13 2.504527647768918855e-02 5.984626554064686108e-13 1.644676177994662883e-02 8.869086630119305818e-10 2.626735884514903516e-02 2.515378214354021741e-10
5.231099308056263129e-03 1.994716264531438474e-13 2.572105600773956502e-02 5.970738829878473146e-13 1.702769172225899671e-02 8.323369947531493451e-10 2.695140909395775039e-02 2.381823364663596242e-10
5.542664520663107344e-03 1.680172592581658459e-13 2.641506963369387798e-02 5.949660462416896196e-13 1.762914118095948099e-02 7.799627436949391454e-10 2.765327326709948047e-02 2.253864613800988771e-10
5.872786613189483196e-03 1.415071569704720861e-13 2.712780935366492299e-02 5.921716947857140954e-13 1.825183494319042310e-02 7.298342082652773403e-10 2.837341527186857185e-02 2.131410547168803442e-10
6.222570836730231293e-03 1.191673891187132118e-13 2.785978044101334108e-02 5.887245501129076705e-13 1.889652339691209534e-02 6.819794238688180830e-10 2.911231109655706972e-02 2.014355473064048623e-10
6.593188271333548338e-03 1.003444964141161702e-13 2.861150180254455958e-02 5.846592152864665462e-13 1.956398343517062877e-02 6.364080289074641795e-10 2.987044912506594749e-02 1.902581447276970079e-10
6.985879746785249485e-03 8.448687751596867663e-14 2.938350634637074132e-02 5.800109020906677810e-13 2.025501939230666543e-02 5.931131561466403757e-10 3.064833045970966063e-02 1.795960157592404810e-10
7.401959996915644276e-03 7.112902262277810127e-14 3.017634135969834985e-02 5.748151764541372807e-13 2.097046401323232959e-02 5.520733127951145283e-10 3.144646925242683411e-02 1.694354668941133197e-10
7.842822061337682490e-03 5.987816452284223614e-14 3.099056889680950125e-02 5.691077226179411559e-13 2.171117945694503101e-02 5.132542185639760360e-10 3.226539304461659152e-02 1.597621031337648552e-10
8.309941949353395751e-03 5.040298122855956504e-14 3.182676617751175469e-02 5.629241262189961836e-13 2.247805833548725124e-02 4.766105766587075924e-10 3.310564311582453456e-02 1.505609753895058010e-10
8.804883581643463755e-03 4.242403868906126897e-14 3.268552599633912231e-02 5.562996762007838010e-13 2.327202478960407189e-02 4.420877580013906264e-10 3.396777484150943077e-02 1.418167149148089578e-10
9.329304026284686302e-03 3.570570857833786337e-14 3.356745714279429915e-02 5.492691852487444337e-13 2.409403560239524456e-02 4.096233838827783921e-10 3.485235806012654952e-02 1.335136552663049655e-10
9.884959046625585791e-03 3.004933588420560212e-14 3.447318483292983321e-02 5.418668282765969819e-13 2.494508135230316670e-02 3.791487966462966662e-10 3.575997744977079534e-02 1.256359423489080801e-10
1.047370897959450792e-02 2.528746492836800694e-14 3.540335115257457754e-02 5.341259983609083758e-13 2.582618760682674902e-02 3.505904118774572052e-10 3.669123291462798170e-02 1.181676331428453946e-10
1.109752496412072173e-02 2.127896135483209284e-14 3.635861551251917678e-02 5.260791794323031660e-13 2.673841615839946811e-02 3.238709489066103141e-10 3.764673998149037359e-02 1.110927837393303076e-10
1.175849554052158137e-02 1.790489224751080555e-14 3.733965511598372200e-02 5.177578349796764686e-13 2.768286630392063907e-02 2.989105392429656281e-10 3.862713020659788721e-02 1.043955273290216665e-10
1.245883364295008108e-02 1.506504749511917971e-14 3.834716543869870486e-02 5.091923120046216011e-13 2.866067616948250046e-02 2.756277148701284190e-10 3.963305159307447395e-02 9.806014279484013805e-11
1.320088400831419435e-02 1.267500334441722788e-14 3.938186072193952669e-02 5.004117594721447405e-13 2.967302408188869645e-02 2.539402801847980531e-10 4.066516901923504512e-02 9.207111455972005444e-11
1.398713102647238665e-02 1.066364422927187575e-14 4.044447447886449082e-02 4.914440605350300281e-13 3.072112998861755914e-02 2.337660727935493796e-10 4.172416467804654361e-02 8.641318433179871784e-11
1.482020705798860020e-02 8.971071826125253793e-15 4.153576001451465827e-02 4.823157778567384157e-13 3.180625692794119413e-02 2.150236194442768454e-10 4.281073852803315982e-02 8.107139537565438975e-11
1.570290124729377401e-02 7.546841203636059454e-15 4.265649095984471589e-02 4.730521114149361344e-13 3.292971255097148359e-02 1.976326941061293514e-10 4.392560875592417535e-02 7.603112991959051035e-11
1.663816886076130777e-02 6.348473194413316858e-15 4.380746182016327650e-02 4.636768682280095618e-13 3.409285069746811198e-02 1.815147856711270881e-10 4.506951225134976646e-02 7.127814028663417092e-11
1.762914118095948099e-02 5.340199967124722978e-15 4.498948853837104328e-02 4.542124435038105089e-13 3.529707302730650254e-02 1.665934829765418469e-10 4.624320509389900219e-02 6.679857431172682226e-11
1.867913599020784576e-02 4.491907429039540277e-15 4.620340907339690745e-02 4.446798127574386826e-13 3.654383070957254592e-02 1.527947848806688692e-10 4.744746305286147436e-02 6.257899558031548654e-11
1.979166867853557332e-02 3.778243722574427604e-15 4.745008399424115869e-02 4.350985344780621868e-13 3.783462617131928829e-02 1.400473430035147629e-10 4.868308209998340602e-02 5.860639899484420969e-11
2.097046401323235040e-02 3.177867848389451417e-15 4.873039709004760300e-02 4.254867629396117974e-13 3.917101490809256348e-02 1.282826445016868217e-10 4.995087893557652314e-02 5.486822214608561641e-11
2.221946860939523830e-02 2.672816483019815313e-15 5.004525599663686014e-02 4.158612707440458744e-13 4.055460735840827474e-02 1.174351419129244392e-10 5.125169152832814712e-02 5.135235293630311557e-11
2.354286414322420348e-02 2.247970472413964104e-15 5.139559283994485361e-02 4.062374806576416995e-13 4.198707084443910331e-02 1.074423367057817478e-10 5.258637966916857726e-02 4.804713387132037639e-11
2.494508135230316670e-02 1.890605368912371649e-15 5.278236489682263527e-02 3.966295062509024720e-13 4.347013158125021676e-02 9.824482272556924826e-11 5.395582553956251859e-02 4.494136340901243065e-11
2.643081486974108163e-02 1.590012818736997068e-15 5.420655527366660675e-02 3.870502007831515374e-13 4.500557675700497806e-02 8.978629525694712131e-11 5.536093429459951198e-02 4.202429472281340374e-11
2.800503894183630979e-02 1.337181668419084942e-15 5.566917360335927462e-02 3.775112136872012979e-13 4.659525668664677572e-02 8.201353094135712012e-11 5.680263466126953681e-02 3.928563221076516088e-11
2.967302408188872420e-02 1.124529399871270978e-15 5.717125676101508791e-02 3.680230539122577141e-13 4.824108704165368938e-02 7.487634330572337564e-11 5.828187955231832473e-02 3.671552605359122816e-11
3.144035471591499764e-02 9.456759742935288623e-16 5.871386959903923675e-02 3.585951592800837908e-13 4.994505115855139843e-02 6.832751818696961144e-11 5.979964669608909406e-02 3.430456509939189533e-11
3.331294787934677148e-02 7.952534065711853416e-16 6.029810570201947495e-02 3.492359709066259389e-13 5.170920242896755170e-02 6.232273288199081293e-11 6.135693928276604592e-02 3.204376832792386044e-11
3.529707302730650254e-02 6.687454396853745650e-16 6.192508816198707966e-02 3.399530116451972930e-13 5.353566677410724617e-02 5.682046242009257188e-11 6.295478662744750931e-02 2.992457512410119286e-11
3.739937302478801850e-02 5.623525728932446834e-16 6.359597037459566171e-02 3.307529674242531122e-13 5.542664520663101446e-02 5.178187594819323717e-11 6.459424485048688436e-02 2.793883456838372421e-11
3.962688638701478139e-02 4.728784434366761716e-16 6.531193685678346461e-02 3.216417702884966593e-13 5.738441648302392700e-02 4.717072584060714535e-11 6.627639757555035815e-02 2.607879393111016310e-11
4.198707084443914495e-02 3.976341907814315113e-16 6.707420408649743260e-02 3.126246819114785351e-13 5.941133984965033671e-02 4.295323179624892551e-11 6.800235664585384254e-02 2.433708653858297215e-11
4.448782831127585241e-02 3.343579630461582294e-16 6.888402136507504325e-02 3.037063763347279664e-13 6.150985788580497909e-02 3.909796186695827268e-11 6.977326285905179060e-02 2.270671916080839699e-11
4.713753134116728527e-02 2.811471727156199027e-16 7.074267170289573470e-02 2.948910207052852820e-13 6.368249944718586131e-02 3.557571207106646747e-11 7.159028672126416248e-02 2.118105905419836214e-11
4.994505115855139843e-02 2.364014859315786959e-16 7.265147272892868990e-02 2.861823528313069018e-13 6.593188271333541572e-02 3.235938598544720431e-11 7.345462922073905943e-02 1.975382077721733112e-11
5.291978735958447616e-02 1.987748475919928551e-16 7.461177762482225362e-02 2.775837544537056203e-13 6.826071834272386119e-02 2.942387547590389095e-11 7.536752262166347693e-02 1.841905288285374670e-11
5.607169938205457810e-02 1.671351124343231710e-16 7.662497608419804873e-02 2.690983192387548143e-13 7.067181273927491958e-02 2.674594351835490740e-11 7.733023127864614710e-02 1.717112457886378756e-11
5.941133984965039916e-02 1.405300780596948634e-16 7.869249529782812447e-02 2.607289146290296805e-13 7.316807143427192517e-02 2.430410988019231070e-11 7.934405247241126113e-02 1.600471243491310548e-11
6.294988990221887792e-02 1.181589060815626225e-16 8.081580096539507652e-02 2.524782368437430970e-13 7.575250258771912271e-02 2.207854027064816514e-11 8.141031726725450612e-02 1.491478720497284273e-11
6.669919663030128565e-02 9.934807783297031495e-17 8.299639833455127458e-02 2.443488584893398909e-13 7.842822061337681450e-02 2.005093942916560710e-11 8.353039139082964193e-02 1.389660082354581492e-11
7.067181273927491958e-02 8.353116604859963046e-17 8.523583326801505156e-02 2.363432684214589961e-13 8.119844993184008319e-02 1.820444849982247119e-11 8.570567613684587638e-02 1.294567362544965565e-11
7.488103857590031054e-02 7.023181762285213384e-17 8.753569333945904196e-02 2.284639036840566099e-13 8.406652885618325077e-02 1.652354693601568019e-11 8.793760929127318604e-02 1.205778183089937436e-11
7.934096665797492343e-02 5.904943828353335358e-17 8.989760895896790893e-02 2.207131735346279523e-13 8.703591361485156497e-02 1.499395909116281829e-11 9.022766608266806487e-02 1.122894533045632148e-11
8.406652885618333404e-02 4.964715063684052946e-17 9.232325452886452899e-02 2.130934757403214384e-13 9.011018251665019185e-02 1.360256557648652165e-11 9.257736015724679635e-02 1.045541579798346967e-11
8.907354638610440190e-02 4.174166491619803383e-17 9.481434963072193911e-02 2.056072054931344572e-13 9.329304026284686302e-02 1.233731940449154856e-11 9.498824457935210741e-02 9.733665154010455237e-12
9.437878277775391123e-02 3.509475891253337606e-17 9.737266024440435763e-02 1.982567574387321514e-13 9.658832241158699095e-02 1.118716688509082243e-11 9.746191285797339843e-02 9.060374396814361268e-12
1.000000000000000056e-01 2.950611166986822930e-17 1.000000000000000056e-01 1.910445214391449057e-13 1.000000000000000056e-01 1.014197319918291366e-11 1.000000000000000056e-01 8.432422814008655600e-12
