# 1:lamst 2:lamfst 3:disk_data_1[0] 4:disk_data_1[1] 5:disk_data_1[0] 6:disk_data_1[1] 7:disk_data_3[0] 8:disk_data_3[1] 
3.783462617131932677e-06 2.396446355541232962e-43 9.223976647763458808e-04 7.952586016350301147e-35 2.221946860939523970e-04 4.939670757225120807e-24 1.083796737979780952e-03 2.209354917876712837e-12
4.008806328898464506e-06 4.005453358151039404e-41 9.472860887862542649e-04 3.741316155018731133e-34 2.300430119772916963e-04 1.969790519502229350e-23 1.112020794788982046e-03 2.440868550184465164e-12
4.247571552536902774e-06 4.955891648098349858e-39 9.728460600835758939e-04 1.685946428406571745e-33 2.381685551976158279e-04 7.467905395105463326e-23 1.140979857854295277e-03 2.687622034721490808e-12
4.500557675700497562e-06 4.616577929446305003e-37 9.990956985685135565e-04 7.285667354775544060e-33 2.465811075822603774e-04 2.696398301267868966e-22 1.170693068088034337e-03 2.950123992363564148e-12
4.768611697714474770e-06 3.289850455129625658e-35 1.026053613058114985e-03 3.022669838797223413e-32 2.552908068239516468e-04 9.287523464773308444e-22 1.201180064867009376e-03 3.228974466382797785e-12
5.052631065335680056e-06 1.820663218244090977e-33 1.053738914478387573e-03 1.205270383681840428e-31 2.643081486974105496e-04 3.056651978488298273e-21 1.232460999013462559e-03 3.524891183070006580e-12
5.353566677410729675e-06 7.936934461608315000e-32 1.082171229412357645e-03 4.623964683876251062e-31 2.736439997074672083e-04 9.627157813625316416e-21 1.264556546114038770e-03 3.838737871198862590e-12
5.672426068491977286e-06 2.762300788615568112e-30 1.111370714013686480e-03 1.708567559368470745e-30 2.833096101839323875e-04 2.906090924573567310e-20 1.297487920185618187e-03 4.171554678723645014e-12
6.010276782070388150e-06 7.772880122511320392e-29 1.141358068295718559e-03 6.086625501652501943e-30 2.933166278390045355e-04 8.419964518063557788e-20 1.331276887697026940e-03 4.524590818473127218e-12
6.368249944718586522e-06 1.789676716665630597e-27 1.172154550806071014e-03 2.092545804237648340e-29 3.036771118035457235e-04 2.344827857044830925e-19 1.365945781955904244e-03 4.899339684098794299e-12
6.747544053110699385e-06 3.409933705150881760e-26 1.203781993697178917e-03 6.949328046349630810e-29 3.144035471591500111e-04 6.284930373534473015e-19 1.401517517870218624e-03 5.297576800854804629e-12
7.149428986597577096e-06 5.433977663326757095e-25 1.236262818203486208e-03 2.231434440489538355e-28 3.255088599835056465e-04 1.623484415245883016e-18 1.438015607094212528e-03 5.721401110552104033e-12
7.575250258771920504e-06 7.315640583927909745e-24 1.269620050536238338e-03 6.934126590368599214e-28 3.370064329271928389e-04 4.046729065126421840e-18 1.475464173568769065e-03 6.173280233821479612e-12
8.026433522257174640e-06 8.399748907894209679e-23 1.303877338207158837e-03 2.087120962321755564e-27 3.489101213406773793e-04 9.745411842565125635e-18 1.513887969466485390e-03 6.656100503101578903e-12
8.504489341802686365e-06 8.299369425341527435e-22 1.339058966792568270e-03 6.090079033394495050e-27 3.612342699709430527e-04 2.270127103579798847e-17 1.553312391551971670e-03 7.173222713606139958e-12
9.011018251665018299e-06 7.116324570684746892e-21 1.375189877149853154e-03 1.724163801578334915e-26 3.739937302478797796e-04 5.120951194640482287e-17 1.593763497968216352e-03 7.728544693147413250e-12
9.547716114208066747e-06 5.337761151694116814e-20 1.412295683098461737e-03 4.739855466890758876e-26 3.872038781812557140e-04 1.119905761126551909e-16 1.635268025460089383e-03 8.326571939836378950e-12
1.011637979766207114e-05 3.528755746672372066e-19 1.450402689577972139e-03 1.266261752174335887e-25 4.008806328898464845e-04 2.376875690196750259e-16 1.677853407046388983e-03 8.972497711806376219e-12
1.071891319205128571e-05 2.070741374232268964e-18 1.489537911296124261e-03 3.289916958964405570e-25 4.150404757850476825e-04 4.900876918728415420e-16 1.721547790152081923e-03 9.672294064527886282e-12
1.135733358343105172e-05 1.085878826698110719e-17 1.529729091879999774e-03 8.319004643686312916e-25 4.297004704320839491e-04 9.826901296720002892e-16 1.766380055212759398e-03 1.043281540435028313e-11
1.203377840777590590e-05 5.120755090057207260e-17 1.571004723543957364e-03 2.048781611748969782e-24 4.448782831127585566e-04 1.918021423516259621e-15 1.812379834763574700e-03 1.126191614238357895e-11
1.275051240713012877e-05 2.184617076895071354e-16 1.613394067288242886e-03 4.917699176928084414e-24 4.605922041145103524e-04 3.647446370112226112e-15 1.859577533025305379e-03 1.216858396665412981e-11
1.350993521198027796e-05 8.479127920250767411e-16 1.656927173642622729e-03 1.151239988332493886e-23 4.768611697714469281e-04 6.764161150255404406e-15 1.908004346000451417e-03 1.316309007406705078e-11
1.431458937523478591e-05 3.010024102828145627e-15 1.701634903969712499e-03 2.630236450585063772e-23 4.937047852839003808e-04 1.224352312840955863e-14 1.957692282092692981e-03 1.425715738508345193e-11
1.516716888470924061e-05 9.822234568696905348e-15 1.747548952343118455e-03 5.868514441243717365e-23 5.111433483440165366e-04 2.164868378789668845e-14 2.008674183263306663e-03 1.546414726967185315e-11
1.607052818261638468e-05 2.960249569544921615e-14 1.794701868015918583e-03 1.279492561062178834e-22 5.291978735958442325e-04 3.742330992827390479e-14 2.060983746738533594e-03 1.679926461087758488e-11
1.702769172225901238e-05 8.276841191851961012e-14 1.843127078495377909e-03 2.727645023595826482e-22 5.478901179593945181e-04 6.329649756035775019e-14 2.114655547282256413e-03 1.827978009519279740e-11
1.804186409392071643e-05 2.156009544011965594e-13 1.892858913240275370e-03 5.688994688038801439e-22 5.672426068491977658e-04 1.048271377260528328e-13 2.169725060048680824e-03 1.992526742918298138e-11
1.911644075385703765e-05 5.253092339201449453e-13 1.943932627997653007e-03 1.161531336199171849e-21 5.872786613189482762e-04 1.701152010404104392e-13 2.226228684030156103e-03 2.175785173613173545e-11
2.025501939230666413e-05 1.201680642412159712e-12 1.996384429796212428e-03 2.322830162376770612e-21 6.080224261649420404e-04 2.707048454574005133e-13 2.284203766115623906e-03 2.380246370029134373e-11
2.146141197858405979e-05 2.590075627937124591e-12 2.050251502614089567e-03 4.552311699968887044e-21 6.294988990221887619e-04 4.226981677649200388e-13 2.343688625775573308e-03 2.608709213813162923e-11
2.273965752357927516e-05 5.277622332964814694e-12 2.105572033739224087e-03 8.747926275974079083e-21 6.517339604882420442e-04 6.480882662217626741e-13 2.404722580389858765e-03 2.894490776372906238e-11
2.409403560239526900e-05 1.019854275860794181e-11 2.162385240840971473e-03 1.649154354262979370e-20 6.747544053110692778e-04 9.763058557016284668e-13 2.467345971235087709e-03 3.178661985054909246e-11
2.552908068239516468e-05 1.874589946024877709e-11 2.220731399772181598e-03 3.051540457596326699e-20 6.985879746785249268e-04 1.445955239442617823e-12 2.531600190148771898e-03 3.497309886385769887e-11
2.704959730463137214e-05 3.286733500104744161e-11 2.280651873121440458e-03 5.544870797296202070e-20 7.232633896483533272e-04 2.106693801223968768e-12 2.597527706887871237e-03 3.854669329162970071e-11
2.866067616948250315e-05 5.511449896009853603e-11 2.342189139535705636e-03 9.898866839727849016e-20 7.488103857590022510e-04 3.021185711540989015e-12 2.665172097199779416e-03 4.255366034285331385e-11
3.036771118035460623e-05 8.861329068126873530e-11 2.405386823834159988e-03 1.737013416136060509e-19 7.752597488629464108e-04 4.267037120751584943e-12 2.734578071624353245e-03 4.704414585008956215e-11
3.217641750250735676e-05 1.369276136768530450e-10 2.470289727934582916e-03 2.997375498396607329e-19 8.026433522257173624e-04 5.938598989355880255e-12 2.805791505046000434e-03 5.203309713918470363e-11
3.409285069746814190e-05 2.038039443310369690e-10 2.536943862614189551e-03 5.088514112477541450e-19 8.309941949353395101e-04 8.148507288613635955e-12 2.878859467015331894e-03 5.769295088911536031e-11
3.612342699709430527e-05 2.928058638882619468e-10 2.605396480127468006e-03 8.502355841060653815e-19 8.603464416684500826e-04 1.102882090416356431e-11 2.953830252860474917e-03 6.397305283307429125e-11
3.827494478516314894e-05 4.068723962466825000e-10 2.675696107704106028e-03 1.398839329211587439e-18 8.907354638610440059e-04 1.473161712897627916e-11 3.030753415608568140e-03 7.096989281570360168e-11
4.055460735840827523e-05 5.478556173114572873e-10 2.747892581950762362e-03 2.267011746263292229e-18 9.221978823334321543e-04 1.942891444786658125e-11 3.109679798738546400e-03 7.875047352913913484e-11
4.297004704320843692e-05 7.161058023809313702e-10 2.822037084181104691e-03 3.620509074814959225e-18 9.547716114208055702e-04 2.531181286893795660e-11 3.190661569786891732e-03 8.738098720767972660e-11
4.552935074866947907e-05 9.101724928327875400e-10 2.898182176699110654e-03 5.700114205519617738e-18 9.884959046625586658e-04 3.258877286965343161e-11 3.273752254828499447e-03 9.692769065746753264e-11
4.824108704165373871e-05 1.126676479133532357e-09 2.976381840061372193e-03 8.850326771039245677e-18 1.023411402105452780e-03 4.148299364738590531e-11 3.359006773855525551e-03 1.074557370331165096e-10
5.111433483440165230e-05 1.360383282646762420e-09 3.056691511344853014e-03 1.355677709582268207e-17 1.059560179277615945e-03 5.222889746467262530e-11 3.446481477077559252e-03 1.190278651562769617e-10
5.415871378079476335e-05 1.604478302982395461e-09 3.139168123447169494e-03 2.049417610848431740e-17 1.096985797892384082e-03 6.506777643157406275e-11 3.536234182167091820e-03 1.317029665357881612e-10
5.738441648302392912e-05 1.851013587151080232e-09 3.223870145447285066e-03 3.058671133687489286e-17 1.135733358343105071e-03 8.024270761492706679e-11 3.628324212474956078e-03 1.455345569398825561e-10
6.080224261649426910e-05 2.091471976058654518e-09 3.310857624055258373e-03 4.508280875210803063e-17 1.175849554052155795e-03 9.799288833139516751e-11 3.722812436240955074e-03 1.605691856091645822e-10
6.442363508721369713e-05 2.317380282351778418e-09 3.400192226180371105e-03 6.564607281718250219e-17 1.217382727739662078e-03 1.185475824963473811e-10 3.819761306825598859e-03 1.768628336737914944e-10
6.826071834272392776e-05 2.520900795482014041e-09 3.491937282647844445e-03 9.446396509511332828e-17 1.260382929679727511e-03 1.421198980945607822e-10 3.919234903989576510e-03 1.944195021126363012e-10
7.232633896483533814e-05 2.695338949074534611e-09 3.586157833095160972e-03 1.343753615269208924e-16 1.304901978014401690e-03 1.689006330888440348e-10 4.021298976248179058e-03 2.132601618063667883e-10
7.663410868007462242e-05 2.835521625779330537e-09 3.682920672079763053e-03 1.890175232114287496e-16 1.350993521198026563e-03 1.990524311788215733e-10 4.126020984328741120e-03 2.333877493154703690e-10
8.119844993184009404e-05 2.938021457192673951e-09 3.782294396430857172e-03 2.629922182653855435e-16 1.398713102647238578e-03 2.327044795424443814e-10 4.233470145759805729e-03 2.547908243512734307e-10
8.603464416684509228e-05 3.001223638635415637e-09 3.884349453878883311e-03 3.620497487041644520e-16 1.448118227674533064e-03 2.699479587854990393e-10 4.343717480621419810e-03 2.774425147464982598e-10
9.115888299750818402e-05 3.025249943418937042e-09 3.989158192997097063e-03 4.932884864429475393e-16 1.499268432786045498e-03 3.108324224046185147e-10 4.456835858486906700e-03 3.012997061561443066e-10
9.658832241158708354e-05 3.011767673662675923e-09 4.096794914490733096e-03 6.653662423878095713e-16 1.552225357427047987e-03 3.553632414455815210e-10 4.572900046587061000e-03 3.263025118351901077e-10
1.023411402105453783e-04 2.963718401583037251e-09 4.207335923870032107e-03 8.887184337713298710e-16 1.607052818261638441e-03 4.035002024911464014e-10 4.691986759228628304e-03 3.523740507923785835e-10
1.084365968689610923e-04 2.885002845354966385e-09 4.320859585544507657e-03 1.175776643324143656e-15 1.663816886076127438e-03 4.551572909875117717e-10 4.814174708499757184e-03 3.794205543530821640e-10
1.148951000187309720e-04 2.780155188976250999e-09 4.437446378376842283e-03 1.541179857086811377e-15 1.722585965398787389e-03 5.102036787873476495e-10 4.939544656295863714e-03 4.073318119964970610e-10
1.217382727739662078e-04 2.654034093354853906e-09 4.557178952735709172e-03 2.001969510743065318e-15 1.783430876931909378e-03 5.684657831474181170e-10 5.068179467700394819e-03 4.359819576216016623e-10
1.289890261253309376e-04 2.511550091956649277e-09 4.680142189088023000e-03 2.577758554850853782e-15 1.846424942895542615e-03 6.297303811065577553e-10 5.200164165755714885e-03 4.652305875231588717e-10
1.366716356462007343e-04 2.357441336090884893e-09 4.806423258172176118e-03 3.290864151453951542e-15 1.911644075385701691e-03 6.937485841878659184e-10 5.335585987660293288e-03 4.949241917078208068e-10
1.448118227674534582e-04 2.196102712257580796e-09 4.936111682794851879e-03 4.166393412974818554e-15 1.979166867853557332e-03 7.602405264472121574e-10 5.474534442429412201e-03 5.248978711196963274e-10
1.534368408930013208e-04 2.031467766486398570e-09 5.069299401295254172e-03 5.232271848278392112e-15 2.049074689815846059e-03 8.289005785669843457e-10 5.617101370057439765e-03 5.549773052105095763e-10
1.625755666443795110e-04 1.866938859813831893e-09 5.206080832721798717e-03 6.519204928896437836e-15 2.121451784910629874e-03 8.994028927340761156e-10 5.763381002220803115e-03 5.849809273703573539e-10
1.722585965398787497e-04 1.705358502151969228e-09 5.346552943767373355e-03 8.060564444282929540e-15 2.196385372416547171e-03 9.714070807024172487e-10 5.913470024561803644e-03 6.147222602603920725e-10
1.825183494319044218e-04 1.549013656829932850e-09 5.490815317510661445e-03 9.892193064801859990e-15 2.273965752357927448e-03 1.044563832375872265e-09 6.067467640594353603e-03 6.440123592206993928e-10
1.933891750455232165e-04 1.399664680311764028e-09 5.638970224012344358e-03 1.205212273270467686e-14 2.354286414322415491e-03 1.118520293494974604e-09 6.225475637273996873e-03 6.726623097560612151e-10
2.049074689815848173e-04 1.258591150264476161e-09 5.791122692816026880e-03 1.458020508503189169e-14 2.437444150122221927e-03 1.192925037584372841e-09 6.387598452275490904e-03 7.004857246476753527e-10
2.171117945694505205e-04 1.126647857602037952e-09 5.947380587405503086e-03 1.751765498407624947e-14 2.523539170434765683e-03 1.267432488319680983e-09 6.553943243022362225e-03 7.273011874501680830e-10
2.300430119772919131e-04 1.004325463388099762e-09 6.107854681671063581e-03 2.090651127667815993e-14 2.612675225563326330e-03 1.341706673163651685e-09 6.724619957514183649e-03 7.529345918973712548e-10
2.437444150122221819e-04 8.918115780302980367e-10 6.272658738438912848e-03 2.478902199508354459e-14 2.704959730463134260e-03 1.415424216934391556e-09 6.899741406998292741e-03 7.772213308901087502e-10
2.582618760682677613e-04 7.890491932146182375e-10 6.441909590119655402e-03 2.920696421411903882e-14 2.800503894183630979e-03 1.488276514465438705e-09 7.079423340534016403e-03 8.000082940644717196e-10
2.736439997074672083e-04 6.957904197136656849e-10 6.615727221532755747e-03 3.420091155697784423e-14 2.899422853882875021e-03 1.559971054299531242e-09 7.263784521498685073e-03 8.211556391977882492e-10
2.899422853882878274e-04 6.116443268392070400e-10 6.794234854965808777e-03 3.980946476759953072e-14 3.001835813575588850e-03 1.630231899944956559e-09 7.452946806086036685e-03 8.405383096408341391e-10
3.072112998861758928e-04 5.361183383700595803e-10 6.977559037528963809e-03 4.606846272859112308e-14 3.107866187782013824e-03 1.698799370927595843e-09 7.647035223848779734e-03 8.580472773011964145e-10
3.255088599835059718e-04 4.686531284557618621e-10 7.165829730866313946e-03 5.301019270754674154e-14 3.217641750250735486e-03 1.765429001694526494e-09 7.846178060338748414e-03 8.735904981811923053e-10
3.448962260405759859e-04 4.086513016582425954e-10 7.359180403287901226e-03 6.066261939440754943e-14 3.331294787934673506e-03 1.829889891000625810e-09 8.050506941899047281e-03 8.870935748464920147e-10
3.654383070957257953e-04 3.555003600477681953e-10 7.557748124387724496e-03 6.904865240949635443e-14 3.448962260405759751e-03 1.891962586019539382e-09 8.260156922664413023e-03 8.985001272446014186e-10
3.872038781812557140e-04 3.085905832515773137e-10 7.761673662214695589e-03 7.818547140736225002e-14 3.570785964900462846e-03 1.951436672081790974e-09 8.475266573827197961e-03 9.077718798119094259e-10
4.102658105827194793e-04 2.673284985099433492e-10 7.971101583065489521e-03 8.808392669669933508e-14 3.696912707195024444e-03 2.008108258571513790e-09 8.695978075228013096e-03 9.148884786458688202e-10
4.347013158125026251e-04 2.311466177406797541e-10 8.186180353970106197e-03 9.874803149046008409e-14 3.827494478516311072e-03 2.061777562140763459e-09 8.922437309331530952e-03 9.198470575547950864e-10
4.605922041145108403e-04 1.995100842448326282e-10 8.407062447942663733e-03 1.101745595668164068e-13 3.962688638701478659e-03 2.112246788418576243e-09 9.154793957649664041e-03 9.226615759502995006e-10
4.880251583654433758e-04 1.719208162673424397e-10 8.633904452072098043e-03 1.223527593552912064e-13 4.102658105827190239e-03 2.159318501789301144e-09 9.393201599675660152e-03 9.233619547731007669e-10
5.170920242896760938e-04 1.479196681503166378e-10 8.866867178529464280e-03 1.352641923728642564e-13 4.247571552536898512e-03 2.202794649369943800e-09 9.637817814394761609e-03 9.219930389339951134e-10
5.478901179593945181e-04 1.270870594945287265e-10 9.106115778570421371e-03 1.488827006414214251e-13 4.397603609302721053e-03 2.242476370717968841e-09 9.888804284438263911e-03 9.186134161320039143e-10
5.805225516094901636e-04 1.090424535252967762e-10 9.351819859613733424e-03 1.631745043435294083e-13 4.552935074866947852e-03 2.278164680671657921e-09 1.014632690295002443e-02 9.132941224325467999e-10
6.150985788580504805e-04 9.344300092029457875e-11 9.604153605478964531e-03 1.780984276391192829e-13 4.713753134116724017e-03 2.309662061543263155e-09 1.041055588323592379e-02 9.061172647234545856e-10
6.517339604882426947e-04 7.998160654253167357e-11 9.863295899868238306e-03 1.936062473848706150e-13 4.880251583654433324e-03 2.336774945809586472e-09 1.068166587126884171e-02 8.971745892062433673e-10
6.905513520162330802e-04 6.838462470564020670e-11 1.012943045318005428e-02 2.096431565728934234e-13 5.052631065335679711e-03 2.359317015060676713e-09 1.095983606112340206e-02 8.865660235263438704e-10
7.316807143427199196e-04 5.840934397982760242e-11 1.040274593274466940e-02 2.261482753665136769e-13 5.231099308056257925e-03 2.377113188983797262e-09 1.124525031341694348e-02 8.743174536265151601e-10
7.752597488629464108e-04 4.984138487889080376e-11 1.068343609657360430e-02 2.430555401438247129e-13 5.415871378079470562e-03 2.390004133089538004e-09 1.153809727683480224e-02 8.607072167528486781e-10
8.214343584919430634e-04 4.249210253222339156e-11 1.097169993071802491e-02 2.602940847903511747e-13 5.607169938205458157e-03 2.397851078748461464e-09 1.183857051282045068e-02 8.457653026544234308e-10
8.703591361485165257e-04 3.619606097442635682e-11 1.126774179033331567e-02 2.777892760232305525e-13 5.805225516094895781e-03 2.400540726174457388e-09 1.214686862351268236e-02 8.296100966769322973e-10
9.221978823334331301e-04 3.080862525402566291e-11 1.157177154454998823e-02 2.954634917180570609e-13 6.010276782070381706e-03 2.397989991622750172e-09 1.246319538301463026e-02 8.123612886799430260e-10
9.771241535346502759e-04 2.620370144778507522e-11 1.188400472525344247e-02 3.132369870212816039e-13 6.222570836730231293e-03 2.390150364621865069e-09 1.278775987208115132e-02 7.941387018218282921e-10
1.035321843295662538e-03 2.227164218253307875e-11 1.220466267987822817e-02 3.310287708376345830e-13 6.442363508721370147e-03 2.377011658891096349e-09 1.312077661631384611e-02 7.750612173394953265e-10
1.096985797892384082e-03 1.891732578687970231e-11 1.253397272832503483e-02 3.487574766919188567e-13 6.669919663030121973e-03 2.358604970169532440e-09 1.346246572795479698e-02 7.552458016417203107e-10
1.162322468679853095e-03 1.605841016599991762e-11 1.287216832411160888e-02 3.663422129687031805e-13 6.905513520162331019e-03 2.335004693226113481e-09 1.381305305137300703e-02 7.348066395505083936e-10
1.231550603292826162e-03 1.362375743275477041e-11 1.321948921987199307e-02 3.837033788466914586e-13 7.149428986597577279e-03 2.306329496041325845e-09 1.417277031233945064e-02 7.138543752662602572e-10
1.304901978014402992e-03 1.155202182830335196e-11 1.357618163732121630e-02 4.007634338026081961e-13 7.401959996915637337e-03 2.272742198483036814e-09 1.454185527118963088e-02 6.924954606230453389e-10
1.382622173764656327e-03 9.790391182001388900e-12 1.394249844180609280e-02 4.174476102962340236e-13 7.663410868007454815e-03 2.234448552645883420e-09 1.492055187997466843e-02 6.708316084533522541e-10
1.464971398307286267e-03 8.293470810571760673e-12 1.431869932156580247e-02 4.336845610981561892e-13 7.934096665797491649e-03 2.191694969486414228e-09 1.530911044370499539e-02 6.489593474014432286e-10
1.552225357427047987e-03 7.022298109552244343e-12 1.470505097182927580e-02 4.494069346225553542e-13 8.214343584919422611e-03 2.144765278951977769e-09 1.570778778579302523e-02 6.269696733073818338e-10
1.644676177994664444e-03 5.943475960336556492e-12 1.510182728388005484e-02 4.645518735214765993e-13 8.504489341802676933e-03 2.093976646484182552e-09 1.611684741780436067e-02 6.049477913200177614e-10
1.742633386009650835e-03 5.028413316416016677e-12 1.550930953922244164e-02 4.790614336335955536e-13 8.804883581643463755e-03 2.039674796201884959e-09 1.653655971362954363e-02 5.829729421717798317e-10
1.846424942895544350e-03 4.252661827278197598e-12 1.592778660898679088e-02 4.928829221160658826e-13 9.115888299750818727e-03 1.982228709497931903e-09 1.696720208819159359e-02 5.611183055423335441e-10
1.956398343517064872e-03 3.595338018657582936e-12 1.635755515871521043e-02 5.059691551872657044e-13 9.437878277775381061e-03 1.922024977098744861e-09 1.740905918080746725e-02 5.394509731307338747e-10
2.072921779595371904e-03 3.038621305648497501e-12 1.679891985867277421e-02 5.182786373441445212e-13 9.771241535346501458e-03 1.859461983266756515e-09 1.786242304332447475e-02 5.180319839238628084e-10
2.196385372416547171e-03 2.567318919943042024e-12 1.725219359983353601e-02 5.297756651715125801e-13 1.011637979766207007e-02 1.794944093657249654e-09 1.832759333315623490e-02 4.969164141691534586e-10
2.327202478960409531e-03 2.168489647158774730e-12 1.771769771569424098e-02 5.404303599207747737e-13 1.047370897959449751e-02 1.728876004594415787e-09 1.880487751134553992e-02 4.761535147086693648e-10
2.465811075822603882e-03 1.831119068613401749e-12 1.819576221007314365e-02 5.502186338982321300e-13 1.084365968689609758e-02 1.661657392640786290e-09 1.929459104578522960e-02 4.557868885868157274e-10
2.612675225563328932e-03 1.545839766055469123e-12 1.868672599105537444e-02 5.591220963700148626e-13 1.122667773510813496e-02 1.593677980826785343e-09 1.979705761973121064e-02 4.358547021840714026e-10
2.768286630392066683e-03 1.304690666216960464e-12 1.919093711125062149e-02 5.671279051694114464e-13 1.162322468679851881e-02 1.525313113295609546e-09 2.031260934574567745e-02 4.163899235342639476e-10
2.933166278390045463e-03 1.100910367874283931e-12 1.970875301453362677e-02 5.742285704941400580e-13 1.203377840777589310e-02 1.456919904810297977e-09 2.084158698521160896e-02 3.974205819351830538e-10
3.107866187782013824e-03 9.287599042101337537e-13 2.024054078944220736e-02 5.804217175208836716e-13 1.245883364295008108e-02 1.388834006801029452e-09 2.138434017356406758e-02 3.789700434456242099e-10
3.292971255097151308e-03 7.833709470665566976e-13 2.078667742941258875e-02 5.857098144591398478e-13 1.289890261253308010e-02 1.321367008419993085e-09 2.194122765138668482e-02 3.610572973623769456e-10
3.489101213406773684e-03 6.606159583935322866e-13 2.134755010003655876e-02 5.900998725346467578e-13 1.335451562929898701e-02 1.254804470199279294e-09 2.251261750152655852e-02 3.436972492760810110e-10
3.696912707195028347e-03 5.569972402829714917e-13 2.192355641352966220e-02 5.936031241534939377e-13 1.382622173764654940e-02 1.189404569912029276e-09 2.309888739238384614e-02 3.269010168053137782e-10
3.917101490809260511e-03 4.695522316735373037e-13 2.251510471060539850e-02 5.962346851705381804e-13 1.431458937523478504e-02 1.125397325427745266e-09 2.370042482753724825e-02 3.106762245953633992e-10
