#1:r  2:H   3:Rho0    4:RhoMean 5:S   6:Tc  7:Te  8:Vr  9:Vphi   10:tauR	11:x	12:s_e	13:B_r	14:B_phi	15:B_z
0.052	0.0018	1.82e-06	1.55e-06	83178.96	5623.56	790.19	-1.6	13076793	0.00e+00	5.62e-05	3.34e+11 1.06e+04	1.26e+04	2.01e+02
0.053	0.0018	1.69e-06	1.45e-06	80358.70	5623.56	776.76	-1.6	12927297	0.00e+00	5.80e-05	3.45e+11 1.04e+04	1.23e+04	1.94e+02
0.054	0.0019	1.58e-06	1.35e-06	77634.07	5623.56	763.57	-1.6	12779510	0.00e+00	6.00e-05	3.56e+11 1.03e+04	1.20e+04	1.88e+02
0.055	0.0020	1.48e-06	1.26e-06	75001.83	5623.56	750.61	-1.6	12633413	0.00e+00	6.20e-05	3.68e+11 1.01e+04	1.17e+04	1.82e+02
0.057	0.0020	1.38e-06	1.18e-06	72458.83	5623.56	737.88	-1.6	12488986	0.00e+00	6.41e-05	3.81e+11 9.87e+03	1.14e+04	1.75e+02
0.058	0.0021	1.29e-06	1.10e-06	70002.05	5623.56	725.37	-1.6	12346210	0.00e+00	6.62e-05	3.94e+11 9.67e+03	1.10e+04	1.69e+02
0.059	0.0022	1.20e-06	1.03e-06	67628.57	5623.56	713.08	-1.7	12205067	0.00e+00	6.84e-05	4.07e+11 9.47e+03	1.07e+04	1.64e+02
0.061	0.0023	1.12e-06	9.58e-07	65335.57	5623.56	701.00	-1.7	12065537	0.00e+00	7.07e-05	4.20e+11 9.26e+03	1.04e+04	1.58e+02
0.062	0.0024	1.05e-06	8.94e-07	63120.31	5623.56	689.14	-1.7	11927602	0.00e+00	7.31e-05	4.35e+11 9.05e+03	1.01e+04	1.53e+02
0.064	0.0024	9.76e-07	8.35e-07	60980.16	5623.56	677.49	-1.7	11791244	0.00e+00	7.56e-05	4.49e+11 8.85e+03	9.86e+03	1.48e+02
0.065	0.0025	9.11e-07	7.79e-07	58912.58	5623.56	666.03	-1.7	11656444	0.00e+00	7.81e-05	4.64e+11 8.64e+03	9.58e+03	1.43e+02
0.067	0.0026	8.50e-07	7.27e-07	56915.10	5623.56	654.79	-1.8	11523186	0.00e+00	8.08e-05	4.80e+11 8.43e+03	9.30e+03	1.38e+02
0.068	0.0027	7.93e-07	6.79e-07	54985.34	5623.56	643.73	-1.8	11391452	0.00e+00	8.35e-05	4.96e+11 8.23e+03	9.03e+03	1.33e+02
0.070	0.0028	7.40e-07	6.33e-07	53121.02	5623.56	632.88	-1.8	11261223	0.00e+00	8.64e-05	5.13e+11 8.03e+03	8.77e+03	1.29e+02
0.071	0.0029	6.91e-07	5.91e-07	51319.91	5623.56	622.21	-1.8	11132483	0.00e+00	8.93e-05	5.31e+11 7.83e+03	8.51e+03	1.24e+02
0.073	0.0030	6.55e-07	5.61e-07	50113.56	5563.29	611.82	-1.8	11005215	0.00e+00	7.85e-05	4.70e+11 7.16e+03	8.01e+03	1.21e+02
0.075	0.0030	6.41e-07	5.48e-07	49927.46	5395.45	601.80	-1.8	10879402	0.00e+00	5.10e-05	3.11e+11 5.80e+03	7.12e+03	1.21e+02
0.077	0.0031	6.21e-07	5.32e-07	49487.28	5258.50	591.93	-1.8	10755027	0.00e+00	3.56e-05	2.21e+11 4.81e+03	6.39e+03	1.20e+02
0.078	0.0032	6.02e-07	5.15e-07	49018.38	5129.19	582.25	-1.7	10632074	0.00e+00	2.53e-05	1.60e+11 3.99e+03	5.74e+03	1.19e+02
0.080	0.0032	5.85e-07	5.00e-07	48622.09	4996.06	572.77	-1.7	10510526	0.00e+00	1.77e-05	1.14e+11 3.27e+03	5.12e+03	1.18e+02
0.082	0.0036	7.46e-07	6.38e-07	68162.52	5623.56	564.94	-1.2	10390369	0.00e+00	8.60e-05	5.11e+11 1.05e+04	1.01e+04	1.65e+02
0.084	0.0036	7.13e-07	6.10e-07	66600.49	5481.66	555.75	-1.2	10271584	0.00e+00	6.09e-05	3.68e+11 8.96e+03	9.12e+03	1.61e+02
0.086	0.0037	6.84e-07	5.85e-07	64964.84	5293.21	546.76	-1.2	10154158	0.00e+00	3.75e-05	2.32e+11 7.13e+03	7.98e+03	1.57e+02
0.088	0.0038	6.55e-07	5.61e-07	63436.91	5137.58	537.93	-1.2	10038074	0.00e+00	2.49e-05	1.57e+11 5.78e+03	7.06e+03	1.54e+02
0.090	0.0038	6.30e-07	5.39e-07	61923.44	4944.94	529.33	-1.2	9923318	0.00e+00	1.50e-05	9.74e+10 4.36e+03	6.02e+03	1.50e+02
0.092	0.0033	6.66e-07	5.70e-07	56807.36	3476.22	521.72	-1.3	9809873	0.00e+00	5.40e-06	4.45e+10 1.65e+03	3.44e+03	1.37e+02
0.094	0.0034	6.34e-07	5.42e-07	55604.32	3431.01	513.27	-1.3	9697725	0.00e+00	5.40e-06	4.49e+10 1.62e+03	3.36e+03	1.35e+02
0.096	0.0035	6.03e-07	5.16e-07	54436.20	3385.81	504.98	-1.3	9586859	0.00e+00	5.40e-06	4.53e+10 1.59e+03	3.28e+03	1.32e+02
0.099	0.0036	5.74e-07	4.92e-07	53302.12	3340.61	496.85	-1.3	9477261	0.00e+00	5.40e-06	4.57e+10 1.56e+03	3.20e+03	1.29e+02
0.101	0.0037	5.49e-07	4.70e-07	52337.54	3286.82	488.90	-1.3	9368916	0.00e+00	5.40e-06	4.62e+10 1.53e+03	3.12e+03	1.27e+02
0.103	0.0038	5.29e-07	4.53e-07	51623.45	3219.11	481.17	-1.3	9261809	0.00e+00	5.40e-06	4.69e+10 1.51e+03	3.06e+03	1.25e+02
0.106	0.0039	5.09e-07	4.35e-07	50892.24	3154.83	473.59	-1.2	9155926	0.00e+00	5.40e-06	4.75e+10 1.49e+03	2.99e+03	1.23e+02
0.108	0.0054	7.31e-07	6.26e-07	101050.50	5623.56	574.14	-0.6	9051255	0.00e+00	8.69e-05	5.16e+11 1.11e+04	1.03e+04	2.45e+02
0.111	0.0056	6.83e-07	5.85e-07	97739.67	5623.56	563.69	-0.6	8947779	0.00e+00	8.98e-05	5.34e+11 1.08e+04	9.97e+03	2.37e+02
