#1:r 2:H 3:Rho0 4:RhoMean 5:S 6:Tc 7:Te 8:Vr 9:Vphi 10:tauR 11:x 12:s_e 13:B_r 14:B_phi 15:B_z
0.133 0.0038 7.46e-07 6.39e-07 73698.21 1543.00 415.20 -0.7 8161447 0.00e+00 7.43e-11 1.06e+06 8.00e-02 -3.93e+02 1.78e+02
0.136 0.0040 6.98e-07 5.97e-07 71269.89 1541.47 409.02 -0.7 8068144 0.00e+00 7.52e-11 1.08e+06 8.18e-02 -3.85e+02 1.72e+02
0.139 0.0041 6.52e-07 5.58e-07 68925.92 1539.85 402.96 -0.7 7975908 0.00e+00 7.60e-11 1.09e+06 8.35e-02 -3.77e+02 1.67e+02
0.142 0.0043 6.10e-07 5.22e-07 66659.11 1538.23 397.02 -0.7 7884726 0.00e+00 7.68e-11 1.10e+06 8.53e-02 -3.69e+02 1.61e+02
0.146 0.0044 5.70e-07 4.88e-07 64466.92 1536.61 391.18 -0.7 7794587 0.00e+00 7.77e-11 1.12e+06 8.70e-02 -3.61e+02 1.56e+02
0.149 0.0046 5.33e-07 4.56e-07 62346.90 1534.99 385.46 -0.7 7705478 0.00e+00 7.85e-11 1.13e+06 8.88e-02 -3.53e+02 1.51e+02
0.153 0.0047 4.98e-07 4.26e-07 60296.66 1533.37 379.85 -0.7 7617388 0.00e+00 7.93e-11 1.14e+06 9.06e-02 -3.45e+02 1.46e+02
0.156 0.0049 4.66e-07 3.98e-07 58313.91 1531.75 374.34 -0.7 7530305 0.00e+00 8.02e-11 1.15e+06 9.24e-02 -3.37e+02 1.41e+02
0.160 0.0050 4.35e-07 3.72e-07 56396.42 1530.12 368.93 -0.7 7444217 0.00e+00 8.10e-11 1.17e+06 9.42e-02 -3.30e+02 1.36e+02
0.163 0.0052 4.07e-07 3.48e-07 54545.44 1528.41 363.63 -0.8 7359114 0.00e+00 8.18e-11 1.18e+06 9.59e-02 -3.22e+02 1.32e+02
0.167 0.0054 3.80e-07 3.26e-07 52755.28 1526.69 358.44 -0.8 7274983 0.00e+00 8.25e-11 1.19e+06 9.75e-02 -3.14e+02 1.28e+02
0.171 0.0056 3.56e-07 3.04e-07 51020.75 1525.07 353.33 -0.8 7191815 0.00e+00 8.34e-11 1.20e+06 9.94e-02 -3.07e+02 1.23e+02
0.175 0.0058 3.32e-07 2.84e-07 49346.40 1523.35 348.33 -0.8 7109597 0.00e+00 8.42e-11 1.22e+06 1.01e-01 -2.99e+02 1.19e+02
0.179 0.0060 3.11e-07 2.66e-07 47727.05 1521.64 343.42 -0.8 7028319 0.00e+00 8.49e-11 1.23e+06 1.03e-01 -2.92e+02 1.16e+02
0.183 0.0062 2.91e-07 2.49e-07 46160.90 1519.92 338.61 -0.8 6947970 0.00e+00 8.57e-11 1.24e+06 1.04e-01 -2.85e+02 1.12e+02
0.188 0.0064 2.72e-07 2.33e-07 44649.00 1518.11 333.89 -0.8 6868540 0.00e+00 8.63e-11 1.25e+06 1.06e-01 -2.78e+02 1.08e+02
0.192 0.0066 2.54e-07 2.17e-07 43183.97 1516.39 329.26 -0.8 6790018 0.00e+00 8.70e-11 1.26e+06 1.07e-01 -2.71e+02 1.05e+02
0.197 0.0069 2.38e-07 2.03e-07 41769.69 1514.58 324.72 -0.8 6712393 0.00e+00 8.77e-11 1.27e+06 1.09e-01 -2.64e+02 1.01e+02
0.201 0.0071 2.22e-07 1.90e-07 40399.24 1512.86 320.26 -0.8 6635656 0.00e+00 8.84e-11 1.28e+06 1.11e-01 -2.57e+02 9.78e+01
0.206 0.0073 2.08e-07 1.78e-07 39076.28 1511.05 315.89 -0.8 6559797 0.00e+00 8.91e-11 1.29e+06 1.12e-01 -2.50e+02 9.46e+01
0.211 0.0076 1.94e-07 1.66e-07 37796.69 1509.24 311.60 -0.8 6484804 0.00e+00 8.97e-11 1.30e+06 1.13e-01 -2.44e+02 9.15e+01
0.215 0.0078 1.82e-07 1.55e-07 36559.05 1507.43 307.40 -0.9 6410669 0.00e+00 9.03e-11 1.31e+06 1.14e-01 -2.38e+02 8.85e+01
0.220 0.0081 1.70e-07 1.45e-07 35361.99 1505.61 303.27 -0.9 6337381 0.00e+00 9.10e-11 1.32e+06 1.16e-01 -2.31e+02 8.56e+01
0.226 0.0084 1.59e-07 1.36e-07 34206.35 1503.71 299.23 -0.9 6264931 0.00e+00 9.14e-11 1.33e+06 1.17e-01 -2.25e+02 8.28e+01
0.231 0.0087 1.48e-07 1.27e-07 33086.42 1501.90 295.26 -0.9 6193310 0.00e+00 9.21e-11 1.34e+06 1.18e-01 -2.19e+02 8.01e+01
0.236 0.0090 1.39e-07 1.19e-07 32005.24 1499.99 291.37 -0.9 6122507 0.00e+00 9.26e-11 1.35e+06 1.19e-01 -2.14e+02 7.75e+01
0.242 0.0093 1.30e-07 1.11e-07 30959.45 1498.08 287.55 -0.9 6052514 0.00e+00 9.30e-11 1.36e+06 1.19e-01 -2.08e+02 7.49e+01
0.247 0.0096 1.21e-07 1.04e-07 29947.87 1496.17 283.81 -0.9 5983320 0.00e+00 9.35e-11 1.37e+06 1.20e-01 -2.02e+02 7.25e+01
0.253 0.0099 1.13e-07 9.71e-08 28969.39 1494.27 280.13 -0.9 5914918 0.00e+00 9.40e-11 1.38e+06 1.21e-01 -1.97e+02 7.01e+01
0.259 0.0103 1.06e-07 9.08e-08 28022.93 1492.36 276.53 -0.9 5847298 0.00e+00 9.45e-11 1.38e+06 1.21e-01 -1.92e+02 6.78e+01
0.265 0.0106 9.92e-08 8.49e-08 27107.43 1490.45 273.00 -0.9 5780451 0.00e+00 9.49e-11 1.39e+06 1.22e-01 -1.86e+02 6.56e+01
0.271 0.0110 9.28e-08 7.94e-08 26223.57 1488.45 269.53 -0.9 5714368 0.00e+00 9.52e-11 1.40e+06 1.22e-01 -1.81e+02 6.35e+01
0.277 0.0114 8.68e-08 7.43e-08 25368.57 1486.45 266.13 -1.0 5649041 0.00e+00 9.56e-11 1.40e+06 1.22e-01 -1.76e+02 6.14e+01
0.284 0.0118 8.12e-08 6.95e-08 24539.92 1484.54 262.79 -1.0 5584460 0.00e+00 9.60e-11 1.41e+06 1.22e-01 -1.72e+02 5.94e+01
0.291 0.0122 7.59e-08 6.49e-08 23738.37 1482.63 259.51 -1.0 5520618 0.00e+00 9.64e-11 1.42e+06 1.21e-01 -1.67e+02 5.75e+01
0.297 0.0126 7.10e-08 6.07e-08 22963.04 1480.72 256.30 -1.0 5457505 0.00e+00 9.69e-11 1.43e+06 1.21e-01 -1.62e+02 5.56e+01
0.304 0.0130 6.64e-08 5.68e-08 22214.51 1478.72 253.14 -1.0 5395114 0.00e+00 9.72e-11 1.43e+06 1.21e-01 -1.58e+02 5.38e+01
0.311 0.0135 6.21e-08 5.31e-08 21489.02 1476.81 250.05 -1.0 5333436 0.00e+00 9.76e-11 1.44e+06 1.20e-01 -1.53e+02 5.20e+01
0.319 0.0139 5.81e-08 4.97e-08 20785.92 1475.00 247.01 -1.0 5272464 0.00e+00 9.82e-11 1.45e+06 1.19e-01 -1.49e+02 5.03e+01
0.326 0.0144 5.43e-08 4.64e-08 20107.16 1473.09 244.02 -1.0 5212188 0.00e+00 9.86e-11 1.46e+06 1.19e-01 -1.45e+02 4.87e+01
0.333 0.0149 5.08e-08 4.34e-08 19451.85 1471.09 241.10 -1.0 5152602 0.00e+00 9.88e-11 1.46e+06 1.17e-01 -1.41e+02 4.71e+01
0.341 0.0154 4.75e-08 4.06e-08 18815.50 1469.28 238.22 -1.0 5093696 0.00e+00 9.94e-11 1.47e+06 1.17e-01 -1.37e+02 4.55e+01
0.349 0.0160 4.44e-08 3.80e-08 18199.99 1467.47 235.40 -1.1 5035465 0.00e+00 9.99e-11 1.48e+06 1.15e-01 -1.33e+02 4.40e+01
0.357 0.0165 4.15e-08 3.55e-08 17605.79 1465.56 232.63 -1.1 4977898 0.00e+00 1.00e-10 1.49e+06 1.14e-01 -1.29e+02 4.26e+01
0.366 0.0171 3.88e-08 3.32e-08 17031.01 1463.65 229.91 -1.1 4920990 0.00e+00 1.01e-10 1.49e+06 1.12e-01 -1.26e+02 4.12e+01
0.374 0.0177 3.63e-08 3.11e-08 16473.96 1461.84 227.24 -1.1 4864733 0.00e+00 1.01e-10 1.50e+06 1.11e-01 -1.22e+02 3.99e+01
0.383 0.0183 3.39e-08 2.90e-08 15935.14 1460.03 224.61 -1.1 4809119 0.00e+00 1.02e-10 1.51e+06 1.09e-01 -1.19e+02 3.86e+01
0.392 0.0189 3.17e-08 2.72e-08 15413.98 1458.22 222.03 -1.1 4754140 0.00e+00 1.02e-10 1.52e+06 1.07e-01 -1.15e+02 3.73e+01
0.401 0.0196 2.97e-08 2.54e-08 14909.88 1456.41 219.50 -1.1 4699790 0.00e+00 1.03e-10 1.53e+06 1.05e-01 -1.12e+02 3.61e+01
0.410 0.0202 2.78e-08 2.37e-08 14421.35 1454.69 217.01 -1.1 4646061 0.00e+00 1.04e-10 1.54e+06 1.03e-01 -1.09e+02 3.49e+01
0.420 0.0209 2.59e-08 2.22e-08 13949.76 1452.88 214.56 -1.1 4592947 0.00e+00 1.04e-10 1.55e+06 1.01e-01 -1.06e+02 3.38e+01
0.429 0.0217 2.43e-08 2.08e-08 13492.72 1451.16 212.16 -1.2 4540440 0.00e+00 1.05e-10 1.56e+06 9.91e-02 -1.03e+02 3.27e+01
0.439 0.0224 2.27e-08 1.94e-08 13050.68 1449.44 209.80 -1.2 4488533 0.00e+00 1.05e-10 1.57e+06 9.69e-02 -1.00e+02 3.16e+01
0.450 0.0232 2.12e-08 1.82e-08 12623.96 1447.63 207.48 -1.2 4437219 0.00e+00 1.06e-10 1.58e+06 9.44e-02 -9.71e+01 3.06e+01
0.460 0.0240 1.98e-08 1.70e-08 12209.61 1446.01 205.19 -1.2 4386492 0.00e+00 1.07e-10 1.60e+06 9.22e-02 -9.43e+01 2.96e+01
0.471 0.0248 1.86e-08 1.59e-08 11822.92 1442.67 202.99 -1.2 4336345 0.00e+00 1.05e-10 1.57e+06 8.75e-02 -9.16e+01 2.86e+01
0.482 0.0256 1.74e-08 1.49e-08 11454.62 1438.57 200.84 -1.2 4286772 0.00e+00 1.01e-10 1.52e+06 8.21e-02 -8.88e+01 2.77e+01
0.493 0.0265 1.63e-08 1.40e-08 11097.88 1434.47 198.74 -1.2 4237765 0.00e+00 9.77e-11 1.47e+06 7.68e-02 -8.62e+01 2.69e+01
0.505 0.0274 1.53e-08 1.31e-08 10750.90 1430.56 196.66 -1.2 4189318 0.00e+00 9.47e-11 1.43e+06 7.20e-02 -8.37e+01 2.60e+01
0.516 0.0283 1.43e-08 1.23e-08 10415.54 1426.56 194.62 -1.2 4141425 0.00e+00 9.16e-11 1.38e+06 6.73e-02 -8.12e+01 2.52e+01
0.528 0.0293 1.34e-08 1.15e-08 10089.37 1422.74 192.61 -1.3 4094080 0.00e+00 8.89e-11 1.35e+06 6.30e-02 -7.87e+01 2.44e+01
0.541 0.0302 1.26e-08 1.08e-08 9793.90 1415.97 190.71 -1.3 4047276 0.00e+00 8.20e-11 1.24e+06 5.63e-02 -7.63e+01 2.37e+01
0.553 0.0311 1.19e-08 1.02e-08 9548.00 1403.19 188.99 -1.3 4001007 0.00e+00 6.80e-11 1.04e+06 4.58e-02 -7.36e+01 2.31e+01
0.566 0.0321 1.13e-08 9.65e-09 9293.11 1392.80 187.25 -1.3 3955266 0.00e+00 5.86e-11 9.00e+05 3.84e-02 -7.08e+01 2.23e+01
0.579 0.0331 1.06e-08 9.09e-09 9034.31 1384.12 185.49 -1.3 3910049 0.00e+00 5.20e-11 8.02e+05 3.23e-02 -6.62e+01 2.01e+01
0.593 0.0342 9.99e-09 8.55e-09 8773.33 1376.96 183.73 -1.3 3865349 0.00e+00 4.73e-11 7.32e+05 2.80e-02 -6.22e+01 1.83e+01
0.606 0.0353 9.41e-09 8.05e-09 8524.28 1369.14 182.02 -1.3 3821160 0.00e+00 4.25e-11 6.60e+05 2.39e-02 -5.83e+01 1.65e+01
0.621 0.0364 8.85e-09 7.57e-09 8278.50 1361.99 180.31 -1.3 3777476 0.00e+00 3.85e-11 6.01e+05 2.06e-02 -5.47e+01 1.50e+01
0.635 0.0377 8.31e-09 7.11e-09 8029.86 1356.56 178.59 -1.3 3734291 0.00e+00 3.61e-11 5.64e+05 1.84e-02 -5.18e+01 1.39e+01
0.650 0.0389 7.79e-09 6.67e-09 7781.12 1352.46 176.86 -1.3 3691600 0.00e+00 3.46e-11 5.42e+05 1.68e-02 -4.93e+01 1.29e+01
0.665 0.0402 7.30e-09 6.24e-09 7536.43 1349.02 175.15 -1.3 3649397 0.00e+00 3.36e-11 5.26e+05 1.56e-02 -4.71e+01 1.21e+01
0.680 0.0414 6.91e-09 5.91e-09 7349.48 1336.43 173.70 -1.3 3607677 0.00e+00 2.73e-11 4.32e+05 1.21e-02 -4.27e+01 1.05e+01
0.696 0.0427 6.53e-09 5.59e-09 7162.13 1324.89 172.24 -1.3 3566433 0.00e+00 2.26e-11 3.59e+05 9.56e-03 -3.89e+01 9.14e+00
0.712 0.0440 6.17e-09 5.28e-09 6972.49 1314.79 170.78 -1.3 3525661 0.00e+00 1.92e-11 3.07e+05 7.77e-03 -3.55e+01 8.05e+00
0.729 0.0454 5.82e-09 4.98e-09 6782.33 1305.82 169.31 -1.4 3485356 0.00e+00 1.66e-11 2.67e+05 6.45e-03 -3.26e+01 7.16e+00
0.746 0.0469 5.48e-09 4.69e-09 6593.30 1297.71 167.84 -1.4 3445510 0.00e+00 1.46e-11 2.35e+05 5.43e-03 -3.00e+01 6.42e+00
0.763 0.0484 5.16e-09 4.41e-09 6406.47 1290.28 166.38 -1.4 3406121 0.00e+00 1.30e-11 2.10e+05 4.66e-03 -2.77e+01 5.78e+00
0.781 0.0500 4.85e-09 4.15e-09 6221.44 1283.60 164.92 -1.4 3367182 0.00e+00 1.17e-11 1.90e+05 4.04e-03 -2.57e+01 5.24e+00
0.799 0.0516 4.56e-09 3.90e-09 6037.86 1277.78 163.45 -1.4 3328688 0.00e+00 1.07e-11 1.75e+05 3.57e-03 -2.39e+01 4.79e+00
0.818 0.0533 4.28e-09 3.66e-09 5857.19 1272.54 162.00 -1.4 3290634 0.00e+00 9.96e-12 1.63e+05 3.20e-03 -2.23e+01 4.39e+00
0.837 0.0551 4.02e-09 3.44e-09 5679.45 1267.86 160.54 -1.4 3253015 0.00e+00 9.34e-12 1.53e+05 2.61e-03 -2.09e+01 4.05e+00
0.856 0.0569 3.77e-09 3.22e-09 5505.10 1263.67 159.10 -1.4 3215826 0.00e+00 8.84e-12 1.45e+05 2.50e-03 -1.97e+01 3.76e+00
0.876 0.0588 3.53e-09 3.02e-09 5334.15 1259.95 157.66 -1.4 3179062 0.00e+00 8.44e-12 1.39e+05 2.31e-03 -1.86e+01 3.50e+00
0.896 0.0607 3.33e-09 2.85e-09 5188.24 1251.46 156.37 -1.4 3142718 0.00e+00 7.27e-12 1.20e+05 1.39e-03 -1.68e+01 3.10e+00
0.917 0.0626 3.15e-09 2.69e-09 5052.76 1241.45 155.14 -1.4 3106790 0.00e+00 6.04e-12 1.00e+05 1.01e-03 -1.49e+01 2.71e+00
0.939 0.0645 2.97e-09 2.54e-09 4918.47 1232.10 153.92 -1.5 3071273 0.00e+00 5.08e-12 8.47e+04 6.80e-04 -1.31e+01 2.37e+00
0.961 0.0665 2.80e-09 2.40e-09 4785.04 1223.52 152.69 -1.5 3036162 0.00e+00 4.33e-12 7.25e+04 3.03e-04 -1.17e+01 2.10e+00
0.983 0.0686 2.64e-09 2.26e-09 4653.63 1215.41 151.46 -1.5 3001452 0.00e+00 3.72e-12 6.26e+04 2.61e-04 -1.05e+01 1.86e+00
1.006 0.0708 2.49e-09 2.13e-09 4523.89 1207.88 150.24 -1.5 2967139 0.00e+00 3.23e-12 5.47e+04 2.55e-04 -9.72e+00 1.65e+00
1.029 0.0731 2.34e-09 2.00e-09 4396.18 1200.82 149.02 -1.5 2933218 0.00e+00 2.83e-12 4.81e+04 2.50e-04 -8.28e+00 1.48e+00
1.053 0.0755 2.21e-09 1.89e-09 4270.87 1194.15 147.80 -1.5 2899685 0.00e+00 2.50e-12 4.27e+04 2.55e-04 -7.51e+00 1.33e+00
1.078 0.0779 2.07e-09 1.78e-09 4147.93 1187.85 146.59 -1.5 2866536 0.00e+00 2.23e-12 3.81e+04 2.64e-04 -6.78e+00 1.20e+00
1.103 0.0804 1.95e-09 1.67e-09 4027.33 1181.94 145.39 -1.5 2833765 0.00e+00 2.00e-12 3.43e+04 2.73e-04 -5.93e+00 1.08e+00
1.128 0.0830 1.83e-09 1.57e-09 3909.71 1176.22 144.19 -1.5 2801369 0.00e+00 1.80e-12 3.10e+04 2.79e-04 -5.74e+00 9.79e-01
1.155 0.0855 1.74e-09 1.49e-09 3820.52 1162.87 143.23 -1.5 2769343 0.00e+00 1.33e-12 2.32e+04 2.93e-04 -4.01e+00 8.10e-01
1.181 0.0879 1.66e-09 1.42e-09 3741.30 1147.22 142.34 -1.5 2737684 0.00e+00 9.28e-13 1.62e+04 1.93e-04 -2.76e+00 6.50e-01
1.209 0.0904 1.58e-09 1.35e-09 3662.86 1132.06 141.46 -1.5 2706386 0.00e+00 6.46e-13 1.14e+04 1.22e-04 -1.79e+00 5.22e-01
1.237 0.0929 1.50e-09 1.29e-09 3584.57 1117.57 140.58 -1.5 2675446 0.00e+00 4.53e-13 8.08e+03 7.54e-05 -1.12e+00 4.20e-01
1.266 0.0956 1.43e-09 1.22e-09 3507.02 1103.55 139.70 -1.5 2644860 0.00e+00 3.19e-13 5.74e+03 4.56e-05 -6.82e-01 3.39e-01
1.295 0.0983 1.36e-09 1.16e-09 3434.11 1088.76 138.86 -1.5 2614624 0.00e+00 2.18e-13 3.95e+03 2.62e-05 -3.93e-01 2.70e-01
1.325 0.1010 1.30e-09 1.11e-09 3367.23 1072.74 138.07 -1.5 2584733 0.00e+00 1.42e-13 2.60e+03 1.41e-05 -2.11e-01 2.10e-01
1.356 0.1037 1.24e-09 1.06e-09 3301.79 1056.91 137.29 -1.5 2555184 0.00e+00 9.15e-14 1.70e+03 7.56e-06 -1.13e-01 1.62e-01
1.388 0.1066 1.18e-09 1.01e-09 3237.16 1041.46 136.52 -1.5 2525973 0.00e+00 5.91e-14 1.11e+03 4.17e-06 -6.26e-02 1.26e-01
1.420 0.1095 1.13e-09 9.66e-10 3173.90 1026.20 135.75 -1.5 2497096 0.00e+00 3.79e-14 7.16e+02 2.40e-06 -3.60e-02 9.71e-02
1.453 0.1125 1.08e-09 9.22e-10 3111.39 1011.33 134.99 -1.5 2468548 0.00e+00 2.43e-14 4.65e+02 1.50e-06 -2.26e-02 7.50e-02
1.487 0.1156 1.03e-09 8.79e-10 3050.19 996.64 134.24 -1.5 2440328 0.00e+00 1.56e-14 3.01e+02 1.06e-06 -1.59e-02 5.78e-02
1.521 0.1188 9.80e-10 8.39e-10 2989.98 982.24 133.50 -1.5 2412429 0.00e+00 1.00e-14 1.95e+02 8.45e-07 -1.27e-02 4.47e-02
1.557 0.1221 9.35e-10 8.00e-10 2931.00 968.03 132.76 -1.5 2384850 0.00e+00 6.49e-15 1.28e+02 7.34e-07 -1.10e-02 3.46e-02
1.593 0.1255 8.92e-10 7.63e-10 2872.94 954.11 132.03 -1.5 2357586 0.00e+00 4.29e-15 8.52e+01 6.67e-07 -1.00e-02 2.71e-02
1.630 0.1290 8.51e-10 7.28e-10 2815.85 940.44 131.30 -1.5 2330634 0.00e+00 2.94e-15 5.89e+01 6.24e-07 -9.37e-03 2.16e-02
1.668 0.1325 8.11e-10 6.94e-10 2759.70 927.05 130.58 -1.5 2303990 0.00e+00 2.14e-15 4.33e+01 6.04e-07 -9.07e-03 1.78e-02
1.707 0.1362 7.74e-10 6.62e-10 2704.66 913.84 129.86 -1.5 2277650 0.00e+00 1.70e-15 3.47e+01 6.11e-07 -9.17e-03 1.53e-02
1.746 0.1400 7.38e-10 6.31e-10 2650.72 900.82 129.15 -1.4 2251612 0.00e+00 1.50e-15 3.10e+01 6.51e-07 -9.77e-03 1.38e-02
1.787 0.1439 7.04e-10 6.02e-10 2597.70 888.04 128.45 -1.4 2225871 0.00e+00 1.45e-15 3.03e+01 7.25e-07 -1.09e-02 1.31e-02
