#1:r 2:H 3:Rho0 4:RhoMean 5:S 6:Tc 7:Te 8:Vr 9:Vphi 10:tauR 11:x 12:s_e 13:B_r 14:B_phi 15:B_z
0.090 0.0032 7.19e-07 6.15e-07 59116.96 3457.64 517.95 -1.3 9923318 0.00e+00 5.40e-06 4.46e+10 1.52e+02 -5.93e+02 1.10e+02
0.092 0.0033 6.85e-07 5.86e-07 57895.00 3410.91 509.10 -1.3 9809873 0.00e+00 5.40e-06 4.51e+10 9.52e+01 -4.85e+02 1.07e+02
0.094 0.0034 6.53e-07 5.58e-07 56708.95 3364.18 500.40 -1.3 9697725 0.00e+00 5.40e-06 4.55e+10 5.63e+01 -3.94e+02 1.05e+02
0.096 0.0035 6.22e-07 5.32e-07 55557.91 3317.45 491.85 -1.3 9586859 0.00e+00 5.40e-06 4.59e+10 3.22e+01 -3.18e+02 1.03e+02
0.099 0.0036 5.98e-07 5.12e-07 54776.43 3250.69 483.45 -1.2 9477261 0.00e+00 5.40e-06 4.66e+10 2.19e+01 -2.80e+02 1.02e+02
0.101 0.0037 5.76e-07 4.93e-07 54031.98 3183.74 475.19 -1.2 9368916 0.00e+00 5.40e-06 4.72e+10 1.04e+01 -2.27e+02 1.00e+02
0.103 0.0037 5.54e-07 4.74e-07 53265.80 3120.04 467.07 -1.2 9261809 0.00e+00 5.40e-06 4.79e+10 1.03e+01 -2.27e+02 9.88e+01
0.106 0.0038 5.52e-07 4.73e-07 53739.73 2987.67 459.09 -1.2 9155926 0.00e+00 5.40e-06 4.93e+10 9.03e+00 -2.21e+02 9.97e+01
0.108 0.0035 7.42e-07 6.35e-07 66208.38 2342.80 451.29 -0.9 9051255 0.00e+00 5.40e-06 5.82e+10 6.49e+00 -2.09e+02 1.23e+02
0.111 0.0034 7.86e-07 6.73e-07 69583.20 2153.59 443.60 -0.9 8947779 0.00e+00 5.40e-06 6.16e+10 5.06e+00 -2.02e+02 1.29e+02
0.113 0.0034 8.49e-07 7.26e-07 74080.14 1954.27 436.04 -0.8 8845487 0.00e+00 6.78e-09 8.26e+07 5.02e+00 -2.02e+02 1.37e+02
0.116 0.0031 1.12e-06 9.61e-07 90314.90 1548.63 428.65 -0.6 8744364 0.00e+00 6.55e-11 9.35e+05 5.12e-02 -1.66e+02 1.68e+02
0.118 0.0032 1.05e-06 8.98e-07 87349.52 1546.91 421.34 -0.6 8644397 0.00e+00 6.61e-11 9.45e+05 5.23e-02 -1.62e+02 1.62e+02
0.121 0.0034 9.81e-07 8.40e-07 84476.40 1545.29 414.14 -0.7 8545573 0.00e+00 6.69e-11 9.56e+05 5.35e-02 -1.59e+02 1.57e+02
0.124 0.0035 9.18e-07 7.85e-07 81702.92 1543.57 407.07 -0.7 8447879 0.00e+00 6.75e-11 9.66e+05 5.47e-02 -1.55e+02 1.52e+02
0.127 0.0036 8.58e-07 7.34e-07 79020.59 1541.85 400.12 -0.7 8351302 0.00e+00 6.82e-11 9.76e+05 5.58e-02 -1.51e+02 1.47e+02
0.130 0.0037 8.02e-07 6.86e-07 76426.42 1540.14 393.29 -0.7 8255829 0.00e+00 6.88e-11 9.87e+05 5.70e-02 -1.47e+02 1.42e+02
0.133 0.0038 7.50e-07 6.41e-07 73917.50 1538.42 386.58 -0.7 8161447 0.00e+00 6.95e-11 9.97e+05 5.82e-02 -1.44e+02 1.37e+02
0.136 0.0040 7.01e-07 6.00e-07 71491.04 1536.70 379.98 -0.7 8068144 0.00e+00 7.01e-11 1.01e+06 5.94e-02 -1.40e+02 1.33e+02
0.139 0.0041 6.55e-07 5.61e-07 69144.32 1534.99 373.50 -0.7 7975908 0.00e+00 7.08e-11 1.02e+06 6.07e-02 -1.36e+02 1.28e+02
0.142 0.0043 6.13e-07 5.24e-07 66878.87 1533.18 367.12 -0.7 7884726 0.00e+00 7.13e-11 1.03e+06 6.18e-02 -1.33e+02 1.24e+02
0.146 0.0044 5.73e-07 4.90e-07 64687.73 1531.36 360.86 -0.7 7794587 0.00e+00 7.19e-11 1.03e+06 6.30e-02 -1.30e+02 1.20e+02
0.149 0.0046 5.36e-07 4.58e-07 62568.48 1529.55 354.70 -0.7 7705478 0.00e+00 7.25e-11 1.04e+06 6.43e-02 -1.26e+02 1.16e+02
0.153 0.0047 5.01e-07 4.29e-07 60518.73 1527.74 348.65 -0.7 7617388 0.00e+00 7.30e-11 1.05e+06 6.55e-02 -1.23e+02 1.12e+02
0.156 0.0049 4.68e-07 4.01e-07 58536.22 1525.93 342.70 -0.7 7530305 0.00e+00 7.36e-11 1.06e+06 6.67e-02 -1.20e+02 1.09e+02
0.160 0.0050 4.38e-07 3.75e-07 56622.28 1524.02 336.85 -0.7 7444217 0.00e+00 7.40e-11 1.07e+06 6.79e-02 -1.17e+02 1.05e+02
0.163 0.0052 4.09e-07 3.50e-07 54767.57 1522.21 331.11 -0.7 7359114 0.00e+00 7.46e-11 1.08e+06 6.92e-02 -1.14e+02 1.02e+02
0.167 0.0054 3.83e-07 3.28e-07 52977.01 1520.30 325.46 -0.8 7274983 0.00e+00 7.50e-11 1.09e+06 7.04e-02 -1.11e+02 9.83e+01
0.171 0.0056 3.58e-07 3.06e-07 51245.07 1518.39 319.91 -0.8 7191815 0.00e+00 7.55e-11 1.09e+06 7.16e-02 -1.08e+02 9.51e+01
0.175 0.0058 3.35e-07 2.86e-07 49569.83 1516.49 314.45 -0.8 7109597 0.00e+00 7.59e-11 1.10e+06 7.28e-02 -1.05e+02 9.19e+01
0.179 0.0060 3.13e-07 2.68e-07 47952.45 1514.48 309.09 -0.8 7028319 0.00e+00 7.63e-11 1.11e+06 7.39e-02 -1.02e+02 8.89e+01
0.183 0.0062 2.93e-07 2.51e-07 46387.92 1512.48 303.82 -0.8 6947970 0.00e+00 7.66e-11 1.11e+06 7.51e-02 -9.93e+01 8.60e+01
0.188 0.0064 2.74e-07 2.34e-07 44871.69 1510.57 298.64 -0.8 6868540 0.00e+00 7.70e-11 1.12e+06 7.63e-02 -9.66e+01 8.32e+01
0.192 0.0066 2.56e-07 2.19e-07 43407.83 1508.57 293.55 -0.8 6790018 0.00e+00 7.74e-11 1.12e+06 7.75e-02 -9.40e+01 8.05e+01
0.197 0.0068 2.39e-07 2.05e-07 41994.45 1506.47 288.55 -0.8 6712393 0.00e+00 7.76e-11 1.13e+06 7.85e-02 -9.15e+01 7.79e+01
0.201 0.0071 2.24e-07 1.92e-07 40624.60 1504.47 283.63 -0.8 6635656 0.00e+00 7.79e-11 1.13e+06 7.97e-02 -8.90e+01 7.54e+01
0.206 0.0073 2.09e-07 1.79e-07 39302.00 1502.37 278.80 -0.8 6559797 0.00e+00 7.81e-11 1.14e+06 8.07e-02 -8.66e+01 7.29e+01
0.211 0.0076 1.96e-07 1.68e-07 38022.53 1500.27 274.05 -0.8 6484804 0.00e+00 7.82e-11 1.14e+06 8.18e-02 -8.42e+01 7.05e+01
0.215 0.0078 1.83e-07 1.57e-07 36784.79 1498.18 269.38 -0.8 6410669 0.00e+00 7.84e-11 1.15e+06 8.28e-02 -8.19e+01 6.82e+01
0.220 0.0081 1.71e-07 1.47e-07 35587.41 1496.08 264.79 -0.9 6337381 0.00e+00 7.86e-11 1.15e+06 8.39e-02 -7.97e+01 6.60e+01
0.226 0.0084 1.60e-07 1.37e-07 34431.27 1493.88 260.28 -0.9 6264931 0.00e+00 7.86e-11 1.15e+06 8.48e-02 -7.75e+01 6.39e+01
0.231 0.0087 1.50e-07 1.28e-07 33312.76 1491.69 255.85 -0.9 6193310 0.00e+00 7.87e-11 1.15e+06 8.57e-02 -7.54e+01 6.18e+01
0.236 0.0090 1.40e-07 1.20e-07 32230.65 1489.50 251.49 -0.9 6122507 0.00e+00 7.87e-11 1.15e+06 8.66e-02 -7.33e+01 5.98e+01
0.242 0.0093 1.31e-07 1.12e-07 31183.77 1487.30 247.21 -0.9 6052514 0.00e+00 7.87e-11 1.16e+06 8.75e-02 -7.13e+01 5.78e+01
0.247 0.0096 1.23e-07 1.05e-07 30170.95 1485.11 243.00 -0.9 5983320 0.00e+00 7.88e-11 1.16e+06 8.84e-02 -6.93e+01 5.60e+01
0.253 0.0099 1.15e-07 9.82e-08 29192.97 1482.82 238.87 -0.9 5914918 0.00e+00 7.86e-11 1.16e+06 8.91e-02 -6.74e+01 5.42e+01
0.259 0.0102 1.07e-07 9.19e-08 28246.76 1480.53 234.81 -0.9 5847298 0.00e+00 7.85e-11 1.16e+06 8.98e-02 -6.55e+01 5.24e+01
0.265 0.0106 1.00e-07 8.60e-08 27331.28 1478.24 230.81 -0.9 5780451 0.00e+00 7.84e-11 1.16e+06 9.05e-02 -6.37e+01 5.07e+01
0.271 0.0110 9.40e-08 8.04e-08 26447.25 1475.86 226.89 -0.9 5714368 0.00e+00 7.82e-11 1.15e+06 9.10e-02 -6.20e+01 4.91e+01
0.277 0.0113 8.80e-08 7.53e-08 25591.87 1473.48 223.03 -0.9 5649041 0.00e+00 7.79e-11 1.15e+06 9.15e-02 -6.02e+01 4.75e+01
0.284 0.0117 8.23e-08 7.04e-08 24762.62 1471.19 219.24 -1.0 5584460 0.00e+00 7.78e-11 1.15e+06 9.22e-02 -5.86e+01 4.59e+01
0.291 0.0121 7.70e-08 6.59e-08 23960.30 1468.90 215.51 -1.0 5520618 0.00e+00 7.76e-11 1.15e+06 9.27e-02 -5.69e+01 4.44e+01
0.297 0.0125 7.20e-08 6.16e-08 23185.54 1466.51 211.85 -1.0 5457505 0.00e+00 7.73e-11 1.15e+06 9.32e-02 -5.54e+01 4.30e+01
0.304 0.0130 6.74e-08 5.76e-08 22434.43 1464.23 208.25 -1.0 5395114 0.00e+00 7.71e-11 1.14e+06 9.37e-02 -5.38e+01 4.16e+01
0.311 0.0134 6.30e-08 5.39e-08 21707.70 1461.94 204.71 -1.0 5333436 0.00e+00 7.70e-11 1.14e+06 9.42e-02 -5.23e+01 4.03e+01
0.319 0.0139 5.90e-08 5.05e-08 21005.94 1459.55 201.23 -1.0 5272464 0.00e+00 7.66e-11 1.14e+06 9.45e-02 -5.09e+01 3.90e+01
0.326 0.0144 5.52e-08 4.72e-08 20325.59 1457.26 197.82 -1.0 5212188 0.00e+00 7.64e-11 1.14e+06 9.49e-02 -4.94e+01 3.77e+01
0.333 0.0148 5.16e-08 4.42e-08 19668.62 1454.88 194.46 -1.0 5152602 0.00e+00 7.61e-11 1.13e+06 9.52e-02 -4.81e+01 3.65e+01
0.341 0.0154 4.83e-08 4.13e-08 19030.43 1452.69 191.16 -1.0 5093696 0.00e+00 7.60e-11 1.13e+06 9.57e-02 -4.67e+01 3.53e+01
0.349 0.0159 4.52e-08 3.87e-08 18414.20 1450.40 187.92 -1.0 5035465 0.00e+00 7.58e-11 1.13e+06 9.59e-02 -4.54e+01 3.42e+01
0.357 0.0164 4.23e-08 3.62e-08 17817.97 1448.11 184.73 -1.1 4977898 0.00e+00 7.56e-11 1.13e+06 9.62e-02 -4.42e+01 3.31e+01
0.366 0.0170 3.95e-08 3.38e-08 17242.22 1445.72 181.60 -1.1 4920990 0.00e+00 7.52e-11 1.13e+06 9.62e-02 -4.29e+01 3.20e+01
0.374 0.0175 3.71e-08 3.18e-08 16719.37 1440.38 178.52 -1.1 4864733 0.00e+00 7.13e-11 1.07e+06 9.17e-02 -4.17e+01 3.10e+01
0.383 0.0181 3.49e-08 2.98e-08 16219.07 1434.47 175.50 -1.1 4809119 0.00e+00 6.69e-11 1.01e+06 8.64e-02 -4.05e+01 3.01e+01
0.392 0.0187 3.27e-08 2.80e-08 15732.95 1428.65 172.53 -1.1 4754140 0.00e+00 6.28e-11 9.47e+05 8.15e-02 -3.94e+01 2.92e+01
0.401 0.0193 3.07e-08 2.63e-08 15260.63 1422.93 169.61 -1.1 4699790 0.00e+00 5.90e-11 8.92e+05 7.69e-02 -3.82e+01 2.83e+01
0.410 0.0200 2.89e-08 2.47e-08 14800.74 1417.40 166.74 -1.1 4646061 0.00e+00 5.55e-11 8.42e+05 7.27e-02 -3.72e+01 2.75e+01
0.420 0.0206 2.71e-08 2.32e-08 14353.96 1411.96 163.92 -1.1 4592947 0.00e+00 5.24e-11 7.96e+05 6.87e-02 -3.61e+01 2.66e+01
0.429 0.0213 2.54e-08 2.18e-08 13920.87 1406.53 161.15 -1.1 4540440 0.00e+00 4.93e-11 7.52e+05 6.49e-02 -3.51e+01 2.58e+01
0.439 0.0220 2.39e-08 2.04e-08 13499.21 1401.28 158.43 -1.1 4488533 0.00e+00 4.66e-11 7.12e+05 6.14e-02 -3.41e+01 2.50e+01
0.450 0.0228 2.24e-08 1.92e-08 13090.51 1396.04 155.76 -1.1 4437219 0.00e+00 4.40e-11 6.74e+05 5.81e-02 -3.31e+01 2.43e+01
0.460 0.0235 2.10e-08 1.80e-08 12693.49 1390.89 153.13 -1.1 4386492 0.00e+00 4.16e-11 6.39e+05 5.49e-02 -3.22e+01 2.35e+01
0.471 0.0243 1.97e-08 1.69e-08 12307.83 1385.83 150.54 -1.2 4336345 0.00e+00 3.93e-11 6.06e+05 5.19e-02 -3.12e+01 2.28e+01
0.482 0.0251 1.85e-08 1.58e-08 11933.23 1380.87 148.01 -1.2 4286772 0.00e+00 3.72e-11 5.75e+05 4.91e-02 -3.03e+01 2.21e+01
0.493 0.0259 1.74e-08 1.49e-08 11570.17 1375.92 145.51 -1.2 4237765 0.00e+00 3.52e-11 5.45e+05 4.64e-02 -2.95e+01 2.15e+01
0.505 0.0268 1.63e-08 1.39e-08 11217.53 1371.05 143.06 -1.2 4189318 0.00e+00 3.34e-11 5.18e+05 4.38e-02 -2.86e+01 2.08e+01
0.516 0.0277 1.53e-08 1.31e-08 10875.01 1366.28 140.65 -1.2 4141425 0.00e+00 3.17e-11 4.92e+05 4.14e-02 -2.78e+01 2.02e+01
0.528 0.0286 1.43e-08 1.23e-08 10543.08 1361.52 138.29 -1.2 4094080 0.00e+00 3.00e-11 4.68e+05 3.84e-02 -2.67e+01 1.91e+01
0.541 0.0296 1.35e-08 1.15e-08 10221.41 1356.75 135.96 -1.2 4047276 0.00e+00 2.84e-11 4.44e+05 3.51e-02 -2.55e+01 1.77e+01
0.553 0.0306 1.26e-08 1.08e-08 9913.87 1351.41 133.68 -1.2 4001007 0.00e+00 2.66e-11 4.17e+05 3.16e-02 -2.42e+01 1.63e+01
0.566 0.0314 1.20e-08 1.03e-08 9707.89 1333.29 131.45 -1.2 3955266 0.00e+00 1.95e-11 3.09e+05 2.05e-02 -2.17e+01 1.34e+01
0.579 0.0323 1.15e-08 9.85e-09 9530.07 1312.11 129.26 -1.2 3910049 0.00e+00 1.34e-11 2.13e+05 1.20e-02 -1.91e+01 1.07e+01
0.593 0.0332 1.10e-08 9.38e-09 9335.87 1294.00 127.10 -1.2 3865349 0.00e+00 9.59e-12 1.55e+05 7.52e-03 -1.68e+01 8.75e+00
0.606 0.0341 1.04e-08 8.92e-09 9127.63 1278.64 124.98 -1.2 3821160 0.00e+00 7.23e-12 1.18e+05 5.01e-03 -1.49e+01 7.30e+00
0.621 0.0351 9.88e-09 8.45e-09 8909.86 1265.48 122.90 -1.2 3777476 0.00e+00 5.67e-12 9.28e+04 3.52e-03 -1.33e+01 6.20e+00
0.635 0.0360 9.47e-09 8.10e-09 8761.61 1243.26 120.87 -1.2 3734291 0.00e+00 3.62e-12 6.00e+04 1.86e-03 -1.08e+01 4.79e+00
0.650 0.0368 9.20e-09 7.87e-09 8691.89 1210.74 118.88 -1.2 3691600 0.00e+00 1.79e-12 3.03e+04 6.80e-04 -6.87e+00 3.29e+00
0.665 0.0376 8.91e-09 7.63e-09 8611.53 1180.60 116.93 -1.2 3649397 0.00e+00 9.05e-13 1.56e+04 2.51e-04 -3.41e+00 2.27e+00
0.680 0.0385 8.65e-09 7.40e-09 8536.77 1150.56 115.02 -1.2 3607677 0.00e+00 4.42e-13 7.72e+03 8.62e-05 -1.27e+00 1.55e+00
0.696 0.0393 8.39e-09 7.18e-09 8465.55 1120.90 113.14 -1.1 3566433 0.00e+00 2.09e-13 3.72e+03 2.82e-05 -4.22e-01 1.04e+00
0.712 0.0401 8.15e-09 6.97e-09 8394.20 1092.10 111.30 -1.1 3525661 0.00e+00 9.75e-14 1.77e+03 8.96e-06 -1.34e-01 6.91e-01
0.729 0.0410 7.90e-09 6.76e-09 8322.53 1064.16 109.50 -1.1 3485356 0.00e+00 4.47e-14 8.25e+02 2.78e-06 -4.17e-02 4.56e-01
0.746 0.0419 7.67e-09 6.56e-09 8250.33 1037.08 107.72 -1.1 3445510 0.00e+00 2.02e-14 3.79e+02 8.44e-07 -1.27e-02 2.99e-01
0.763 0.0428 7.44e-09 6.36e-09 8177.39 1010.85 105.99 -1.1 3406121 0.00e+00 9.02e-15 1.72e+02 2.52e-07 -3.77e-03 1.94e-01
0.781 0.0438 7.21e-09 6.17e-09 8104.27 985.39 104.28 -1.1 3367182 0.00e+00 3.98e-15 7.72e+01 7.38e-08 -1.11e-03 1.26e-01
0.799 0.0447 6.99e-09 5.98e-09 8030.79 960.69 102.62 -1.0 3328688 0.00e+00 1.75e-15 3.45e+01 2.16e-08 -3.25e-04 8.12e-02
0.818 0.0457 6.78e-09 5.80e-09 7956.56 936.77 100.98 -1.0 3290634 0.00e+00 7.84e-16 1.58e+01 6.60e-09 -9.90e-05 5.30e-02
0.837 0.0467 6.57e-09 5.62e-09 7881.77 913.60 99.37 -1.0 3253015 0.00e+00 3.78e-16 7.72e+00 2.29e-09 -3.44e-05 3.58e-02
0.856 0.0478 6.37e-09 5.45e-09 7807.27 891.04 97.80 -1.0 3215826 0.00e+00 2.18e-16 4.54e+00 1.09e-09 -1.63e-05 2.65e-02
0.876 0.0489 6.16e-09 5.27e-09 7730.79 869.35 96.26 -1.0 3179062 0.00e+00 1.71e-16 3.61e+00 8.09e-10 -1.21e-05 2.28e-02
0.896 0.0500 5.97e-09 5.11e-09 7654.24 848.27 94.75 -1.0 3142718 0.00e+00 1.64e-16 3.53e+00 7.82e-10 -1.17e-05 2.18e-02
0.917 0.0511 5.78e-09 4.95e-09 7577.45 827.82 93.27 -1.0 3106790 0.00e+00 1.68e-16 3.67e+00 8.09e-10 -1.21e-05 2.14e-02
0.939 0.0522 5.59e-09 4.79e-09 7498.93 808.12 91.82 -1.0 3071273 0.00e+00 1.73e-16 3.84e+00 8.47e-10 -1.27e-05 2.11e-02
0.961 0.0534 5.41e-09 4.63e-09 7420.69 788.95 90.40 -0.9 3036162 0.00e+00 1.79e-16 4.04e+00 8.89e-10 -1.33e-05 2.09e-02
0.983 0.0546 5.23e-09 4.48e-09 7341.69 770.41 89.01 -0.9 3001452 0.00e+00 1.85e-16 4.24e+00 9.33e-10 -1.40e-05 2.07e-02
1.006 0.0559 5.06e-09 4.33e-09 7261.30 752.52 87.65 -0.9 2967139 0.00e+00 1.91e-16 4.46e+00 9.80e-10 -1.47e-05 2.04e-02
1.029 0.0572 4.89e-09 4.19e-09 7181.19 735.12 86.32 -0.9 2933218 0.00e+00 1.98e-16 4.69e+00 1.03e-09 -1.54e-05 2.02e-02
1.053 0.0587 4.69e-09 4.01e-09 7063.24 722.05 84.99 -0.9 2899685 0.00e+00 2.06e-16 4.95e+00 1.09e-09 -1.64e-05 1.99e-02
1.078 0.0605 4.44e-09 3.79e-09 6883.76 715.76 83.67 -0.9 2866536 0.00e+00 2.18e-16 5.26e+00 1.18e-09 -1.78e-05 1.96e-02
1.103 0.0623 4.19e-09 3.59e-09 6708.91 709.51 82.37 -0.9 2833765 0.00e+00 2.31e-16 5.60e+00 1.28e-09 -1.92e-05 1.94e-02
1.128 0.0642 3.97e-09 3.39e-09 6538.13 703.36 81.10 -0.9 2801369 0.00e+00 2.44e-16 5.95e+00 1.39e-09 -2.08e-05 1.91e-02
1.155 0.0662 3.75e-09 3.21e-09 6371.74 697.26 79.86 -0.9 2769343 0.00e+00 2.58e-16 6.33e+00 1.50e-09 -2.26e-05 1.88e-02
1.181 0.0682 3.55e-09 3.03e-09 6209.20 691.25 78.63 -0.9 2737684 0.00e+00 2.73e-16 6.74e+00 1.63e-09 -2.45e-05 1.85e-02
1.209 0.0703 3.35e-09 2.87e-09 6050.85 685.29 77.43 -0.9 2706386 0.00e+00 2.89e-16 7.17e+00 1.77e-09 -2.65e-05 1.82e-02
1.237 0.0725 3.17e-09 2.71e-09 5896.15 679.42 76.26 -0.9 2675446 0.00e+00 3.05e-16 7.63e+00 1.91e-09 -2.87e-05 1.79e-02
1.266 0.0745 3.02e-09 2.58e-09 5775.27 670.13 75.12 -0.9 2644860 0.00e+00 3.20e-16 8.08e+00 2.05e-09 -3.08e-05 1.77e-02
1.295 0.0763 2.91e-09 2.49e-09 5696.60 656.35 74.04 -0.9 2614624 0.00e+00 3.33e-16 8.51e+00 2.17e-09 -3.25e-05 1.75e-02
1.325 0.0782 2.80e-09 2.40e-09 5618.57 642.90 72.97 -0.9 2584733 0.00e+00 3.46e-16 8.96e+00 2.29e-09 -3.44e-05 1.73e-02
1.356 0.0801 2.70e-09 2.31e-09 5541.50 629.74 71.94 -0.9 2555184 0.00e+00 3.59e-16 9.44e+00 2.42e-09 -3.63e-05 1.71e-02
1.388 0.0820 2.60e-09 2.22e-09 5466.62 616.72 70.93 -0.9 2525973 0.00e+00 3.73e-16 9.94e+00 2.56e-09 -3.84e-05 1.69e-02
1.420 0.0840 2.50e-09 2.14e-09 5392.59 603.99 69.94 -0.9 2497096 0.00e+00 3.87e-16 1.05e+01 2.70e-09 -4.06e-05 1.67e-02
1.453 0.0861 2.41e-09 2.06e-09 5318.93 591.59 68.97 -0.9 2468548 0.00e+00 4.02e-16 1.10e+01 2.86e-09 -4.29e-05 1.65e-02
1.487 0.0882 2.32e-09 1.98e-09 5244.26 579.67 68.03 -0.9 2440328 0.00e+00 4.18e-16 1.16e+01 3.02e-09 -4.53e-05 1.63e-02
1.521 0.0904 2.23e-09 1.91e-09 5169.79 568.08 67.10 -0.9 2412429 0.00e+00 4.34e-16 1.22e+01 3.20e-09 -4.80e-05 1.61e-02
1.557 0.0926 2.14e-09 1.83e-09 5095.88 556.78 66.20 -0.8 2384850 0.00e+00 4.51e-16 1.29e+01 3.39e-09 -5.08e-05 1.59e-02
1.593 0.0949 2.06e-09 1.76e-09 5022.02 545.82 65.32 -0.8 2357586 0.00e+00 4.69e-16 1.36e+01 3.59e-09 -5.38e-05 1.57e-02
1.630 0.0973 1.98e-09 1.70e-09 4947.70 535.23 64.46 -0.8 2330634 0.00e+00 4.88e-16 1.43e+01 3.80e-09 -5.70e-05 1.55e-02
1.668 0.0997 1.90e-09 1.63e-09 4873.73 524.93 63.62 -0.8 2303990 0.00e+00 5.08e-16 1.51e+01 4.03e-09 -6.05e-05 1.53e-02
1.707 0.1022 1.83e-09 1.57e-09 4800.05 514.92 62.80 -0.8 2277650 0.00e+00 5.29e-16 1.59e+01 4.28e-09 -6.42e-05 1.51e-02
1.746 0.1048 1.76e-09 1.50e-09 4726.59 505.19 62.00 -0.8 2251612 0.00e+00 5.51e-16 1.68e+01 4.54e-09 -6.82e-05 1.49e-02
1.787 0.1075 1.69e-09 1.44e-09 4652.85 495.80 61.22 -0.8 2225871 0.00e+00 5.74e-16 1.77e+01 4.83e-09 -7.24e-05 1.47e-02
