#x  y
0.051778 7.13172e-05
0.0529825 7.37216e-05
0.054215 7.62105e-05
0.0554762 7.87869e-05
0.0567667 8.14538e-05
0.0580872 8.42144e-05
0.0594385 8.7072e-05
0.0608212 9.00299e-05
0.062236 9.30918e-05
0.0636838 9.62612e-05
0.0651652 9.9542e-05
0.0666811 0.000102938
0.0682323 0.000106453
0.0698195 0.000110092
0.0714437 9.6877e-05
0.0731057 6.09069e-05
0.0748063 4.20341e-05
0.0765464 2.92348e-05
0.0783271 1.93669e-05
0.0801492 1.11639e-05
0.0820136 5.40202e-06
0.0839215 5.40157e-06
0.0858737 5.4014e-06
0.0878713 5.40137e-06
0.0899154 5.40135e-06
0.0920071 5.40133e-06
0.0941474 5.40133e-06
0.0963375 5.40133e-06
0.0985785 5.40132e-06
0.100872 5.40132e-06
0.103218 5.40132e-06
0.105619 5.40132e-06
0.108076 5.40132e-06
0.11059 5.40132e-06
0.113163 8.70285e-09
0.115795 8.41096e-11
0.118489 8.49298e-11
0.121245 8.58721e-11
0.124066 8.67005e-11
0.126952 8.75322e-11
0.129905 8.83672e-11
0.132927 8.92053e-11
0.136019 9.00465e-11
0.139184 9.08907e-11
0.142421 9.16092e-11
0.145734 9.23278e-11
0.149124 9.30464e-11
0.152593 9.37647e-11
0.156143 9.44829e-11
0.159775 9.50656e-11
0.163492 9.57815e-11
0.167295 9.63594e-11
0.171187 9.6934e-11
0.175169 9.75052e-11
0.179244 9.79323e-11
0.183414 9.83536e-11
0.18768 9.89118e-11
0.192046 9.93223e-11
0.196514 9.95821e-11
0.201085 9.99794e-11
0.205763 1.00224e-10
0.21055 1.00461e-10
0.215447 1.00689e-10
0.220459 1.00909e-10
0.225588 1.00972e-10
0.230835 1.01024e-10
0.236205 1.01068e-10
0.2417 1.01101e-10
0.247322 1.01124e-10
0.253076 1.00987e-10
0.258963 1.00839e-10
0.264987 1.0068e-10
0.271151 1.00358e-10
0.277459 1.00026e-10
0.283913 9.98354e-11
0.290518 9.96337e-11
0.297276 9.92696e-11
0.304191 9.90467e-11
0.311268 9.88132e-11
0.318508 9.84174e-11
0.325918 9.8163e-11
0.333499 9.77463e-11
0.341257 9.7623e-11
0.349196 9.73375e-11
0.357319 9.70417e-11
0.365631 9.65837e-11
0.374136 9.15227e-11
0.38284 8.58462e-11
0.391746 8.05878e-11
0.400858 7.57155e-11
0.410183 7.13164e-11
0.419725 6.72354e-11
0.429489 6.33435e-11
0.43948 5.98342e-11
0.449703 5.64816e-11
0.460165 5.33713e-11
0.470869 5.04853e-11
0.481823 4.78068e-11
0.493031 4.52422e-11
0.5045 4.28629e-11
0.516236 4.06552e-11
0.528245 3.85382e-11
0.540533 3.65096e-11
0.553107 3.41975e-11
0.565974 2.50746e-11
0.57914 1.71462e-11
0.592612 1.23173e-11
0.606398 9.2823e-12
0.620504 7.27614e-12
0.634939 4.64938e-12
0.649709 2.30312e-12
0.664823 1.16252e-12
0.680288 5.67105e-13
0.696113 2.68773e-13
0.712306 1.25268e-13
0.728876 5.74611e-14
0.745832 2.59762e-14
0.763182 1.16023e-14
0.780935 5.13019e-15
0.799102 2.27137e-15
0.817691 1.03608e-15
0.836712 5.19366e-16
0.856176 3.24265e-16
0.876093 2.73068e-16
0.896473 2.69541e-16
0.917327 2.76403e-16
0.938666 2.85348e-16
0.960502 2.9488e-16
0.982845 3.04869e-16
1.00571 3.15348e-16
1.0291 3.26231e-16
1.05304 3.4028e-16
1.07754 3.59877e-16
1.10261 3.80611e-16
1.12826 4.02596e-16
1.1545 4.2587e-16
1.18136 4.50566e-16
1.20884 4.76733e-16
1.23696 5.04524e-16
1.26573 5.29789e-16
1.29518 5.50437e-16
1.32531 5.71986e-16
1.35614 5.94424e-16
1.38768 6.17583e-16
1.41997 6.4171e-16
1.453 6.66948e-16
1.4868 6.93643e-16
1.52138 7.21653e-16
1.55677 7.50978e-16
1.59299 7.81822e-16
1.63005 8.14424e-16
1.66796 8.48702e-16
1.70677 8.84791e-16
1.74647 9.2284e-16
1.7871 9.63165e-16
1.82867 1.0055e-15
1.87121 1.05034e-15
1.91474 1.09796e-15
1.95928 1.14822e-15
2.00486 1.20142e-15
2.05149 1.26573e-15
2.09922 1.35641e-15
2.14805 1.45553e-15
2.19802 1.56388e-15
2.24915 1.68265e-15
2.30147 1.81357e-15
2.35501 1.95788e-15
2.40979 2.11761e-15
2.46585 2.29487e-15
2.52321 2.49209e-15
2.58191 2.71168e-15
2.64197 2.95707e-15
2.70343 3.23181e-15
2.76631 3.53945e-15
2.83067 3.88551e-15
2.89651 4.24517e-15
2.96389 4.57082e-15
3.03284 4.92796e-15
3.10339 5.1304e-15
3.17558 4.34623e-15
3.24946 3.87938e-15
3.32505 3.43206e-15
3.4024 3.14231e-15
3.48154 2.95075e-15
3.56253 2.82799e-15
3.64541 2.7475e-15
3.73021 2.70346e-15
3.81698 2.68541e-15
3.90577 2.69025e-15
3.99663 2.71485e-15
4.0896 2.753e-15
4.18474 2.80757e-15
4.28208 2.87632e-15
4.38169 2.96019e-15
4.48362 3.05479e-15
4.58792 3.16144e-15
4.69465 3.28177e-15
4.80386 3.41615e-15
4.91561 3.56351e-15
5.02996 3.76102e-15
5.14697 3.97952e-15
5.2667 4.21893e-15
5.38921 4.47506e-15
5.51458 4.75501e-15
5.64286 5.05642e-15
5.77413 5.38538e-15
5.90845 5.74184e-15
6.04589 6.12272e-15
6.18654 6.53502e-15
6.33045 6.97531e-15
6.47771 7.38178e-15
6.6284 7.78183e-15
6.78259 8.21368e-15
6.94037 8.6724e-15
7.10182 9.15947e-15
7.26703 9.66925e-15
7.43607 1.02109e-14
7.60906 1.07897e-14
7.78606 1.14035e-14
7.96718 1.20516e-14
8.15252 1.27275e-14
8.34217 1.3446e-14
8.53623 1.42128e-14
8.7348 1.50249e-14
8.93799 1.58643e-14
9.14591 1.67521e-14
9.35867 1.76947e-14
9.57637 1.86958e-14
9.79914 1.97419e-14
10.0271 2.08342e-14
10.2603 2.19881e-14
10.499 2.32124e-14
10.7433 2.45063e-14
10.9932 2.58392e-14
11.2489 2.72521e-14
11.5106 2.8744e-14
11.7783 3.03125e-14
12.0523 3.19468e-14
12.3327 3.36637e-14
12.6196 3.5467e-14
12.9132 3.73782e-14
13.2135 3.98582e-14
13.5209 4.27195e-14
13.8355 4.57109e-14
14.1573 4.87969e-14
14.4866 5.19932e-14
14.8236 5.56012e-14
15.1685 6.01316e-14
15.5213 6.53465e-14
15.8824 7.10046e-14
16.2518 7.71142e-14
16.6299 8.37406e-14
17.0168 9.09103e-14
17.4126 9.86851e-14
17.8177 1.07056e-13
18.2321 1.16108e-13
18.6563 1.25894e-13
19.0903 1.36423e-13
19.5343 1.47801e-13
19.9888 1.56717e-13
20.4538 1.65677e-13
20.9296 1.75115e-13
21.4164 1.85092e-13
21.9146 1.95529e-13
22.4244 2.06478e-13
22.9461 2.18007e-13
23.4798 2.30147e-13
24.026 2.42932e-13
24.5849 2.56277e-13
25.1569 2.70367e-13
25.7421 2.85144e-13
26.3409 3.00703e-13
26.9536 3.16985e-13
27.5806 3.34091e-13
28.2222 3.52062e-13
28.8788 3.70944e-13
29.5505 3.90739e-13
30.238 4.11537e-13
30.9414 4.33339e-13
31.6611 4.56302e-13
32.3977 4.80263e-13
33.1513 5.055e-13
33.9225 5.31958e-13
34.7116 5.59697e-13
35.5191 5.88778e-13
36.3453 6.19265e-13
37.1908 6.51229e-13
38.056 6.84831e-13
38.9412 7.19973e-13
39.8471 7.56823e-13
40.7741 7.95466e-13
41.7226 8.35993e-13
42.6931 8.78504e-13
43.6863 9.22967e-13
44.7025 9.69609e-13
45.7424 1.01855e-12
46.8065 1.06974e-12
47.8953 1.12329e-12
49.0095 1.17967e-12
50.1496 1.23848e-12
51.3162 1.30021e-12
52.5099 1.36481e-12
53.7314 1.43264e-12
54.9813 1.50366e-12
56.2603 1.57773e-12
57.5691 1.65554e-12
58.9083 1.73731e-12
60.2786 1.82264e-12
61.6809 1.91191e-12
63.1157 2.0055e-12
64.5839 2.10354e-12
66.0863 2.20627e-12
67.6236 2.3137e-12
69.1967 2.42606e-12
70.8064 2.54383e-12
72.4535 2.6673e-12
74.139 2.79649e-12
75.8636 2.9317e-12
77.6284 3.07322e-12
79.4342 3.22136e-12
81.2821 3.37646e-12
83.1729 3.53886e-12
85.1077 3.70896e-12
87.0875 3.88716e-12
89.1134 4.07341e-12
91.1864 4.26859e-12
93.3076 4.47265e-12
95.4781 4.68657e-12
97.6992 4.91031e-12
99.9719 5.14496e-12
102.298 5.39048e-12
