#1:r 2:H 3:Rho0 4:RhoMean 5:S 6:Tc 7:Te 8:Vr 9:Vphi 10:tauR 11:x 12:s_e 13:B_r 14:B_phi 15:B_z
68.854 4.3714 6.00e-14 5.13e-14 6.73 14.34 16.18 -14.5 358600 0.00e+00 2.53e-08 6.78e+09 2.67e-03 -1.75e-02 9.14e-02
72.103 4.6446 5.36e-14 4.58e-14 6.39 14.10 15.97 -14.5 350427 0.00e+00 2.66e-08 7.22e+09 2.55e-03 -1.66e-02 8.61e-02
75.505 4.9356 4.78e-14 4.09e-14 6.06 13.86 15.76 -14.6 342441 0.00e+00 2.81e-08 7.68e+09 2.43e-03 -1.56e-02 8.11e-02
79.068 5.2452 4.27e-14 3.65e-14 5.75 13.63 15.55 -14.7 334637 0.00e+00 2.97e-08 8.17e+09 2.32e-03 -1.48e-02 7.63e-02
82.799 5.5748 3.81e-14 3.26e-14 5.45 13.41 15.35 -14.8 327011 0.00e+00 3.13e-08 8.69e+09 2.22e-03 -1.40e-02 7.18e-02
86.706 5.9257 3.40e-14 2.91e-14 5.17 13.19 15.15 -14.9 319558 0.00e+00 3.30e-08 9.25e+09 2.11e-03 -1.32e-02 6.76e-02
90.797 6.2995 3.03e-14 2.60e-14 4.91 12.98 14.95 -15.0 312275 0.00e+00 3.49e-08 9.84e+09 2.02e-03 -1.25e-02 6.36e-02
95.082 6.6971 2.71e-14 2.32e-14 4.65 12.78 14.75 -15.1 305158 0.00e+00 3.68e-08 1.05e+10 1.93e-03 -1.18e-02 5.99e-02
99.568 7.1204 2.41e-14 2.06e-14 4.41 12.58 14.55 -15.3 298204 0.00e+00 3.88e-08 1.11e+10 1.84e-03 -1.11e-02 5.63e-02
104.267 7.5711 2.15e-14 1.84e-14 4.18 12.39 14.36 -15.4 291408 0.00e+00 4.10e-08 1.19e+10 1.75e-03 -1.05e-02 5.30e-02
109.187 8.0507 1.92e-14 1.64e-14 3.96 12.20 14.17 -15.5 284767 0.00e+00 4.33e-08 1.26e+10 1.67e-03 -9.94e-03 4.99e-02
114.339 8.5616 1.71e-14 1.46e-14 3.75 12.01 13.98 -15.6 278277 0.00e+00 4.57e-08 1.34e+10 1.60e-03 -9.39e-03 4.69e-02
119.734 9.1050 1.52e-14 1.30e-14 3.56 11.83 13.79 -15.7 271935 0.00e+00 4.83e-08 1.43e+10 1.53e-03 -8.87e-03 4.41e-02
125.384 9.6836 1.36e-14 1.16e-14 3.37 11.65 13.60 -15.9 265737 0.00e+00 5.10e-08 1.52e+10 1.46e-03 -8.38e-03 4.15e-02
131.301 10.2995 1.21e-14 1.03e-14 3.19 11.48 13.42 -16.0 259681 0.00e+00 5.39e-08 1.62e+10 1.39e-03 -7.92e-03 3.90e-02
137.496 10.9550 1.07e-14 9.20e-15 3.02 11.31 13.24 -16.1 253763 0.00e+00 5.69e-08 1.72e+10 1.33e-03 -7.48e-03 3.67e-02
143.984 11.6530 9.57e-15 8.19e-15 2.86 11.14 13.06 -16.2 247980 0.00e+00 6.01e-08 1.83e+10 1.27e-03 -7.06e-03 3.45e-02
150.779 12.3956 8.52e-15 7.29e-15 2.71 10.98 12.88 -16.4 242328 0.00e+00 6.35e-08 1.95e+10 1.21e-03 -6.67e-03 3.24e-02
157.893 13.1860 7.59e-15 6.49e-15 2.57 10.82 12.71 -16.5 236806 0.00e+00 6.70e-08 2.07e+10 1.15e-03 -6.30e-03 3.05e-02
165.344 14.0272 6.75e-15 5.78e-15 2.43 10.66 12.54 -16.7 231409 0.00e+00 7.08e-08 2.21e+10 1.10e-03 -5.95e-03 2.87e-02
173.146 14.9231 6.01e-15 5.14e-15 2.30 10.51 12.37 -16.8 226135 0.00e+00 7.48e-08 2.35e+10 1.05e-03 -5.62e-03 2.70e-02
181.316 15.8762 5.35e-15 4.58e-15 2.18 10.36 12.20 -16.9 220981 0.00e+00 7.90e-08 2.50e+10 1.00e-03 -5.31e-03 2.53e-02
189.872 16.8903 4.76e-15 4.07e-15 2.06 10.21 12.03 -17.1 215945 0.00e+00 8.34e-08 2.66e+10 9.58e-04 -5.02e-03 2.38e-02
198.831 17.9705 4.23e-15 3.62e-15 1.95 10.06 11.87 -17.2 211024 0.00e+00 8.82e-08 2.83e+10 9.14e-04 -4.74e-03 2.24e-02
208.214 19.1193 3.77e-15 3.22e-15 1.85 9.92 11.71 -17.4 206215 0.00e+00 9.31e-08 3.01e+10 8.73e-04 -4.47e-03 2.10e-02
218.039 20.3424 3.35e-15 2.87e-15 1.75 9.78 11.55 -17.5 201515 0.00e+00 9.84e-08 3.20e+10 8.33e-04 -4.23e-03 1.98e-02
228.327 21.6441 2.98e-15 2.55e-15 1.66 9.64 11.39 -17.7 196922 0.00e+00 1.04e-07 3.41e+10 7.95e-04 -3.99e-03 1.86e-02
239.101 23.0294 2.65e-15 2.27e-15 1.57 9.50 11.24 -17.9 192435 0.00e+00 1.10e-07 3.62e+10 7.59e-04 -3.77e-03 1.75e-02
250.384 24.5037 2.36e-15 2.02e-15 1.48 9.37 11.08 -18.0 188049 0.00e+00 1.16e-07 3.86e+10 7.24e-04 -3.56e-03 1.64e-02
262.199 26.0730 2.10e-15 1.80e-15 1.41 9.24 10.93 -18.2 183763 0.00e+00 1.23e-07 4.10e+10 6.91e-04 -3.36e-03 1.54e-02
274.571 27.7433 1.87e-15 1.60e-15 1.33 9.11 10.78 -18.3 179575 0.00e+00 1.30e-07 4.36e+10 6.60e-04 -3.18e-03 1.45e-02
287.527 29.5213 1.66e-15 1.42e-15 1.26 8.98 10.63 -18.5 175483 0.00e+00 1.37e-07 4.64e+10 6.30e-04 -3.00e-03 1.36e-02
301.095 31.4127 1.48e-15 1.26e-15 1.19 8.85 10.49 -18.7 171484 0.00e+00 1.45e-07 4.94e+10 6.01e-04 -2.83e-03 1.28e-02
315.303 33.4262 1.31e-15 1.12e-15 1.13 8.73 10.35 -18.8 167575 0.00e+00 1.53e-07 5.26e+10 5.74e-04 -2.68e-03 1.20e-02
330.181 35.5682 1.17e-15 1.00e-15 1.07 8.61 10.20 -19.0 163756 0.00e+00 1.62e-07 5.59e+10 5.48e-04 -2.53e-03 1.13e-02
345.761 37.8487 1.04e-15 8.89e-16 1.01 8.49 10.06 -19.2 160024 0.00e+00 1.71e-07 5.95e+10 5.23e-04 -2.39e-03 1.06e-02
362.076 40.2768 9.24e-16 7.91e-16 0.96 8.37 9.93 -19.4 156377 0.00e+00 1.80e-07 6.33e+10 4.98e-04 -2.25e-03 1.00e-02
379.162 42.8584 8.22e-16 7.03e-16 0.90 8.25 9.79 -19.5 152814 0.00e+00 1.91e-07 6.73e+10 4.75e-04 -2.13e-03 9.39e-03
397.053 45.6071 7.31e-16 6.26e-16 0.86 8.14 9.66 -19.7 149331 0.00e+00 2.02e-07 7.16e+10 4.53e-04 -2.01e-03 8.83e-03
415.789 48.5340 6.50e-16 5.56e-16 0.81 8.03 9.52 -19.9 145928 0.00e+00 2.13e-07 7.62e+10 4.32e-04 -1.90e-03 8.30e-03
435.409 51.6461 5.78e-16 4.95e-16 0.77 7.91 9.39 -20.1 142602 0.00e+00 2.25e-07 8.11e+10 4.12e-04 -1.79e-03 7.80e-03
455.955 54.9601 5.14e-16 4.40e-16 0.73 7.81 9.27 -20.2 139352 0.00e+00 2.38e-07 8.62e+10 3.93e-04 -1.69e-03 7.33e-03
477.470 58.4868 4.57e-16 3.91e-16 0.69 7.70 9.14 -20.4 136176 0.00e+00 2.51e-07 9.18e+10 3.75e-04 -1.60e-03 6.88e-03
500.000 62.2397 4.06e-16 3.48e-16 0.65 7.59 9.01 -20.6 133073 0.00e+00 2.66e-07 9.76e+10 3.58e-04 -1.51e-03 6.47e-03
