#1:r  2:H   3:Rho0    4:RhoMean 5:S   6:Tc  7:Te  8:Vr  9:Vphi   10:tauR	11:x	12:s_e	13:B_r	14:B_phi	15:B_z
0.052	0.0018	1.82e-06	1.55e-06	83178.96	5623.56	785.41	-1.6	13076793	0.00e+00	5.62e-05	3.34e+11 9.22e+03	1.18e+04	1.54e+02
0.053	0.0018	1.69e-06	1.45e-06	80358.70	5623.56	771.93	-1.6	12927297	0.00e+00	5.80e-05	3.45e+11 9.08e+03	1.15e+04	1.49e+02
0.054	0.0019	1.58e-06	1.35e-06	77634.07	5623.56	758.69	-1.6	12779510	0.00e+00	6.00e-05	3.56e+11 8.94e+03	1.12e+04	1.44e+02
0.055	0.0020	1.48e-06	1.26e-06	75001.83	5623.56	745.67	-1.6	12633413	0.00e+00	6.20e-05	3.68e+11 8.80e+03	1.09e+04	1.39e+02
0.057	0.0020	1.38e-06	1.18e-06	72458.83	5623.56	732.88	-1.6	12488986	0.00e+00	6.41e-05	3.81e+11 8.64e+03	1.06e+04	1.34e+02
0.058	0.0021	1.29e-06	1.10e-06	70002.05	5623.56	720.31	-1.6	12346210	0.00e+00	6.62e-05	3.94e+11 8.48e+03	1.03e+04	1.30e+02
0.059	0.0022	1.20e-06	1.03e-06	67628.57	5623.56	707.96	-1.7	12205067	0.00e+00	6.84e-05	4.07e+11 8.32e+03	1.01e+04	1.25e+02
0.061	0.0023	1.12e-06	9.58e-07	65335.57	5623.56	695.81	-1.7	12065537	0.00e+00	7.07e-05	4.20e+11 8.15e+03	9.79e+03	1.21e+02
0.062	0.0024	1.05e-06	8.94e-07	63120.31	5623.56	683.88	-1.7	11927602	0.00e+00	7.31e-05	4.35e+11 7.98e+03	9.53e+03	1.17e+02
0.064	0.0024	9.76e-07	8.35e-07	60980.16	5623.56	672.16	-1.7	11791244	0.00e+00	7.56e-05	4.49e+11 7.81e+03	9.26e+03	1.13e+02
0.065	0.0025	9.11e-07	7.79e-07	58912.58	5623.56	660.63	-1.7	11656444	0.00e+00	7.81e-05	4.64e+11 7.64e+03	9.00e+03	1.09e+02
0.067	0.0026	8.50e-07	7.27e-07	56915.10	5623.56	649.31	-1.8	11523186	0.00e+00	8.08e-05	4.80e+11 7.46e+03	8.75e+03	1.06e+02
0.068	0.0027	7.93e-07	6.79e-07	54985.34	5623.56	638.18	-1.8	11391452	0.00e+00	8.35e-05	4.96e+11 7.29e+03	8.50e+03	1.02e+02
0.070	0.0028	7.40e-07	6.33e-07	53121.02	5623.56	627.24	-1.8	11261223	0.00e+00	8.64e-05	5.13e+11 7.12e+03	8.25e+03	9.85e+01
0.071	0.0029	6.91e-07	5.91e-07	51319.91	5623.56	616.49	-1.8	11132483	0.00e+00	8.93e-05	5.31e+11 6.95e+03	8.01e+03	9.52e+01
0.073	0.0030	6.63e-07	5.67e-07	50515.32	5519.42	605.98	-1.8	11005215	0.00e+00	6.96e-05	4.19e+11 6.05e+03	7.37e+03	9.37e+01
0.075	0.0030	6.48e-07	5.54e-07	50308.07	5354.25	595.70	-1.8	10879402	0.00e+00	4.53e-05	2.79e+11 4.87e+03	6.52e+03	9.33e+01
0.077	0.0031	6.28e-07	5.37e-07	49834.33	5221.50	585.58	-1.8	10755027	0.00e+00	3.20e-05	2.00e+11 4.02e+03	5.85e+03	9.24e+01
0.078	0.0032	6.09e-07	5.21e-07	49381.99	5091.42	575.65	-1.7	10632074	0.00e+00	2.27e-05	1.44e+11 3.31e+03	5.23e+03	9.16e+01
0.080	0.0032	5.96e-07	5.10e-07	49265.41	4930.44	565.92	-1.7	10510526	0.00e+00	1.48e-05	9.60e+10 2.58e+03	4.56e+03	9.14e+01
0.082	0.0035	7.51e-07	6.43e-07	68420.30	5586.56	555.18	-1.2	10390369	0.00e+00	7.80e-05	4.66e+11 9.19e+03	9.40e+03	1.27e+02
0.084	0.0036	7.22e-07	6.18e-07	66693.92	5368.74	545.76	-1.2	10271584	0.00e+00	4.48e-05	2.75e+11 7.10e+03	8.10e+03	1.24e+02
0.086	0.0037	6.91e-07	5.92e-07	65134.36	5210.06	536.49	-1.2	10154158	0.00e+00	2.97e-05	1.86e+11 5.75e+03	7.15e+03	1.21e+02
