#1:r 2:H 3:Rho0 4:RhoMean 5:S 6:Tc 7:Te 8:Vr 9:Vphi 10:tauR 11:x 12:s_e 13:B_r 14:B_phi 15:B_z
0.640 0.0274 2.18e-09 1.87e-09 1536.21 700.07 115.09 -0.7 3718413 0.00e+00 1.02e-15 2.50e+01 1.31e-07 -1.97e-03 1.40e-02
0.654 0.0282 2.07e-09 1.77e-09 1496.26 696.11 114.22 -0.7 3678936 0.00e+00 1.21e-15 2.98e+01 1.60e-07 -2.40e-03 1.46e-02
0.668 0.0290 1.95e-09 1.67e-09 1457.29 692.20 113.35 -0.7 3639877 0.00e+00 1.45e-15 3.57e+01 1.95e-07 -2.92e-03 1.53e-02
0.683 0.0299 1.85e-09 1.58e-09 1419.29 688.34 112.49 -0.7 3601233 0.00e+00 1.73e-15 4.29e+01 2.38e-07 -3.57e-03 1.61e-02
0.697 0.0308 1.75e-09 1.50e-09 1382.32 684.48 111.65 -0.7 3562999 0.00e+00 2.09e-15 5.19e+01 2.91e-07 -4.36e-03 1.69e-02
0.713 0.0317 1.65e-09 1.42e-09 1346.26 680.66 110.81 -0.7 3525172 0.00e+00 2.52e-15 6.29e+01 3.55e-07 -5.33e-03 1.78e-02
0.728 0.0326 1.56e-09 1.34e-09 1311.18 676.85 109.98 -0.7 3487746 0.00e+00 3.05e-15 7.64e+01 4.34e-07 -6.51e-03 1.88e-02
0.744 0.0335 1.49e-09 1.28e-09 1283.79 669.51 109.30 -0.7 3450717 0.00e+00 3.56e-15 9.00e+01 5.11e-07 -7.67e-03 1.96e-02
0.760 0.0344 1.43e-09 1.22e-09 1258.94 661.21 108.66 -0.7 3414081 0.00e+00 4.13e-15 1.05e+02 5.95e-07 -8.93e-03 2.03e-02
0.776 0.0353 1.36e-09 1.17e-09 1234.49 653.06 108.03 -0.7 3377834 0.00e+00 4.78e-15 1.23e+02 6.94e-07 -1.04e-02 2.11e-02
0.793 0.0362 1.30e-09 1.11e-09 1210.52 645.00 107.40 -0.7 3341973 0.00e+00 5.53e-15 1.43e+02 8.07e-07 -1.21e-02 2.19e-02
0.810 0.0372 1.24e-09 1.06e-09 1186.94 637.08 106.78 -0.7 3306491 0.00e+00 6.40e-15 1.67e+02 9.39e-07 -1.41e-02 2.27e-02
0.827 0.0381 1.19e-09 1.02e-09 1163.82 629.26 106.17 -0.7 3271387 0.00e+00 7.40e-15 1.95e+02 1.09e-06 -1.64e-02 2.36e-02
0.845 0.0391 1.14e-09 9.72e-10 1141.42 621.39 105.57 -0.7 3236655 0.00e+00 8.54e-15 2.27e+02 1.26e-06 -1.90e-02 2.45e-02
0.863 0.0402 1.09e-09 9.29e-10 1119.36 613.67 104.98 -0.7 3202292 0.00e+00 9.85e-15 2.64e+02 1.46e-06 -2.20e-02 2.53e-02
0.882 0.0412 1.04e-09 8.88e-10 1097.73 606.04 104.39 -0.7 3168294 0.00e+00 1.14e-14 3.06e+02 1.69e-06 -2.54e-02 2.63e-02
0.901 0.0423 9.92e-10 8.49e-10 1076.52 598.51 103.81 -0.7 3134657 0.00e+00 1.31e-14 3.56e+02 1.96e-06 -2.94e-02 2.72e-02
0.921 0.0434 9.48e-10 8.11e-10 1055.72 591.07 103.24 -0.7 3101377 0.00e+00 1.50e-14 4.12e+02 2.26e-06 -3.39e-02 2.81e-02
0.940 0.0445 9.06e-10 7.75e-10 1035.14 583.82 102.67 -0.7 3068450 0.00e+00 1.73e-14 4.78e+02 2.61e-06 -3.91e-02 2.91e-02
0.961 0.0457 8.65e-10 7.40e-10 1014.87 576.71 102.10 -0.7 3035873 0.00e+00 1.98e-14 5.54e+02 3.01e-06 -4.51e-02 3.01e-02
0.981 0.0469 8.27e-10 7.07e-10 995.07 569.66 101.54 -0.7 3003642 0.00e+00 2.28e-14 6.40e+02 3.46e-06 -5.19e-02 3.11e-02
1.003 0.0481 7.90e-10 6.76e-10 975.55 562.74 100.98 -0.7 2971753 0.00e+00 2.61e-14 7.40e+02 3.98e-06 -5.97e-02 3.21e-02
1.024 0.0494 7.55e-10 6.46e-10 956.48 555.88 100.43 -0.7 2940202 0.00e+00 2.98e-14 8.53e+02 4.57e-06 -6.86e-02 3.32e-02
1.046 0.0507 7.21e-10 6.17e-10 937.68 549.15 99.88 -0.7 2908986 0.00e+00 3.41e-14 9.83e+02 5.24e-06 -7.86e-02 3.42e-02
1.069 0.0520 6.88e-10 5.89e-10 919.14 542.57 99.33 -0.7 2878102 0.00e+00 3.89e-14 1.13e+03 6.01e-06 -9.01e-02 3.53e-02
1.092 0.0534 6.58e-10 5.63e-10 901.02 536.04 98.79 -0.7 2847546 0.00e+00 4.44e-14 1.30e+03 6.88e-06 -1.03e-01 3.63e-02
1.116 0.0548 6.28e-10 5.37e-10 883.16 529.65 98.25 -0.7 2817314 0.00e+00 5.06e-14 1.49e+03 7.86e-06 -1.18e-01 3.74e-02
1.140 0.0562 6.00e-10 5.13e-10 865.69 523.31 97.72 -0.7 2787403 0.00e+00 5.75e-14 1.71e+03 8.97e-06 -1.34e-01 3.85e-02
1.164 0.0577 5.73e-10 4.90e-10 848.54 517.06 97.19 -0.7 2757810 0.00e+00 6.53e-14 1.96e+03 1.02e-05 -1.53e-01 3.95e-02
1.189 0.0592 5.47e-10 4.68e-10 831.69 510.91 96.67 -0.7 2728531 0.00e+00 7.41e-14 2.24e+03 1.16e-05 -1.73e-01 4.06e-02
1.215 0.0608 5.22e-10 4.47e-10 815.07 504.90 96.14 -0.7 2699562 0.00e+00 8.40e-14 2.56e+03 1.32e-05 -1.96e-01 4.17e-02
1.241 0.0624 4.99e-10 4.27e-10 798.81 498.94 95.63 -0.7 2670902 0.00e+00 9.50e-14 2.92e+03 1.49e-05 -2.21e-01 4.28e-02
1.268 0.0641 4.76e-10 4.07e-10 782.84 493.08 95.11 -0.7 2642545 0.00e+00 1.07e-13 3.33e+03 1.68e-05 -2.48e-01 4.39e-02
1.295 0.0658 4.54e-10 3.89e-10 767.15 487.31 94.60 -0.7 2614490 0.00e+00 1.21e-13 3.79e+03 1.88e-05 -2.77e-01 4.50e-02
1.323 0.0675 4.34e-10 3.71e-10 751.80 481.59 94.09 -0.7 2586732 0.00e+00 1.37e-13 4.30e+03 2.10e-05 -3.08e-01 4.60e-02
1.352 0.0693 4.14e-10 3.54e-10 736.73 475.95 93.59 -0.7 2559269 0.00e+00 1.54e-13 4.88e+03 2.34e-05 -3.40e-01 4.71e-02
1.381 0.0711 3.95e-10 3.38e-10 721.91 470.42 93.09 -0.7 2532098 0.00e+00 1.73e-13 5.53e+03 2.58e-05 -3.73e-01 4.82e-02
1.411 0.0730 3.77e-10 3.23e-10 707.37 464.96 92.59 -0.7 2505215 0.00e+00 1.94e-13 6.26e+03 2.84e-05 -4.05e-01 4.92e-02
1.441 0.0749 3.60e-10 3.08e-10 693.11 459.57 92.09 -0.7 2478618 0.00e+00 2.18e-13 7.08e+03 -1.33e-05 -6.94e-01 5.03e-02
1.472 0.0769 3.44e-10 2.94e-10 679.12 454.25 91.60 -0.7 2452303 0.00e+00 2.44e-13 8.00e+03 -1.33e-05 -6.94e-01 5.13e-02
1.504 0.0790 3.28e-10 2.81e-10 665.44 448.98 91.11 -0.7 2426267 0.00e+00 2.73e-13 9.02e+03 -1.33e-05 -6.94e-01 5.23e-02
1.537 0.0813 3.11e-10 2.66e-10 649.02 445.83 90.53 -0.7 2400508 0.00e+00 3.12e-13 1.03e+04 -1.33e-05 -6.94e-01 5.37e-02
1.570 0.0838 2.93e-10 2.51e-10 630.69 444.33 89.86 -0.7 2375022 0.00e+00 3.61e-13 1.20e+04 -1.33e-05 -6.94e-01 5.52e-02
1.604 0.0863 2.77e-10 2.37e-10 612.85 442.85 89.21 -0.7 2349807 0.00e+00 4.17e-13 1.39e+04 -1.33e-05 -6.94e-01 5.68e-02
1.638 0.0890 2.61e-10 2.23e-10 595.56 441.35 88.55 -0.7 2324859 0.00e+00 4.81e-13 1.61e+04 -1.33e-05 -6.94e-01 5.83e-02
1.673 0.0917 2.46e-10 2.10e-10 578.73 439.87 87.91 -0.7 2300177 0.00e+00 5.53e-13 1.85e+04 -1.33e-05 -6.94e-01 5.98e-02
1.710 0.0946 2.32e-10 1.98e-10 562.38 438.40 87.27 -0.7 2275756 0.00e+00 6.34e-13 2.13e+04 -1.33e-05 -6.94e-01 6.12e-02
1.746 0.0975 2.18e-10 1.87e-10 546.47 436.94 86.63 -0.7 2251595 0.00e+00 7.27e-13 2.44e+04 -1.33e-05 -6.94e-01 6.27e-02
1.784 0.1005 2.06e-10 1.76e-10 531.05 435.46 86.00 -0.7 2227690 0.00e+00 8.30e-13 2.80e+04 -1.33e-05 -6.94e-01 6.41e-02
1.823 0.1036 1.94e-10 1.66e-10 516.04 434.01 85.37 -0.7 2204039 0.00e+00 9.46e-13 3.20e+04 -1.33e-05 -6.94e-01 6.54e-02
1.862 0.1068 1.83e-10 1.57e-10 501.45 432.55 84.75 -0.7 2180639 0.00e+00 1.08e-12 3.65e+04 -1.33e-05 -6.94e-01 6.67e-02
1.902 0.1101 1.72e-10 1.48e-10 487.26 431.12 84.13 -0.7 2157488 0.00e+00 1.22e-12 4.15e+04 -1.33e-05 -6.94e-01 6.80e-02
1.943 0.1135 1.63e-10 1.39e-10 473.51 429.67 83.52 -0.7 2134582 0.00e+00 1.39e-12 4.71e+04 -3.44e-05 -4.08e-01 6.92e-02
1.985 0.1170 1.53e-10 1.31e-10 460.12 428.24 82.91 -0.7 2111920 0.00e+00 1.57e-12 5.34e+04 -3.44e-05 -4.08e-01 7.04e-02
2.028 0.1206 1.44e-10 1.24e-10 447.11 426.81 82.31 -0.7 2089498 0.00e+00 1.77e-12 6.05e+04 -3.44e-05 -4.08e-01 7.15e-02
2.072 0.1243 1.36e-10 1.17e-10 434.48 425.38 81.71 -0.7 2067314 0.00e+00 2.00e-12 6.83e+04 -3.44e-05 -4.08e-01 7.26e-02
2.116 0.1281 1.28e-10 1.10e-10 422.18 423.97 81.12 -0.7 2045366 0.00e+00 2.25e-12 7.71e+04 -3.44e-05 -4.08e-01 7.37e-02
2.162 0.1320 1.21e-10 1.04e-10 410.26 422.54 80.53 -0.8 2023650 0.00e+00 2.52e-12 8.68e+04 -3.44e-05 -4.08e-01 7.47e-02
2.209 0.1361 1.14e-10 9.76e-11 398.66 421.13 79.95 -0.8 2002166 0.00e+00 2.83e-12 9.75e+04 -3.44e-05 -4.08e-01 7.56e-02
2.256 0.1403 1.08e-10 9.20e-11 387.39 419.73 79.37 -0.8 1980909 0.00e+00 3.17e-12 1.09e+05 -3.44e-05 -4.08e-01 7.65e-02
2.305 0.1446 1.01e-10 8.68e-11 376.44 418.32 78.79 -0.8 1959878 0.00e+00 3.54e-12 1.23e+05 -3.44e-05 -4.08e-01 7.74e-02
2.355 0.1491 9.56e-11 8.18e-11 365.79 416.94 78.22 -0.8 1939070 0.00e+00 3.96e-12 1.37e+05 -3.44e-05 -4.08e-01 7.82e-02
2.406 0.1532 9.09e-11 7.78e-11 357.51 413.15 77.77 -0.8 1918484 0.00e+00 4.33e-12 1.51e+05 -3.44e-05 -4.08e-01 7.87e-02
2.458 0.1575 8.65e-11 7.40e-11 349.53 409.26 77.32 -0.8 1898116 0.00e+00 4.73e-12 1.66e+05 -3.44e-05 -4.08e-01 7.91e-02
2.511 0.1618 8.23e-11 7.04e-11 341.74 405.40 76.88 -0.8 1877964 0.00e+00 5.16e-12 1.82e+05 -3.44e-05 -4.08e-01 7.95e-02
2.565 0.1663 7.83e-11 6.70e-11 334.12 401.58 76.44 -0.8 1858026 0.00e+00 5.62e-12 2.00e+05 -3.44e-05 -4.08e-01 7.99e-02
2.620 0.1709 7.45e-11 6.37e-11 326.67 397.79 76.00 -0.8 1838299 0.00e+00 5.45e-12 1.95e+05 -3.44e-05 -4.08e-01 7.57e-02
2.677 0.1756 7.08e-11 6.06e-11 319.38 394.05 75.57 -0.8 1818782 0.00e+00 5.00e-12 1.80e+05 -3.44e-05 -4.08e-01 6.98e-02
2.734 0.1805 6.74e-11 5.77e-11 312.25 390.35 75.14 -0.8 1799473 0.00e+00 4.71e-12 1.71e+05 -3.44e-05 -4.08e-01 6.51e-02
