#1:r 2:H 3:Rho0 4:RhoMean 5:S 6:Tc 7:Te 8:Vr 9:Vphi 10:tauR 11:x 12:s_e 13:B_r 14:B_phi 15:B_z
2.793 0.1854 6.43e-11 5.50e-11 305.73 386.11 74.74 -0.8 1780368 0.00e+00 4.42e-12 1.61e+05 -3.44e-05 -4.08e-01 6.08e-02
2.854 0.1903 6.13e-11 5.25e-11 299.57 381.63 74.35 -0.8 1761466 0.00e+00 4.17e-12 1.54e+05 -3.44e-05 -4.08e-01 5.70e-02
2.915 0.1953 5.85e-11 5.01e-11 293.54 377.19 73.97 -0.8 1742765 0.00e+00 4.01e-12 1.49e+05 -3.44e-05 -4.08e-01 5.39e-02
2.978 0.2005 5.59e-11 4.78e-11 287.64 372.81 73.59 -0.8 1724262 0.00e+00 3.90e-12 1.46e+05 -3.44e-05 -4.08e-01 5.12e-02
3.042 0.2058 5.33e-11 4.56e-11 281.85 368.47 73.21 -0.8 1705956 0.00e+00 3.83e-12 1.44e+05 -3.44e-05 -4.08e-01 4.90e-02
3.108 0.2113 5.09e-11 4.36e-11 276.17 364.20 72.83 -0.8 1687844 0.00e+00 3.80e-12 1.44e+05 -3.44e-05 -4.08e-01 4.70e-02
3.175 0.2169 4.86e-11 4.16e-11 270.64 359.93 72.46 -0.8 1669925 0.00e+00 3.78e-12 1.45e+05 -3.44e-05 -4.08e-01 4.52e-02
3.244 0.2226 4.64e-11 3.97e-11 265.20 355.74 72.09 -0.8 1652196 0.00e+00 3.79e-12 1.46e+05 -3.44e-05 -4.08e-01 4.37e-02
3.314 0.2285 4.43e-11 3.79e-11 259.88 351.59 71.72 -0.8 1634654 0.00e+00 3.82e-12 1.49e+05 -3.44e-05 -4.08e-01 4.23e-02
3.385 0.2346 4.23e-11 3.62e-11 254.67 347.46 71.35 -0.8 1617300 0.00e+00 3.86e-12 1.51e+05 -3.44e-05 -4.08e-01 4.10e-02
3.458 0.2408 4.04e-11 3.45e-11 249.56 343.41 70.99 -0.8 1600129 0.00e+00 3.92e-12 1.55e+05 -3.44e-05 -4.08e-01 3.98e-02
3.533 0.2472 3.85e-11 3.30e-11 244.55 339.40 70.63 -0.8 1583141 0.00e+00 3.99e-12 1.59e+05 -3.44e-05 -4.08e-01 3.88e-02
3.609 0.2537 3.68e-11 3.15e-11 239.67 335.40 70.27 -0.8 1566333 0.00e+00 4.07e-12 1.63e+05 -3.44e-05 -4.08e-01 3.78e-02
3.687 0.2604 3.51e-11 3.01e-11 234.87 331.47 69.91 -0.8 1549703 0.00e+00 4.17e-12 1.68e+05 -3.44e-05 -4.08e-01 3.68e-02
3.766 0.2673 3.35e-11 2.87e-11 230.18 327.56 69.56 -0.8 1533250 0.00e+00 4.27e-12 1.74e+05 -3.44e-05 -4.08e-01 3.60e-02
3.848 0.2744 3.20e-11 2.74e-11 225.59 323.69 69.20 -0.8 1516972 0.00e+00 4.38e-12 1.80e+05 -3.44e-05 -4.08e-01 3.51e-02
3.931 0.2816 3.06e-11 2.62e-11 221.09 319.88 68.85 -0.8 1500867 0.00e+00 4.51e-12 1.87e+05 -3.44e-05 -4.08e-01 3.44e-02
4.015 0.2891 2.92e-11 2.50e-11 216.67 316.11 68.50 -0.8 1484932 0.00e+00 4.65e-12 1.94e+05 -3.44e-05 -4.08e-01 3.36e-02
4.102 0.2967 2.79e-11 2.39e-11 212.39 312.32 68.16 -0.8 1469167 0.00e+00 4.79e-12 2.01e+05 -3.44e-05 -4.08e-01 3.29e-02
4.191 0.3045 2.66e-11 2.28e-11 208.18 308.60 67.82 -0.8 1453569 0.00e+00 4.94e-12 2.09e+05 1.08e-05 -8.17e-02 3.23e-02
4.281 0.3125 2.54e-11 2.18e-11 204.06 304.91 67.48 -0.8 1438137 0.00e+00 5.10e-12 2.18e+05 1.08e-05 -8.17e-02 3.17e-02
4.373 0.3208 2.43e-11 2.08e-11 200.01 301.28 67.14 -0.8 1422869 0.00e+00 5.28e-12 2.27e+05 1.08e-05 -8.17e-02 3.11e-02
4.468 0.3292 2.32e-11 1.98e-11 196.05 297.68 66.80 -0.8 1407762 0.00e+00 5.46e-12 2.37e+05 1.08e-05 -8.17e-02 3.05e-02
4.564 0.3380 2.21e-11 1.89e-11 192.08 294.25 66.46 -0.8 1392816 0.00e+00 5.67e-12 2.48e+05 1.08e-05 -8.17e-02 2.99e-02
4.663 0.3472 2.11e-11 1.80e-11 187.98 291.20 66.10 -0.8 1378029 0.00e+00 5.93e-12 2.61e+05 1.08e-05 -8.17e-02 2.95e-02
4.763 0.3566 2.01e-11 1.72e-11 183.97 288.17 65.74 -0.8 1363399 0.00e+00 6.19e-12 2.75e+05 1.08e-05 -8.17e-02 2.90e-02
4.866 0.3663 1.92e-11 1.64e-11 180.05 285.16 65.38 -0.8 1348924 0.00e+00 6.47e-12 2.89e+05 1.08e-05 -8.17e-02 2.86e-02
4.971 0.3762 1.82e-11 1.56e-11 176.22 282.18 65.03 -0.8 1334602 0.00e+00 6.77e-12 3.04e+05 1.08e-05 -8.17e-02 2.81e-02
5.078 0.3864 1.74e-11 1.49e-11 172.45 279.25 64.68 -0.8 1320433 0.00e+00 7.08e-12 3.21e+05 1.08e-05 -8.17e-02 2.77e-02
5.188 0.3969 1.66e-11 1.42e-11 168.76 276.37 64.33 -0.8 1306414 0.00e+00 7.41e-12 3.38e+05 1.08e-05 -8.17e-02 2.73e-02
5.300 0.4077 1.58e-11 1.35e-11 165.15 273.51 63.98 -0.8 1292544 0.00e+00 7.75e-12 3.56e+05 1.08e-05 -8.17e-02 2.69e-02
5.414 0.4188 1.50e-11 1.29e-11 161.61 270.69 63.63 -0.8 1278822 0.00e+00 8.12e-12 3.75e+05 1.08e-05 -8.17e-02 2.65e-02
5.531 0.4302 1.43e-11 1.23e-11 158.14 267.93 63.29 -0.8 1265245 0.00e+00 8.51e-12 3.96e+05 1.08e-05 -8.17e-02 2.61e-02
5.650 0.4419 1.36e-11 1.17e-11 154.74 265.19 62.94 -0.8 1251812 0.00e+00 8.91e-12 4.18e+05 1.08e-05 -8.17e-02 2.58e-02
5.772 0.4540 1.30e-11 1.11e-11 151.41 262.47 62.60 -0.8 1238522 0.00e+00 9.34e-12 4.41e+05 1.08e-05 -8.17e-02 2.54e-02
5.897 0.4663 1.24e-11 1.06e-11 148.16 259.77 62.26 -0.8 1225372 0.00e+00 9.79e-12 4.65e+05 1.08e-05 -8.17e-02 2.50e-02
6.024 0.4790 1.18e-11 1.01e-11 144.98 257.10 61.92 -0.8 1212363 0.00e+00 1.03e-11 4.91e+05 1.08e-05 -8.17e-02 2.47e-02
6.154 0.4915 1.13e-11 9.64e-12 142.21 253.86 61.62 -0.8 1199491 0.00e+00 1.07e-11 5.14e+05 1.08e-05 -8.17e-02 2.43e-02
6.287 0.5042 1.08e-11 9.22e-12 139.51 250.62 61.33 -0.8 1186757 0.00e+00 1.11e-11 5.39e+05 1.08e-05 -8.17e-02 2.39e-02
6.422 0.5173 1.03e-11 8.82e-12 136.85 247.42 61.03 -0.8 1174157 0.00e+00 1.15e-11 5.65e+05 1.08e-05 -8.17e-02 2.35e-02
6.561 0.5307 9.85e-12 8.43e-12 134.25 244.28 60.74 -0.8 1161691 0.00e+00 1.20e-11 5.92e+05 1.08e-05 -8.17e-02 2.32e-02
6.703 0.5445 9.42e-12 8.06e-12 131.69 241.18 60.45 -0.8 1149358 0.00e+00 1.24e-11 6.21e+05 1.08e-05 -8.17e-02 2.28e-02
6.847 0.5586 9.01e-12 7.71e-12 129.20 238.07 60.16 -0.8 1137155 0.00e+00 1.29e-11 6.51e+05 1.08e-05 -8.17e-02 2.24e-02
6.995 0.5730 8.62e-12 7.38e-12 126.78 234.97 59.88 -0.8 1125082 0.00e+00 1.35e-11 6.83e+05 1.08e-05 -8.17e-02 2.21e-02
7.146 0.5878 8.25e-12 7.06e-12 124.41 231.91 59.59 -0.8 1113138 0.00e+00 1.40e-11 7.16e+05 1.08e-05 -8.17e-02 2.18e-02
7.300 0.6029 7.89e-12 6.75e-12 122.08 228.89 59.31 -0.8 1101320 0.00e+00 1.46e-11 7.52e+05 1.08e-05 -8.17e-02 2.14e-02
7.457 0.6185 7.55e-12 6.46e-12 119.80 225.90 59.03 -0.7 1089627 0.00e+00 1.51e-11 7.89e+05 1.08e-05 -8.17e-02 2.11e-02
7.618 0.6344 7.22e-12 6.18e-12 117.56 222.94 58.75 -0.7 1078059 0.00e+00 1.58e-11 8.28e+05 1.08e-05 -8.17e-02 2.08e-02
7.783 0.6507 6.91e-12 5.91e-12 115.40 219.96 58.48 -0.7 1066613 0.00e+00 1.64e-11 8.68e+05 1.08e-05 -8.17e-02 2.05e-02
7.951 0.6673 6.61e-12 5.66e-12 113.28 217.02 58.21 -0.7 1055289 0.00e+00 1.70e-11 9.11e+05 1.08e-05 -8.17e-02 2.02e-02
8.122 0.6844 6.33e-12 5.42e-12 111.19 214.12 57.94 -0.7 1044085 0.00e+00 1.77e-11 9.56e+05 1.08e-05 -8.17e-02 1.99e-02
8.297 0.7020 6.06e-12 5.18e-12 109.14 211.26 57.67 -0.7 1033000 0.00e+00 1.84e-11 1.00e+06 1.08e-05 -8.17e-02 1.96e-02
8.477 0.7199 5.80e-12 4.96e-12 107.14 208.44 57.40 -0.7 1022033 0.00e+00 1.92e-11 1.05e+06 1.08e-05 -8.17e-02 1.93e-02
8.659 0.7382 5.55e-12 4.75e-12 105.21 205.57 57.14 -0.7 1011182 0.00e+00 2.00e-11 1.11e+06 1.08e-05 -8.17e-02 1.90e-02
8.846 0.7570 5.32e-12 4.55e-12 103.30 202.76 56.88 -0.7 1000447 0.00e+00 2.08e-11 1.16e+06 1.08e-05 -8.17e-02 1.88e-02
9.037 0.7763 5.09e-12 4.36e-12 101.44 199.98 56.62 -0.7 989825 0.00e+00 2.16e-11 1.22e+06 1.08e-05 -8.17e-02 1.85e-02
9.232 0.7961 4.87e-12 4.17e-12 99.60 197.25 56.36 -0.7 979317 0.00e+00 2.25e-11 1.28e+06 1.08e-05 -8.17e-02 1.82e-02
9.431 0.8163 4.67e-12 3.99e-12 97.81 194.54 56.11 -0.7 968919 0.00e+00 2.34e-11 1.34e+06 1.08e-05 -8.17e-02 1.80e-02
9.635 0.8369 4.47e-12 3.83e-12 96.08 191.81 55.86 -0.7 958632 0.00e+00 2.43e-11 1.41e+06 1.08e-05 -8.17e-02 1.77e-02
9.843 0.8580 4.28e-12 3.67e-12 94.37 189.11 55.61 -0.7 948455 0.00e+00 2.53e-11 1.48e+06 1.08e-05 -8.17e-02 1.74e-02
10.055 0.8797 4.10e-12 3.51e-12 92.70 186.47 55.36 -0.7 938385 0.00e+00 2.63e-11 1.55e+06 1.08e-05 -8.17e-02 1.72e-02
10.272 0.9020 3.93e-12 3.37e-12 91.06 183.84 55.11 -0.7 928423 0.00e+00 2.73e-11 1.63e+06 1.08e-05 -8.17e-02 1.70e-02
10.494 0.9247 3.77e-12 3.22e-12 89.45 181.24 54.87 -0.7 918566 0.00e+00 2.84e-11 1.71e+06 1.08e-05 -8.17e-02 1.67e-02
10.720 0.9479 3.61e-12 3.09e-12 87.89 178.65 54.63 -0.7 908813 0.00e+00 2.96e-11 1.79e+06 1.08e-05 -8.17e-02 1.65e-02
10.951 0.9717 3.46e-12 2.96e-12 86.36 176.08 54.39 -0.7 899165 0.00e+00 3.07e-11 1.88e+06 1.08e-05 -8.17e-02 1.63e-02
11.188 0.9961 3.32e-12 2.84e-12 84.86 173.54 54.15 -0.7 889619 0.00e+00 3.20e-11 1.98e+06 1.08e-05 -8.17e-02 1.60e-02
11.429 1.0211 3.18e-12 2.72e-12 83.39 171.05 53.91 -0.7 880174 0.00e+00 3.32e-11 2.07e+06 1.08e-05 -8.17e-02 1.58e-02
11.676 1.0466 3.05e-12 2.61e-12 81.95 168.57 53.68 -0.7 870829 0.00e+00 3.46e-11 2.18e+06 1.08e-05 -8.17e-02 1.56e-02
11.928 1.0727 2.93e-12 2.50e-12 80.55 166.09 53.45 -0.7 861584 0.00e+00 3.59e-11 2.28e+06 1.08e-05 -8.17e-02 1.54e-02
12.185 1.0995 2.81e-12 2.40e-12 79.17 163.66 53.22 -0.7 852436 0.00e+00 3.73e-11 2.40e+06 1.08e-05 -8.17e-02 1.52e-02
12.448 1.1269 2.69e-12 2.30e-12 77.82 161.25 52.99 -0.7 843386 0.00e+00 3.88e-11 2.52e+06 1.08e-05 -8.17e-02 1.50e-02
12.716 1.1550 2.58e-12 2.21e-12 76.49 158.88 52.76 -0.7 834432 0.00e+00 4.04e-11 2.64e+06 1.08e-05 -8.17e-02 1.48e-02
12.991 1.1837 2.47e-12 2.12e-12 75.19 156.54 52.53 -0.7 825573 0.00e+00 4.20e-11 2.77e+06 1.08e-05 -8.17e-02 1.45e-02
13.271 1.2132 2.37e-12 2.03e-12 73.91 154.23 52.31 -0.7 816808 0.00e+00 4.36e-11 2.91e+06 1.08e-05 -8.17e-02 1.44e-02
13.557 1.2434 2.28e-12 1.95e-12 72.65 151.95 52.08 -0.7 808136 0.00e+00 4.54e-11 3.06e+06 1.08e-05 -8.17e-02 1.42e-02
13.850 1.2743 2.18e-12 1.87e-12 71.42 149.70 51.86 -0.7 799556 0.00e+00 4.72e-11 3.21e+06 1.08e-05 -8.17e-02 1.40e-02
14.149 1.3072 2.09e-12 1.79e-12 70.08 147.77 51.62 -0.7 791068 0.00e+00 4.97e-11 3.41e+06 1.08e-05 -8.17e-02 1.38e-02
14.454 1.3466 1.97e-12 1.69e-12 68.19 147.08 51.26 -0.7 782669 0.00e+00 5.31e-11 3.65e+06 1.08e-05 -8.17e-02 1.37e-02
14.766 1.3872 1.86e-12 1.59e-12 66.35 146.39 50.91 -0.7 774359 0.00e+00 5.67e-11 3.91e+06 1.08e-05 -8.17e-02 1.36e-02
15.085 1.4289 1.76e-12 1.51e-12 64.56 145.70 50.57 -0.7 766138 0.00e+00 6.06e-11 4.19e+06 1.08e-05 -8.17e-02 1.34e-02
15.410 1.4720 1.66e-12 1.42e-12 62.82 145.02 50.22 -0.7 758004 0.00e+00 6.46e-11 4.49e+06 1.08e-05 -8.17e-02 1.33e-02
15.743 1.5163 1.57e-12 1.34e-12 61.13 144.34 49.88 -0.7 749957 0.00e+00 6.90e-11 4.80e+06 1.08e-05 -8.17e-02 1.31e-02
16.082 1.5619 1.48e-12 1.27e-12 59.48 143.66 49.54 -0.7 741995 0.00e+00 7.36e-11 5.14e+06 1.08e-05 -8.17e-02 1.30e-02
16.429 1.6090 1.40e-12 1.20e-12 57.88 142.99 49.20 -0.7 734117 0.00e+00 7.85e-11 5.50e+06 1.08e-05 -8.17e-02 1.28e-02
16.784 1.6572 1.32e-12 1.13e-12 56.34 142.27 48.87 -0.7 726323 0.00e+00 8.37e-11 5.88e+06 1.08e-05 -8.17e-02 1.27e-02
17.146 1.7068 1.25e-12 1.07e-12 54.84 141.56 48.54 -0.7 718612 0.00e+00 8.92e-11 6.29e+06 1.08e-05 -8.17e-02 1.26e-02
17.516 1.7579 1.18e-12 1.01e-12 53.38 140.84 48.22 -0.7 710982 0.00e+00 9.51e-11 6.72e+06 1.08e-05 -8.17e-02 1.24e-02
17.894 1.8104 1.12e-12 9.57e-13 51.96 140.12 47.90 -0.7 703434 0.00e+00 1.01e-10 7.18e+06 1.08e-05 -8.17e-02 1.23e-02
18.280 1.8641 1.06e-12 9.05e-13 50.61 139.34 47.58 -0.7 695966 0.00e+00 1.08e-10 7.67e+06 1.08e-05 -8.17e-02 1.21e-02
18.674 1.9174 1.00e-12 8.59e-13 49.39 138.27 47.29 -0.7 688577 0.00e+00 1.14e-10 8.17e+06 1.08e-05 -8.17e-02 1.20e-02
19.077 1.9655 9.62e-13 8.23e-13 48.53 136.28 47.09 -0.7 681266 0.00e+00 1.20e-10 8.64e+06 1.08e-05 -8.17e-02 1.19e-02
19.489 2.0150 9.22e-13 7.89e-13 47.68 134.35 46.88 -0.7 674033 0.00e+00 1.25e-10 9.13e+06 1.08e-05 -8.17e-02 1.18e-02
19.909 2.0676 8.81e-13 7.54e-13 46.76 132.68 46.65 -0.7 666877 0.00e+00 1.32e-10 9.68e+06 1.08e-05 -8.17e-02 1.16e-02
20.339 2.1233 8.40e-13 7.19e-13 45.78 131.25 46.40 -0.7 659797 0.00e+00 1.39e-10 1.03e+07 1.08e-05 -8.17e-02 1.15e-02
20.778 2.1820 7.99e-13 6.84e-13 44.76 130.01 46.14 -0.7 652792 0.00e+00 1.47e-10 1.09e+07 1.08e-05 -8.17e-02 1.14e-02
21.226 2.2438 7.59e-13 6.49e-13 43.70 128.95 45.87 -0.7 645862 0.00e+00 1.55e-10 1.16e+07 1.08e-05 -8.17e-02 1.13e-02
21.684 2.3004 7.27e-13 6.22e-13 42.93 127.12 45.66 -0.7 639005 0.00e+00 1.63e-10 1.23e+07 1.08e-05 -8.17e-02 1.11e-02
22.152 2.3574 6.98e-13 5.97e-13 42.22 125.22 45.47 -0.7 632220 0.00e+00 1.70e-10 1.30e+07 1.08e-05 -8.17e-02 1.10e-02
22.630 2.4156 6.70e-13 5.73e-13 41.51 123.32 45.28 -0.7 625508 0.00e+00 1.78e-10 1.37e+07 1.08e-05 -8.17e-02 1.09e-02
23.118 2.4754 6.42e-13 5.50e-13 40.82 121.47 45.09 -0.7 618867 0.00e+00 1.86e-10 1.44e+07 1.08e-05 -8.17e-02 1.08e-02
23.617 2.5366 6.16e-13 5.27e-13 40.14 119.64 44.90 -0.7 612297 0.00e+00 1.94e-10 1.52e+07 1.08e-05 -8.17e-02 1.07e-02
24.127 2.5991 5.92e-13 5.06e-13 39.47 117.82 44.71 -0.7 605796 0.00e+00 2.03e-10 1.61e+07 1.08e-05 -8.17e-02 1.06e-02
24.647 2.6632 5.68e-13 4.86e-13 38.82 116.03 44.53 -0.7 599365 0.00e+00 2.12e-10 1.70e+07 1.08e-05 -8.17e-02 1.04e-02
25.179 2.7289 5.45e-13 4.66e-13 38.18 114.26 44.34 -0.7 593001 0.00e+00 2.22e-10 1.79e+07 1.08e-05 -8.17e-02 1.03e-02
25.722 2.7962 5.23e-13 4.48e-13 37.54 112.53 44.16 -0.7 586706 0.00e+00 2.32e-10 1.89e+07 1.11e-05 -8.04e-02 1.02e-02
26.277 2.8651 5.02e-13 4.30e-13 36.92 110.81 43.97 -0.7 580477 0.00e+00 2.42e-10 1.99e+07 1.14e-05 -7.92e-02 1.01e-02
26.844 2.9357 4.82e-13 4.12e-13 36.31 109.12 43.79 -0.7 574314 0.00e+00 2.53e-10 2.10e+07 1.15e-05 -7.80e-02 1.00e-02
27.423 3.0079 4.63e-13 3.96e-13 35.72 107.45 43.61 -0.7 568216 0.00e+00 2.64e-10 2.22e+07 1.18e-05 -7.69e-02 9.90e-03
28.015 3.0820 4.44e-13 3.80e-13 35.13 105.81 43.43 -0.7 562184 0.00e+00 2.76e-10 2.34e+07 1.18e-05 -7.57e-02 9.80e-03
28.620 3.1578 4.26e-13 3.65e-13 34.55 104.19 43.25 -0.7 556215 0.00e+00 2.89e-10 2.47e+07 1.21e-05 -7.46e-02 9.69e-03
29.237 3.2355 4.09e-13 3.50e-13 33.98 102.59 43.07 -0.7 550310 0.00e+00 3.01e-10 2.61e+07 1.19e-05 -7.34e-02 9.59e-03
29.868 3.3149 3.93e-13 3.36e-13 33.42 101.01 42.89 -0.7 544467 0.00e+00 3.15e-10 2.75e+07 1.20e-05 -7.23e-02 9.49e-03
30.512 3.3964 3.77e-13 3.23e-13 32.87 99.46 42.71 -0.7 538687 0.00e+00 3.29e-10 2.90e+07 1.18e-05 -7.12e-02 9.38e-03
31.171 3.4801 3.62e-13 3.10e-13 32.33 97.94 42.54 -0.7 532968 0.00e+00 3.43e-10 3.06e+07 1.17e-05 -7.01e-02 9.28e-03
31.843 3.5655 3.47e-13 2.97e-13 31.80 96.44 42.36 -0.7 527309 0.00e+00 3.59e-10 3.22e+07 1.20e-05 -6.90e-02 9.18e-03
32.530 3.6530 3.34e-13 2.85e-13 31.28 94.95 42.19 -0.7 521711 0.00e+00 3.74e-10 3.40e+07 1.20e-05 -6.80e-02 9.08e-03
33.232 3.7427 3.20e-13 2.74e-13 30.77 93.49 42.01 -0.7 516172 0.00e+00 3.91e-10 3.58e+07 1.20e-05 -6.69e-02 8.98e-03
33.949 3.8347 3.07e-13 2.63e-13 30.27 92.05 41.84 -0.7 510692 0.00e+00 4.08e-10 3.78e+07 1.20e-05 -6.59e-02 8.89e-03
34.682 3.9289 2.95e-13 2.53e-13 29.77 90.63 41.67 -0.6 505270 0.00e+00 4.26e-10 3.98e+07 1.20e-05 -6.49e-02 8.79e-03
35.430 4.0254 2.83e-13 2.43e-13 29.29 89.24 41.50 -0.6 499906 0.00e+00 4.45e-10 4.20e+07 1.19e-05 -6.38e-02 8.69e-03
36.195 4.1242 2.72e-13 2.33e-13 28.81 87.86 41.33 -0.6 494598 0.00e+00 4.65e-10 4.42e+07 1.20e-05 -6.28e-02 8.60e-03
36.975 4.2254 2.61e-13 2.24e-13 28.34 86.51 41.16 -0.6 489347 0.00e+00 4.85e-10 4.66e+07 1.20e-05 -6.18e-02 8.50e-03
37.773 4.3291 2.51e-13 2.15e-13 27.87 85.17 40.99 -0.6 484152 0.00e+00 5.06e-10 4.91e+07 1.20e-05 -6.09e-02 8.41e-03
38.588 4.4355 2.41e-13 2.06e-13 27.42 83.86 40.82 -0.6 479012 0.00e+00 5.28e-10 5.18e+07 1.20e-05 -5.99e-02 8.32e-03
39.421 4.5443 2.31e-13 1.98e-13 26.97 82.57 40.65 -0.6 473926 0.00e+00 5.52e-10 5.46e+07 1.20e-05 -5.89e-02 8.23e-03
40.271 4.6558 2.22e-13 1.90e-13 26.53 81.29 40.48 -0.6 468895 0.00e+00 5.76e-10 5.75e+07 1.20e-05 -5.80e-02 8.14e-03
41.140 4.7701 2.13e-13 1.82e-13 26.09 80.04 40.32 -0.6 463916 0.00e+00 6.01e-10 6.06e+07 1.20e-05 -5.71e-02 8.05e-03
42.028 4.8873 2.05e-13 1.75e-13 25.67 78.80 40.15 -0.6 458991 0.00e+00 6.27e-10 6.39e+07 1.20e-05 -5.61e-02 7.96e-03
42.935 5.0074 1.96e-13 1.68e-13 25.25 77.59 39.99 -0.6 454118 0.00e+00 6.55e-10 6.73e+07 1.20e-05 -5.52e-02 7.87e-03
43.861 5.1303 1.89e-13 1.61e-13 24.83 76.40 39.82 -0.6 449297 0.00e+00 6.83e-10 7.09e+07 1.20e-05 -5.43e-02 7.78e-03
44.808 5.2563 1.81e-13 1.55e-13 24.43 75.22 39.66 -0.6 444527 0.00e+00 7.13e-10 7.47e+07 1.20e-05 -5.34e-02 7.70e-03
45.774 5.3855 1.74e-13 1.49e-13 24.03 74.07 39.49 -0.6 439807 0.00e+00 7.44e-10 7.87e+07 1.21e-05 -5.26e-02 7.61e-03
46.762 5.5178 1.67e-13 1.43e-13 23.63 72.93 39.33 -0.6 435138 0.00e+00 7.76e-10 8.29e+07 1.21e-05 -5.17e-02 7.53e-03
47.771 5.6534 1.60e-13 1.37e-13 23.24 71.81 39.17 -0.6 430518 0.00e+00 8.10e-10 8.74e+07 1.21e-05 -5.08e-02 7.44e-03
48.802 5.7924 1.54e-13 1.32e-13 22.86 70.70 39.01 -0.6 425947 0.00e+00 8.46e-10 9.21e+07 1.21e-05 -5.00e-02 7.36e-03
49.855 5.9351 1.48e-13 1.26e-13 22.49 69.63 38.85 -0.6 421425 0.00e+00 8.83e-10 9.70e+07 1.21e-05 -4.92e-02 7.28e-03
50.931 6.0810 1.42e-13 1.21e-13 22.12 68.56 38.68 -0.6 416951 0.00e+00 9.21e-10 1.02e+08 1.21e-05 -4.84e-02 7.20e-03
52.029 6.2307 1.36e-13 1.16e-13 21.75 67.51 38.52 -0.6 412524 0.00e+00 9.61e-10 1.08e+08 1.21e-05 -4.75e-02 7.11e-03
53.152 6.3841 1.31e-13 1.12e-13 21.39 66.48 38.36 -0.6 408145 0.00e+00 1.00e-09 1.13e+08 1.22e-05 -4.68e-02 7.03e-03
54.299 6.5414 1.25e-13 1.07e-13 21.04 65.47 38.20 -0.6 403811 0.00e+00 1.05e-09 1.19e+08 1.22e-05 -4.60e-02 6.95e-03
55.470 6.7027 1.20e-13 1.03e-13 20.69 64.47 38.05 -0.6 399524 0.00e+00 1.09e-09 1.26e+08 1.22e-05 -4.52e-02 6.88e-03
56.667 6.8681 1.15e-13 9.88e-14 20.35 63.49 37.89 -0.6 395283 0.00e+00 1.14e-09 1.33e+08 1.22e-05 -4.44e-02 6.80e-03
57.890 7.0375 1.11e-13 9.48e-14 20.01 62.53 37.73 -0.6 391086 0.00e+00 1.19e-09 1.40e+08 1.22e-05 -4.37e-02 6.72e-03
59.139 7.2112 1.06e-13 9.10e-14 19.68 61.58 37.57 -0.6 386934 0.00e+00 1.24e-09 1.47e+08 1.23e-05 -4.29e-02 6.65e-03
60.415 7.3894 1.02e-13 8.73e-14 19.35 60.65 37.41 -0.6 382826 0.00e+00 1.30e-09 1.55e+08 1.23e-05 -4.22e-02 6.57e-03
61.719 7.5723 9.79e-14 8.38e-14 19.03 59.74 37.26 -0.6 378761 0.00e+00 1.35e-09 1.63e+08 1.23e-05 -4.15e-02 6.50e-03
63.050 7.7595 9.39e-14 8.04e-14 18.71 58.84 37.10 -0.6 374740 0.00e+00 1.41e-09 1.72e+08 1.23e-05 -4.08e-02 6.42e-03
64.411 7.9514 9.01e-14 7.71e-14 18.40 57.95 36.94 -0.6 370762 0.00e+00 1.47e-09 1.81e+08 1.24e-05 -4.01e-02 6.35e-03
65.801 8.1485 8.65e-14 7.40e-14 18.09 57.08 36.79 -0.6 366825 0.00e+00 1.54e-09 1.91e+08 1.24e-05 -3.94e-02 6.28e-03
67.220 8.3506 8.30e-14 7.10e-14 17.78 56.23 36.63 -0.6 362931 0.00e+00 1.61e-09 2.01e+08 1.24e-05 -3.86e-02 6.20e-03
68.671 8.5579 7.96e-14 6.81e-14 17.48 55.39 36.48 -0.6 359078 0.00e+00 1.68e-09 2.11e+08 1.24e-05 -3.80e-02 6.13e-03
70.152 8.7705 7.63e-14 6.53e-14 17.19 54.57 36.32 -0.6 355265 0.00e+00 1.75e-09 2.23e+08 1.25e-05 -3.73e-02 6.06e-03
71.666 8.9884 7.32e-14 6.27e-14 16.90 53.76 36.17 -0.6 351494 0.00e+00 1.83e-09 2.35e+08 1.25e-05 -3.67e-02 5.99e-03
73.212 9.2122 7.02e-14 6.01e-14 16.61 52.97 36.01 -0.6 347762 0.00e+00 1.91e-09 2.47e+08 1.25e-05 -3.61e-02 5.92e-03
74.792 9.4415 6.74e-14 5.76e-14 16.33 52.19 35.86 -0.5 344070 0.00e+00 1.99e-09 2.60e+08 1.26e-05 -3.54e-02 5.85e-03
76.406 9.6770 6.46e-14 5.53e-14 16.05 51.42 35.70 -0.5 340417 0.00e+00 2.08e-09 2.74e+08 1.26e-05 -3.48e-02 5.79e-03
78.054 9.9186 6.20e-14 5.30e-14 15.77 50.67 35.55 -0.5 336803 0.00e+00 2.17e-09 2.89e+08 1.26e-05 -3.42e-02 5.72e-03
79.738 10.1664 5.94e-14 5.08e-14 15.50 49.93 35.40 -0.5 333227 0.00e+00 2.27e-09 3.04e+08 1.27e-05 -3.36e-02 5.65e-03
81.459 10.4208 5.70e-14 4.87e-14 15.23 49.21 35.24 -0.5 329689 0.00e+00 2.37e-09 3.20e+08 1.27e-05 -3.30e-02 5.59e-03
83.217 10.6820 5.46e-14 4.67e-14 14.97 48.50 35.09 -0.5 326189 0.00e+00 2.47e-09 3.38e+08 1.27e-05 -3.24e-02 5.52e-03
