#1:r  2:H   3:Rho0    4:RhoMean 5:S   6:Tc  7:Te  8:Vr  9:Vphi   10:tauR	11:x	12:s_e	13:B_r	14:B_phi	15:B_z
0.100	0.0025	1.81e-07	1.55e-07	11544.15	1510.40	424.28	-0.6	9411180	0.00e+00	9.44e-11	1.37e+06 2.43e-02	1.01e+02	7.72e+01
0.102	0.0026	1.70e-07	1.46e-07	11195.20	1508.40	416.83	-0.6	9311264	0.00e+00	9.46e-11	1.38e+06 2.45e-02	9.91e+01	7.49e+01
0.104	0.0026	1.60e-07	1.37e-07	10856.81	1506.39	409.49	-0.6	9212408	0.00e+00	9.48e-11	1.38e+06 2.48e-02	9.71e+01	7.26e+01
0.107	0.0027	1.50e-07	1.29e-07	10529.34	1504.29	402.33	-0.6	9114601	0.00e+00	9.48e-11	1.38e+06 2.50e-02	9.51e+01	7.04e+01
0.109	0.0028	1.41e-07	1.21e-07	10211.77	1502.20	395.31	-0.6	9017833	0.00e+00	9.48e-11	1.38e+06 2.52e-02	9.31e+01	6.83e+01
0.111	0.0029	1.33e-07	1.14e-07	9903.79	1500.10	388.38	-0.6	8922092	0.00e+00	9.47e-11	1.38e+06 2.54e-02	9.11e+01	6.62e+01
0.114	0.0030	1.25e-07	1.07e-07	9605.12	1498.00	381.57	-0.6	8827368	0.00e+00	9.47e-11	1.38e+06 2.56e-02	8.92e+01	6.43e+01
0.116	0.0031	1.17e-07	1.00e-07	9315.48	1495.90	374.89	-0.6	8733650	0.00e+00	9.47e-11	1.38e+06 2.58e-02	8.73e+01	6.23e+01
0.119	0.0032	1.10e-07	9.44e-08	9035.16	1493.71	368.36	-0.6	8640926	0.00e+00	9.45e-11	1.38e+06 2.59e-02	8.54e+01	6.04e+01
0.121	0.0033	1.04e-07	8.88e-08	8763.30	1491.52	361.96	-0.6	8549187	0.00e+00	9.43e-11	1.38e+06 2.61e-02	8.35e+01	5.86e+01
0.124	0.0034	9.75e-08	8.35e-08	8499.64	1489.32	355.67	-0.6	8458422	0.00e+00	9.41e-11	1.38e+06 2.62e-02	8.16e+01	5.69e+01
0.126	0.0035	9.17e-08	7.85e-08	8243.93	1487.13	349.49	-0.6	8368620	0.00e+00	9.39e-11	1.38e+06 2.63e-02	7.98e+01	5.51e+01
0.129	0.0036	8.62e-08	7.37e-08	7995.93	1484.94	343.44	-0.6	8279772	0.00e+00	9.37e-11	1.38e+06 2.64e-02	7.80e+01	5.35e+01
0.132	0.0037	8.10e-08	6.93e-08	7755.90	1482.65	337.53	-0.7	8191867	0.00e+00	9.34e-11	1.37e+06 2.65e-02	7.62e+01	5.19e+01
0.135	0.0038	7.62e-08	6.52e-08	7523.10	1480.36	331.75	-0.7	8104896	0.00e+00	9.30e-11	1.37e+06 2.66e-02	7.45e+01	5.03e+01
0.138	0.0040	7.16e-08	6.13e-08	7296.83	1478.16	326.00	-0.7	8018847	0.00e+00	9.28e-11	1.37e+06 2.66e-02	7.28e+01	4.88e+01
0.141	0.0041	6.73e-08	5.76e-08	7077.84	1475.97	320.45	-0.7	7933713	0.00e+00	9.25e-11	1.37e+06 2.67e-02	7.11e+01	4.73e+01
0.144	0.0042	6.33e-08	5.42e-08	6865.00	1473.68	314.89	-0.7	7849482	0.00e+00	9.21e-11	1.36e+06 2.67e-02	6.95e+01	4.59e+01
0.147	0.0044	5.95e-08	5.09e-08	6659.00	1471.39	309.52	-0.7	7766146	0.00e+00	9.17e-11	1.36e+06 2.67e-02	6.79e+01	4.45e+01
0.150	0.0045	5.59e-08	4.79e-08	6458.78	1469.20	304.19	-0.7	7683694	0.00e+00	9.14e-11	1.35e+06 2.67e-02	6.63e+01	4.32e+01
0.153	0.0046	5.26e-08	4.50e-08	6265.00	1466.91	299.02	-0.7	7602117	0.00e+00	9.10e-11	1.35e+06 2.67e-02	6.47e+01	4.19e+01
0.157	0.0048	4.94e-08	4.23e-08	6076.65	1464.72	293.89	-0.7	7521407	0.00e+00	9.07e-11	1.35e+06 2.67e-02	6.32e+01	4.06e+01
0.160	0.0049	4.65e-08	3.98e-08	5894.37	1462.43	288.94	-0.7	7441554	0.00e+00	9.03e-11	1.34e+06 2.66e-02	6.17e+01	3.94e+01
0.163	0.0051	4.37e-08	3.74e-08	5717.19	1460.24	283.99	-0.7	7362548	0.00e+00	9.00e-11	1.34e+06 2.66e-02	6.02e+01	3.82e+01
0.167	0.0053	4.11e-08	3.51e-08	5545.35	1458.04	279.15	-0.7	7284381	0.00e+00	8.97e-11	1.33e+06 2.65e-02	5.88e+01	3.71e+01
0.170	0.0054	3.86e-08	3.30e-08	5378.69	1455.85	274.43	-0.7	7207044	0.00e+00	8.94e-11	1.33e+06 2.65e-02	5.74e+01	3.60e+01
0.174	0.0056	3.63e-08	3.11e-08	5217.39	1453.66	269.84	-0.7	7130528	0.00e+00	8.90e-11	1.33e+06 2.64e-02	5.60e+01	3.49e+01
0.178	0.0058	3.41e-08	2.92e-08	5060.61	1451.37	265.28	-0.7	7054825	0.00e+00	8.86e-11	1.32e+06 2.62e-02	5.46e+01	3.39e+01
0.182	0.0060	3.21e-08	2.75e-08	4908.55	1449.17	260.82	-0.8	6979925	0.00e+00	8.82e-11	1.32e+06 2.61e-02	5.33e+01	3.28e+01
0.186	0.0061	3.02e-08	2.58e-08	4760.76	1447.08	256.40	-0.8	6905820	0.00e+00	8.80e-11	1.32e+06 2.60e-02	5.20e+01	3.18e+01
0.190	0.0063	2.84e-08	2.43e-08	4621.69	1443.74	251.63	-0.8	6832503	0.00e+00	8.60e-11	1.29e+06 2.48e-02	5.00e+01	3.01e+01
0.194	0.0065	2.68e-08	2.29e-08	4493.56	1438.02	247.37	-0.8	6759963	0.00e+00	8.08e-11	1.21e+06 2.25e-02	4.75e+01	2.79e+01
0.198	0.0067	2.53e-08	2.16e-08	4369.05	1432.39	243.17	-0.8	6688194	0.00e+00	7.59e-11	1.14e+06 2.04e-02	4.50e+01	2.59e+01
0.202	0.0069	2.38e-08	2.04e-08	4247.48	1426.95	239.03	-0.8	6617187	0.00e+00	7.15e-11	1.08e+06 1.85e-02	4.28e+01	2.41e+01
0.207	0.0072	2.25e-08	1.92e-08	4129.08	1421.52	234.97	-0.8	6546933	0.00e+00	6.73e-11	1.02e+06 1.68e-02	4.06e+01	2.23e+01
0.211	0.0074	2.12e-08	1.82e-08	4014.04	1416.27	230.96	-0.8	6477425	0.00e+00	6.36e-11	9.65e+05 1.54e-02	3.85e+01	2.08e+01
0.216	0.0076	2.00e-08	1.71e-08	3901.99	1411.03	227.03	-0.8	6408656	0.00e+00	6.00e-11	9.13e+05 1.40e-02	3.66e+01	1.93e+01
0.220	0.0078	1.89e-08	1.61e-08	3792.87	1405.78	223.16	-0.8	6340616	0.00e+00	5.65e-11	8.63e+05 1.27e-02	3.47e+01	1.79e+01
