#1:r 2:H 3:Rho0 4:RhoMean 5:S 6:Tc 7:Te 8:Vr 9:Vphi 10:tauR 11:x 12:s_e 13:B_r 14:B_phi 15:B_z
1.915 0.0728 6.02e-11 5.15e-11 112.44 185.00 52.44 -31.1 2150401 0.00e+00 1.74e-14 1.03e+03 1.27e-05 -1.91e-03 1.86e-02
1.959 0.0743 5.87e-11 5.02e-11 111.87 179.63 51.56 -30.5 2125817 0.00e+00 1.75e-14 1.06e+03 1.27e-05 -1.92e-03 1.83e-02
2.005 0.0757 5.73e-11 4.90e-11 111.35 174.35 50.69 -30.0 2101515 0.00e+00 1.76e-14 1.08e+03 1.28e-05 -1.92e-03 1.79e-02
2.051 0.0772 5.59e-11 4.78e-11 110.85 169.20 49.84 -29.4 2077490 0.00e+00 1.77e-14 1.11e+03 1.28e-05 -1.93e-03 1.76e-02
2.099 0.0787 5.46e-11 4.68e-11 110.43 164.09 49.00 -28.9 2053740 0.00e+00 1.78e-14 1.14e+03 1.29e-05 -1.94e-03 1.73e-02
2.148 0.0802 5.34e-11 4.57e-11 110.00 159.14 48.18 -28.3 2030261 0.00e+00 1.79e-14 1.17e+03 1.29e-05 -1.95e-03 1.69e-02
2.198 0.0826 5.08e-11 4.34e-11 107.59 157.19 47.37 -28.3 2007051 0.00e+00 1.89e-14 1.24e+03 1.38e-05 -2.09e-03 1.67e-02
2.249 0.0850 4.81e-11 4.12e-11 105.01 155.59 46.57 -28.3 1984106 0.00e+00 2.00e-14 1.33e+03 1.49e-05 -2.25e-03 1.65e-02
2.301 0.0875 4.57e-11 3.91e-11 102.56 153.91 45.79 -28.4 1961423 0.00e+00 2.12e-14 1.42e+03 1.60e-05 -2.42e-03 1.63e-02
2.355 0.0901 4.34e-11 3.71e-11 100.25 152.11 45.02 -28.4 1939000 0.00e+00 2.24e-14 1.51e+03 1.71e-05 -2.59e-03 1.61e-02
2.410 0.0926 4.12e-11 3.53e-11 98.08 150.20 44.26 -28.3 1916833 0.00e+00 2.36e-14 1.60e+03 1.83e-05 -2.77e-03 1.59e-02
2.466 0.0952 3.93e-11 3.36e-11 96.05 148.19 43.52 -28.3 1894920 0.00e+00 2.50e-14 1.71e+03 1.96e-05 -2.97e-03 1.58e-02
2.523 0.0978 3.76e-11 3.22e-11 94.32 145.78 42.79 -28.1 1873257 0.00e+00 2.63e-14 1.82e+03 2.10e-05 -3.18e-03 1.56e-02
2.582 0.1004 3.59e-11 3.07e-11 92.56 143.53 42.08 -28.0 1851841 0.00e+00 2.78e-14 1.94e+03 2.24e-05 -3.40e-03 1.55e-02
2.642 0.1032 3.42e-11 2.93e-11 90.71 141.48 41.37 -27.9 1830671 0.00e+00 2.93e-14 2.07e+03 2.40e-05 -3.65e-03 1.53e-02
2.703 0.1061 3.26e-11 2.79e-11 88.82 139.59 40.68 -27.9 1809742 0.00e+00 3.11e-14 2.21e+03 2.58e-05 -3.92e-03 1.52e-02
2.766 0.1091 3.11e-11 2.66e-11 87.03 137.63 40.00 -27.8 1789053 0.00e+00 3.29e-14 2.36e+03 2.76e-05 -4.20e-03 1.50e-02
2.831 0.1111 3.04e-11 2.60e-11 86.74 133.41 39.34 -27.3 1768600 0.00e+00 3.36e-14 2.46e+03 2.85e-05 -4.33e-03 1.49e-02
2.897 0.1133 2.97e-11 2.54e-11 86.44 129.34 38.69 -26.7 1748382 0.00e+00 3.45e-14 2.57e+03 2.93e-05 -4.46e-03 1.48e-02
2.964 0.1154 2.91e-11 2.49e-11 86.17 125.35 38.06 -26.2 1728394 0.00e+00 3.53e-14 2.69e+03 3.02e-05 -4.60e-03 1.46e-02
3.033 0.1176 2.84e-11 2.43e-11 85.89 121.48 37.44 -25.7 1708635 0.00e+00 3.61e-14 2.80e+03 3.10e-05 -4.73e-03 1.45e-02
3.103 0.1199 2.78e-11 2.38e-11 85.64 117.71 36.82 -25.2 1689101 0.00e+00 3.69e-14 2.93e+03 3.19e-05 -4.87e-03 1.44e-02
3.176 0.1221 2.72e-11 2.33e-11 85.39 114.05 36.23 -24.7 1669791 0.00e+00 3.78e-14 3.05e+03 3.28e-05 -5.00e-03 1.43e-02
3.249 0.1244 2.67e-11 2.28e-11 85.14 110.51 35.64 -24.2 1650702 0.00e+00 3.86e-14 3.19e+03 3.37e-05 -5.14e-03 1.41e-02
3.325 0.1268 2.61e-11 2.23e-11 84.90 107.06 35.06 -23.7 1631831 0.00e+00 3.95e-14 3.33e+03 3.46e-05 -5.28e-03 1.40e-02
3.402 0.1291 2.55e-11 2.19e-11 84.67 103.71 34.50 -23.2 1613176 0.00e+00 4.04e-14 3.47e+03 3.55e-05 -5.43e-03 1.39e-02
3.482 0.1316 2.50e-11 2.14e-11 84.44 100.47 33.94 -22.8 1594733 0.00e+00 4.13e-14 3.62e+03 3.64e-05 -5.57e-03 1.38e-02
3.563 0.1340 2.45e-11 2.09e-11 84.21 97.33 33.40 -22.3 1576502 0.00e+00 4.23e-14 3.78e+03 3.74e-05 -5.72e-03 1.36e-02
3.645 0.1366 2.40e-11 2.05e-11 83.98 94.28 32.87 -21.9 1558479 0.00e+00 4.32e-14 3.94e+03 3.83e-05 -5.86e-03 1.35e-02
3.730 0.1391 2.35e-11 2.01e-11 83.75 91.34 32.35 -21.4 1540663 0.00e+00 4.42e-14 4.11e+03 3.93e-05 -6.01e-03 1.34e-02
3.817 0.1417 2.30e-11 1.96e-11 83.52 88.48 31.84 -21.0 1523050 0.00e+00 4.52e-14 4.29e+03 4.02e-05 -6.16e-03 1.33e-02
3.906 0.1444 2.25e-11 1.92e-11 83.28 85.73 31.34 -20.6 1505638 0.00e+00 4.62e-14 4.47e+03 4.12e-05 -6.31e-03 1.32e-02
3.997 0.1471 2.20e-11 1.88e-11 83.05 83.05 30.85 -20.2 1488425 0.00e+00 4.73e-14 4.66e+03 4.22e-05 -6.46e-03 1.31e-02
4.090 0.1499 2.15e-11 1.84e-11 82.80 80.48 30.37 -19.8 1471409 0.00e+00 4.84e-14 4.86e+03 4.31e-05 -6.61e-03 1.29e-02
4.185 0.1527 2.11e-11 1.80e-11 82.56 77.98 29.91 -19.4 1454588 0.00e+00 4.95e-14 5.07e+03 4.41e-05 -6.76e-03 1.28e-02
4.282 0.1556 2.06e-11 1.76e-11 82.30 75.57 29.45 -19.0 1437959 0.00e+00 5.07e-14 5.29e+03 4.51e-05 -6.92e-03 1.27e-02
4.382 0.1586 2.01e-11 1.72e-11 82.03 73.25 29.00 -18.6 1421520 0.00e+00 5.19e-14 5.52e+03 4.61e-05 -7.07e-03 1.26e-02
4.484 0.1616 1.97e-11 1.69e-11 81.76 71.00 28.57 -18.3 1405269 0.00e+00 5.31e-14 5.76e+03 4.71e-05 -7.22e-03 1.25e-02
4.588 0.1647 1.93e-11 1.65e-11 81.47 68.84 28.14 -17.9 1389204 0.00e+00 5.44e-14 6.02e+03 4.81e-05 -7.38e-03 1.24e-02
4.695 0.1679 1.88e-11 1.61e-11 81.17 66.75 27.72 -17.6 1373322 0.00e+00 5.57e-14 6.28e+03 4.92e-05 -7.53e-03 1.23e-02
4.804 0.1712 1.84e-11 1.57e-11 80.87 64.73 27.31 -17.2 1357622 0.00e+00 5.71e-14 6.55e+03 5.02e-05 -7.68e-03 1.22e-02
4.916 0.1745 1.80e-11 1.54e-11 80.54 62.78 26.91 -16.9 1342102 0.00e+00 5.85e-14 6.84e+03 5.12e-05 -7.83e-03 1.21e-02
5.030 0.1779 1.76e-11 1.50e-11 80.21 60.91 26.53 -16.6 1326759 0.00e+00 6.00e-14 7.15e+03 5.22e-05 -7.98e-03 1.20e-02
5.147 0.1814 1.72e-11 1.47e-11 79.87 59.10 26.15 -16.3 1311591 0.00e+00 6.15e-14 7.46e+03 5.32e-05 -8.13e-03 1.18e-02
5.267 0.1850 1.67e-11 1.43e-11 79.50 57.35 25.77 -16.0 1296597 0.00e+00 6.31e-14 7.80e+03 5.42e-05 -8.28e-03 1.17e-02
5.389 0.1886 1.63e-11 1.40e-11 79.13 55.67 25.41 -15.7 1281774 0.00e+00 6.48e-14 8.15e+03 5.51e-05 -8.42e-03 1.16e-02
5.515 0.1924 1.59e-11 1.36e-11 78.74 54.05 25.06 -15.4 1267120 0.00e+00 6.65e-14 8.51e+03 5.61e-05 -8.56e-03 1.15e-02
5.643 0.1962 1.56e-11 1.33e-11 78.33 52.49 24.72 -15.1 1252634 0.00e+00 6.83e-14 8.90e+03 5.71e-05 -8.69e-03 1.14e-02
5.774 0.2002 1.52e-11 1.30e-11 77.90 50.99 24.38 -14.9 1238314 0.00e+00 7.02e-14 9.31e+03 5.80e-05 -8.82e-03 1.13e-02
5.908 0.2043 1.48e-11 1.26e-11 77.46 49.54 24.05 -14.6 1224157 0.00e+00 7.22e-14 9.73e+03 5.91e-05 -8.95e-03 1.12e-02
6.046 0.2084 1.44e-11 1.23e-11 77.00 48.15 23.74 -14.4 1210163 0.00e+00 7.42e-14 1.02e+04 5.98e-05 -9.07e-03 1.11e-02
6.187 0.2127 1.40e-11 1.20e-11 76.53 46.80 23.43 -14.1 1196328 0.00e+00 7.64e-14 1.07e+04 6.07e-05 -9.18e-03 1.10e-02
6.330 0.2171 1.36e-11 1.17e-11 76.03 45.51 23.12 -13.9 1182651 0.00e+00 7.87e-14 1.12e+04 6.16e-05 -9.29e-03 1.09e-02
6.478 0.2216 1.33e-11 1.14e-11 75.52 44.26 22.83 -13.7 1169131 0.00e+00 8.10e-14 1.17e+04 6.24e-05 -9.39e-03 1.08e-02
6.628 0.2263 1.29e-11 1.10e-11 74.99 43.06 22.54 -13.5 1155765 0.00e+00 8.35e-14 1.22e+04 6.32e-05 -9.49e-03 1.07e-02
6.783 0.2311 1.26e-11 1.07e-11 74.45 41.91 22.27 -13.3 1142553 0.00e+00 8.61e-14 1.28e+04 6.46e-05 -9.58e-03 1.06e-02
6.940 0.2360 1.22e-11 1.04e-11 73.88 40.80 21.99 -13.1 1129491 0.00e+00 8.88e-14 1.34e+04 6.47e-05 -9.66e-03 1.05e-02
7.102 0.2410 1.18e-11 1.01e-11 73.30 39.73 21.73 -12.9 1116578 0.00e+00 9.17e-14 1.41e+04 6.54e-05 -9.73e-03 1.04e-02
7.267 0.2462 1.15e-11 9.84e-12 72.70 38.70 21.47 -12.7 1103813 0.00e+00 9.47e-14 1.48e+04 6.68e-05 -9.80e-03 1.03e-02
7.436 0.2516 1.12e-11 9.55e-12 72.09 37.70 21.22 -12.5 1091194 0.00e+00 9.78e-14 1.55e+04 6.73e-05 -9.86e-03 1.02e-02
7.609 0.2571 1.08e-11 9.27e-12 71.46 36.74 20.98 -12.3 1078720 0.00e+00 1.01e-13 1.62e+04 6.79e-05 -9.91e-03 1.01e-02
7.786 0.2627 1.05e-11 8.98e-12 70.81 35.82 20.74 -12.1 1066388 0.00e+00 1.05e-13 1.70e+04 6.79e-05 -9.95e-03 1.00e-02
7.967 0.2686 1.02e-11 8.71e-12 70.15 34.93 20.51 -12.0 1054197 0.00e+00 1.08e-13 1.79e+04 6.88e-05 -9.99e-03 9.95e-03
8.153 0.2746 9.86e-12 8.43e-12 69.47 34.08 20.29 -11.8 1042145 0.00e+00 1.12e-13 1.88e+04 6.96e-05 -1.00e-02 9.85e-03
8.342 0.2808 9.54e-12 8.17e-12 68.78 33.26 20.07 -11.7 1030231 0.00e+00 1.16e-13 1.98e+04 6.95e-05 -1.00e-02 9.76e-03
8.536 0.2871 9.24e-12 7.90e-12 68.07 32.46 19.86 -11.5 1018453 0.00e+00 1.20e-13 2.08e+04 6.96e-05 -1.00e-02 9.67e-03
8.735 0.2937 8.94e-12 7.65e-12 67.36 31.69 19.65 -11.4 1006810 0.00e+00 1.25e-13 2.18e+04 6.95e-05 -1.01e-02 9.57e-03
8.938 0.3004 8.64e-12 7.39e-12 66.63 30.96 19.45 -11.2 995300 0.00e+00 1.30e-13 2.29e+04 6.95e-05 -1.00e-02 9.48e-03
9.146 0.3074 8.35e-12 7.15e-12 65.88 30.24 19.26 -11.1 983922 0.00e+00 1.35e-13 2.41e+04 6.93e-05 -1.01e-02 9.39e-03
9.359 0.3145 8.07e-12 6.90e-12 65.13 29.56 19.07 -11.0 972673 0.00e+00 1.40e-13 2.54e+04 6.93e-05 -1.01e-02 9.30e-03
9.576 0.3219 7.79e-12 6.67e-12 64.36 28.89 18.88 -10.9 961554 0.00e+00 1.45e-13 2.67e+04 6.93e-05 -1.01e-02 9.21e-03
9.799 0.3295 7.52e-12 6.43e-12 63.59 28.25 18.70 -10.7 950561 0.00e+00 1.51e-13 2.81e+04 7.22e-05 -9.55e-03 9.12e-03
10.027 0.3373 7.25e-12 6.21e-12 62.81 27.64 18.53 -10.6 939694 0.00e+00 1.57e-13 2.96e+04 7.22e-05 -9.55e-03 9.03e-03
10.260 0.3453 7.00e-12 5.99e-12 62.01 27.04 18.36 -10.5 928951 0.00e+00 1.63e-13 3.12e+04 7.22e-05 -9.55e-03 8.94e-03
10.499 0.3536 6.74e-12 5.77e-12 61.21 26.47 18.19 -10.4 918331 0.00e+00 1.70e-13 3.29e+04 7.22e-05 -9.55e-03 8.85e-03
10.743 0.3622 6.50e-12 5.56e-12 60.41 25.91 18.03 -10.3 907833 0.00e+00 1.77e-13 3.47e+04 7.22e-05 -9.55e-03 8.76e-03
10.993 0.3710 6.26e-12 5.35e-12 59.60 25.37 17.87 -10.2 897454 0.00e+00 1.85e-13 3.65e+04 7.22e-05 -9.55e-03 8.67e-03
11.249 0.3800 6.03e-12 5.16e-12 58.78 24.85 17.71 -10.1 887195 0.00e+00 1.92e-13 3.85e+04 7.22e-05 -9.55e-03 8.58e-03
11.511 0.3894 5.80e-12 4.96e-12 57.95 24.35 17.56 -10.0 877052 0.00e+00 2.01e-13 4.06e+04 7.22e-05 -9.55e-03 8.49e-03
11.778 0.3990 5.58e-12 4.77e-12 57.13 23.87 17.42 -10.0 867025 0.00e+00 2.09e-13 4.29e+04 5.02e-05 -8.40e-03 8.40e-03
12.052 0.4089 5.36e-12 4.59e-12 56.30 23.40 17.27 -9.9 857114 0.00e+00 2.19e-13 4.52e+04 5.02e-05 -8.40e-03 8.32e-03
12.333 0.4192 5.15e-12 4.41e-12 55.46 22.94 17.13 -9.8 847315 0.00e+00 2.28e-13 4.78e+04 5.02e-05 -8.40e-03 8.23e-03
12.620 0.4297 4.95e-12 4.24e-12 54.63 22.50 16.99 -9.7 837628 0.00e+00 2.39e-13 5.04e+04 5.02e-05 -8.40e-03 8.14e-03
12.913 0.4406 4.76e-12 4.07e-12 53.80 22.08 16.86 -9.6 828052 0.00e+00 2.49e-13 5.33e+04 5.02e-05 -8.40e-03 8.06e-03
13.214 0.4517 4.57e-12 3.91e-12 52.96 21.67 16.73 -9.6 818586 0.00e+00 2.61e-13 5.62e+04 5.02e-05 -8.40e-03 7.97e-03
13.521 0.4633 4.38e-12 3.75e-12 52.12 21.27 16.60 -9.5 809228 0.00e+00 2.73e-13 5.94e+04 5.02e-05 -8.40e-03 7.89e-03
13.835 0.4752 4.21e-12 3.60e-12 51.29 20.88 16.47 -9.4 799977 0.00e+00 2.85e-13 6.28e+04 5.02e-05 -8.40e-03 7.80e-03
14.157 0.4874 4.03e-12 3.45e-12 50.45 20.51 16.35 -9.4 790831 0.00e+00 2.99e-13 6.64e+04 5.02e-05 -8.40e-03 7.72e-03
14.487 0.5000 3.87e-12 3.31e-12 49.62 20.14 16.23 -9.3 781790 0.00e+00 3.13e-13 7.02e+04 5.02e-05 -8.40e-03 7.64e-03
14.824 0.5130 3.71e-12 3.17e-12 48.79 19.79 16.11 -9.3 772853 0.00e+00 3.27e-13 7.42e+04 5.02e-05 -8.40e-03 7.55e-03
15.168 0.5265 3.55e-12 3.04e-12 47.96 19.45 15.99 -9.2 764017 0.00e+00 3.43e-13 7.85e+04 5.02e-05 -8.40e-03 7.47e-03
15.521 0.5403 3.40e-12 2.91e-12 47.14 19.12 15.87 -9.2 755283 0.00e+00 3.60e-13 8.30e+04 5.02e-05 -8.40e-03 7.39e-03
15.882 0.5545 3.25e-12 2.78e-12 46.31 18.80 15.76 -9.1 746648 0.00e+00 3.77e-13 8.78e+04 5.02e-05 -8.40e-03 7.31e-03
16.252 0.5692 3.11e-12 2.66e-12 45.50 18.49 15.65 -9.1 738113 0.00e+00 3.95e-13 9.29e+04 4.94e-05 -8.43e-03 7.22e-03
16.630 0.5844 2.98e-12 2.55e-12 44.69 18.19 15.54 -9.0 729674 0.00e+00 4.15e-13 9.83e+04 5.63e-05 -7.45e-03 7.14e-03
17.017 0.6000 2.85e-12 2.44e-12 43.88 17.89 15.43 -9.0 721333 0.00e+00 4.35e-13 1.04e+05 5.63e-05 -7.45e-03 7.06e-03
17.413 0.6161 2.72e-12 2.33e-12 43.08 17.61 15.33 -8.9 713086 0.00e+00 4.57e-13 1.10e+05 5.63e-05 -7.45e-03 6.98e-03
17.818 0.6327 2.60e-12 2.23e-12 42.28 17.33 15.22 -8.9 704934 0.00e+00 4.80e-13 1.17e+05 5.63e-05 -7.45e-03 6.90e-03
18.232 0.6498 2.49e-12 2.13e-12 41.49 17.06 15.12 -8.9 696875 0.00e+00 5.04e-13 1.24e+05 5.63e-05 -7.45e-03 6.82e-03
18.656 0.6674 2.38e-12 2.03e-12 40.70 16.80 15.01 -8.8 688909 0.00e+00 5.30e-13 1.31e+05 5.63e-05 -7.45e-03 6.74e-03
19.090 0.6856 2.27e-12 1.94e-12 39.92 16.55 14.91 -8.8 681033 0.00e+00 5.57e-13 1.39e+05 5.63e-05 -7.45e-03 6.67e-03
19.534 0.7044 2.17e-12 1.85e-12 39.15 16.30 14.81 -8.8 673247 0.00e+00 5.85e-13 1.47e+05 5.63e-05 -7.45e-03 6.59e-03
19.989 0.7238 2.07e-12 1.77e-12 38.38 16.07 14.71 -8.7 665551 0.00e+00 6.15e-13 1.56e+05 5.63e-05 -7.45e-03 6.51e-03
20.454 0.7437 1.97e-12 1.69e-12 37.63 15.83 14.62 -8.7 657942 0.00e+00 6.47e-13 1.65e+05 5.63e-05 -7.45e-03 6.43e-03
20.930 0.7643 1.88e-12 1.61e-12 36.88 15.61 14.52 -8.7 650420 0.00e+00 6.81e-13 1.75e+05 5.74e-05 -7.31e-03 6.36e-03
21.416 0.7855 1.79e-12 1.53e-12 36.14 15.39 14.42 -8.7 642984 0.00e+00 7.17e-13 1.85e+05 5.82e-05 -7.21e-03 6.28e-03
21.915 0.8075 1.71e-12 1.46e-12 35.40 15.17 14.33 -8.6 635634 0.00e+00 7.55e-13 1.97e+05 5.90e-05 -7.11e-03 6.21e-03
22.424 0.8300 1.63e-12 1.39e-12 34.68 14.96 14.24 -8.6 628367 0.00e+00 7.94e-13 2.09e+05 5.94e-05 -7.03e-03 6.13e-03
22.946 0.8533 1.55e-12 1.33e-12 33.97 14.76 14.14 -8.6 621184 0.00e+00 8.37e-13 2.21e+05 6.02e-05 -6.93e-03 6.06e-03
23.480 0.8774 1.48e-12 1.26e-12 33.26 14.56 14.05 -8.6 614082 0.00e+00 8.81e-13 2.35e+05 6.05e-05 -6.83e-03 5.98e-03
24.026 0.9021 1.41e-12 1.20e-12 32.56 14.37 13.96 -8.6 607062 0.00e+00 9.29e-13 2.49e+05 5.98e-05 -6.74e-03 5.91e-03
24.585 0.9277 1.34e-12 1.15e-12 31.87 14.19 13.87 -8.5 600122 0.00e+00 9.79e-13 2.64e+05 5.90e-05 -6.64e-03 5.84e-03
25.157 0.9541 1.27e-12 1.09e-12 31.19 14.00 13.78 -8.5 593261 0.00e+00 1.03e-12 2.80e+05 5.97e-05 -6.55e-03 5.76e-03
25.742 0.9813 1.21e-12 1.04e-12 30.52 13.83 13.69 -8.5 586479 0.00e+00 1.09e-12 2.97e+05 5.96e-05 -6.46e-03 5.69e-03
26.341 1.0094 1.15e-12 9.86e-13 29.86 13.65 13.60 -8.5 579774 0.00e+00 1.15e-12 3.16e+05 5.96e-05 -6.37e-03 5.62e-03
26.954 1.0383 1.10e-12 9.38e-13 29.20 13.49 13.51 -8.5 573146 0.00e+00 1.21e-12 3.35e+05 5.98e-05 -6.27e-03 5.55e-03
27.581 1.0682 1.04e-12 8.91e-13 28.56 13.32 13.43 -8.5 566594 0.00e+00 1.28e-12 3.56e+05 6.02e-05 -6.18e-03 5.48e-03
28.222 1.0990 9.90e-13 8.47e-13 27.93 13.16 13.34 -8.5 560116 0.00e+00 1.35e-12 3.78e+05 6.01e-05 -6.09e-03 5.41e-03
28.879 1.1308 9.41e-13 8.05e-13 27.31 13.00 13.25 -8.5 553713 0.00e+00 1.42e-12 4.01e+05 5.91e-05 -6.00e-03 5.34e-03
29.551 1.1636 8.94e-13 7.65e-13 26.69 12.85 13.17 -8.5 547383 0.00e+00 1.50e-12 4.26e+05 5.99e-05 -5.91e-03 5.27e-03
30.238 1.1975 8.49e-13 7.26e-13 26.09 12.70 13.08 -8.5 541125 0.00e+00 1.58e-12 4.52e+05 5.95e-05 -5.83e-03 5.20e-03
30.941 1.2324 8.06e-13 6.90e-13 25.50 12.56 13.00 -8.5 534939 0.00e+00 1.67e-12 4.80e+05 5.90e-05 -5.74e-03 5.14e-03
31.661 1.2685 7.65e-13 6.55e-13 24.91 12.42 12.92 -8.5 528823 0.00e+00 1.77e-12 5.10e+05 5.83e-05 -5.65e-03 5.07e-03
32.398 1.3056 7.26e-13 6.21e-13 24.34 12.28 12.83 -8.5 522778 0.00e+00 1.87e-12 5.42e+05 5.78e-05 -5.56e-03 5.00e-03
33.151 1.3440 6.89e-13 5.90e-13 23.78 12.14 12.75 -8.5 516801 0.00e+00 1.97e-12 5.76e+05 5.70e-05 -5.48e-03 4.94e-03
33.922 1.3836 6.54e-13 5.60e-13 23.22 12.01 12.67 -8.5 510893 0.00e+00 2.08e-12 6.12e+05 5.67e-05 -5.39e-03 4.87e-03
34.712 1.4244 6.20e-13 5.31e-13 22.68 11.88 12.58 -8.5 505053 0.00e+00 2.20e-12 6.50e+05 5.64e-05 -5.31e-03 4.81e-03
35.519 1.4665 5.88e-13 5.03e-13 22.15 11.76 12.50 -8.5 499279 0.00e+00 2.33e-12 6.91e+05 5.64e-05 -5.23e-03 4.75e-03
36.345 1.5100 5.58e-13 4.77e-13 21.62 11.63 12.42 -8.5 493571 0.00e+00 2.46e-12 7.34e+05 5.68e-05 -5.15e-03 4.68e-03
37.191 1.5549 5.29e-13 4.53e-13 21.11 11.51 12.34 -8.5 487928 0.00e+00 2.60e-12 7.80e+05 5.63e-05 -5.06e-03 4.62e-03
38.056 1.6012 5.01e-13 4.29e-13 20.60 11.39 12.26 -8.5 482350 0.00e+00 2.75e-12 8.29e+05 5.62e-05 -4.98e-03 4.56e-03
38.941 1.6489 4.75e-13 4.07e-13 20.11 11.28 12.18 -8.5 476836 0.00e+00 2.91e-12 8.82e+05 5.59e-05 -4.91e-03 4.50e-03
39.847 1.6982 4.50e-13 3.85e-13 19.63 11.16 12.10 -8.6 471385 0.00e+00 3.08e-12 9.37e+05 5.46e-05 -4.82e-03 4.43e-03
40.774 1.7491 4.27e-13 3.65e-13 19.15 11.05 12.02 -8.6 465996 0.00e+00 3.25e-12 9.96e+05 5.52e-05 -4.75e-03 4.37e-03
41.723 1.8015 4.04e-13 3.46e-13 18.68 10.94 11.94 -8.6 460669 0.00e+00 3.44e-12 1.06e+06 5.49e-05 -4.67e-03 4.32e-03
42.693 1.8557 3.83e-13 3.27e-13 18.23 10.84 11.87 -8.6 455402 0.00e+00 3.64e-12 1.13e+06 5.46e-05 -4.60e-03 4.26e-03
43.686 1.9116 3.62e-13 3.10e-13 17.78 10.73 11.79 -8.6 450196 0.00e+00 3.85e-12 1.20e+06 5.43e-05 -4.52e-03 4.20e-03
44.703 1.9692 3.43e-13 2.94e-13 17.34 10.63 11.71 -8.6 445049 0.00e+00 4.08e-12 1.27e+06 5.40e-05 -4.45e-03 4.14e-03
45.742 2.0287 3.25e-13 2.78e-13 16.91 10.53 11.63 -8.7 439961 0.00e+00 4.32e-12 1.35e+06 5.38e-05 -4.37e-03 4.08e-03
46.806 2.0900 3.07e-13 2.63e-13 16.49 10.43 11.56 -8.7 434932 0.00e+00 4.57e-12 1.44e+06 5.35e-05 -4.30e-03 4.03e-03
47.895 2.1533 2.91e-13 2.49e-13 16.09 10.34 11.48 -8.7 429959 0.00e+00 4.83e-12 1.53e+06 5.32e-05 -4.23e-03 3.97e-03
49.009 2.2187 2.75e-13 2.36e-13 15.68 10.24 11.41 -8.7 425044 0.00e+00 5.12e-12 1.63e+06 5.29e-05 -4.16e-03 3.91e-03
50.150 2.2861 2.61e-13 2.23e-13 15.29 10.15 11.33 -8.7 420185 0.00e+00 5.42e-12 1.73e+06 5.26e-05 -4.09e-03 3.86e-03
51.316 2.3556 2.47e-13 2.11e-13 14.91 10.06 11.26 -8.8 415381 0.00e+00 5.74e-12 1.84e+06 5.23e-05 -4.02e-03 3.81e-03
52.510 2.4274 2.33e-13 2.00e-13 14.53 9.97 11.18 -8.8 410633 0.00e+00 6.08e-12 1.96e+06 5.21e-05 -3.95e-03 3.75e-03
53.731 2.5014 2.21e-13 1.89e-13 14.16 9.88 11.11 -8.8 405938 0.00e+00 6.43e-12 2.08e+06 5.18e-05 -3.89e-03 3.70e-03
54.981 2.5778 2.09e-13 1.78e-13 13.80 9.79 11.03 -8.8 401297 0.00e+00 6.81e-12 2.22e+06 5.15e-05 -3.82e-03 3.65e-03
56.260 2.6566 1.97e-13 1.69e-13 13.45 9.71 10.96 -8.8 396710 0.00e+00 7.22e-12 2.36e+06 5.12e-05 -3.76e-03 3.60e-03
57.569 2.7380 1.87e-13 1.60e-13 13.11 9.62 10.89 -8.9 392175 0.00e+00 7.65e-12 2.51e+06 5.10e-05 -3.69e-03 3.54e-03
58.908 2.8219 1.76e-13 1.51e-13 12.78 9.54 10.81 -8.9 387691 0.00e+00 8.10e-12 2.67e+06 5.08e-05 -3.63e-03 3.49e-03
60.279 2.9085 1.67e-13 1.43e-13 12.45 9.46 10.74 -8.9 383259 0.00e+00 8.58e-12 2.84e+06 5.05e-05 -3.57e-03 3.44e-03
61.681 2.9977 1.58e-13 1.35e-13 12.13 9.38 10.67 -8.9 378878 0.00e+00 9.09e-12 3.02e+06 5.00e-05 -3.50e-03 3.40e-03
63.116 3.0900 1.49e-13 1.27e-13 11.82 9.30 10.60 -9.0 374546 0.00e+00 9.63e-12 3.21e+06 4.98e-05 -3.44e-03 3.35e-03
64.584 3.1850 1.41e-13 1.20e-13 11.51 9.22 10.53 -9.0 370264 0.00e+00 1.02e-11 3.41e+06 4.98e-05 -3.38e-03 3.30e-03
66.086 3.2831 1.33e-13 1.14e-13 11.22 9.15 10.46 -9.0 366031 0.00e+00 1.08e-11 3.63e+06 4.95e-05 -3.33e-03 3.25e-03
67.624 3.3843 1.26e-13 1.08e-13 10.92 9.07 10.39 -9.1 361847 0.00e+00 1.15e-11 3.86e+06 4.93e-05 -3.27e-03 3.20e-03
69.197 3.4888 1.19e-13 1.02e-13 10.64 9.00 10.32 -9.1 357710 0.00e+00 1.21e-11 4.11e+06 4.91e-05 -3.21e-03 3.16e-03
70.806 3.5964 1.12e-13 9.61e-14 10.37 8.92 10.25 -9.1 353621 0.00e+00 1.29e-11 4.37e+06 4.89e-05 -3.15e-03 3.11e-03
72.454 3.7077 1.06e-13 9.08e-14 10.09 8.85 10.18 -9.2 349578 0.00e+00 1.36e-11 4.65e+06 4.86e-05 -3.10e-03 3.07e-03
74.139 3.8223 1.00e-13 8.57e-14 9.83 8.78 10.11 -9.2 345582 0.00e+00 1.44e-11 4.95e+06 4.84e-05 -3.04e-03 3.02e-03
75.864 3.9406 9.47e-14 8.10e-14 9.57 8.71 10.04 -9.2 341631 0.00e+00 1.53e-11 5.27e+06 4.74e-05 -2.99e-03 2.98e-03
