# 1:lamst 2:lamfst 3:disk_data_1[0] 4:disk_data_1[1] 5:disk_data_1[0] 6:disk_data_1[1] 7:disk_data_3[0] 8:disk_data_3[1] 
3.783462617131932677e-06 2.396446355541232962e-43 9.223976647763458808e-04 8.362391652710602936e-23 2.221946860939523970e-04 4.939670757225120807e-24 1.083796737979780952e-03 5.468459089745478086e-11
4.008806328898464506e-06 4.005453358151039404e-41 9.472860887862542649e-04 1.928131488572976096e-22 2.300430119772916963e-04 1.969790519502229350e-23 1.112020794788982046e-03 5.399120411299308765e-11
4.247571552536902774e-06 4.955891648098349858e-39 9.728460600835758939e-04 4.340524311680474591e-22 2.381685551976158279e-04 7.467905395105463326e-23 1.140979857854295277e-03 5.326615137213477516e-11
4.500557675700497562e-06 4.616577929446305003e-37 9.990956985685135565e-04 9.546007551313928014e-22 2.465811075822603774e-04 2.696398301267868966e-22 1.170693068088034337e-03 5.258058056353973980e-11
4.768611697714474770e-06 3.289850455129625658e-35 1.026053613058114985e-03 2.052307720694762823e-21 2.552908068239516468e-04 9.287523464773308444e-22 1.201180064867009376e-03 5.179774902000940624e-11
5.052631065335680056e-06 1.820663218244090977e-33 1.053738914478387573e-03 4.315827783679468975e-21 2.643081486974105496e-04 3.056651978488298273e-21 1.232460999013462559e-03 5.093459830702673826e-11
5.353566677410729675e-06 7.936934461608315000e-32 1.082171229412357645e-03 8.882585605639437022e-21 2.736439997074672083e-04 9.627157813625316416e-21 1.264556546114038770e-03 5.011287896908987272e-11
5.672426068491977286e-06 2.762300788615568112e-30 1.111370714013686480e-03 1.790252506039119340e-20 2.833096101839323875e-04 2.906090924573567310e-20 1.297487920185618187e-03 4.926579386935119416e-11
6.010276782070388150e-06 7.772880122511320392e-29 1.141358068295718559e-03 3.535314889132934962e-20 2.933166278390045355e-04 8.419964518063557788e-20 1.331276887697026940e-03 4.841214089230706102e-11
6.368249944718586522e-06 1.789676716665630597e-27 1.172154550806071014e-03 6.844059638454952158e-20 3.036771118035457235e-04 2.344827857044830925e-19 1.365945781955904244e-03 4.754571757356110690e-11
6.747544053110699385e-06 3.409933705150881760e-26 1.203781993697178917e-03 1.299565307987581470e-19 3.144035471591500111e-04 6.284930373534473015e-19 1.401517517870218624e-03 4.666882909722220296e-11
7.149428986597577096e-06 5.433977663326757095e-25 1.236262818203486208e-03 2.421596952514751237e-19 3.255088599835056465e-04 1.623484415245883016e-18 1.438015607094212528e-03 4.578367342762580659e-11
7.575250258771920504e-06 7.315640583927909745e-24 1.269620050536238338e-03 4.430370341135875698e-19 3.370064329271928389e-04 4.046729065126421840e-18 1.475464173568769065e-03 4.489234077591097564e-11
8.026433522257174640e-06 8.399748907894209679e-23 1.303877338207158837e-03 7.961996569706110254e-19 3.489101213406773793e-04 9.745411842565125635e-18 1.513887969466485390e-03 4.399681374305375803e-11
8.504489341802686365e-06 8.299369425341527435e-22 1.339058966792568270e-03 1.406214721824653138e-18 3.612342699709430527e-04 2.270127103579798847e-17 1.553312391551971670e-03 4.309896807138466312e-11
9.011018251665018299e-06 7.116324570684746892e-21 1.375189877149853154e-03 2.441898520762104162e-18 3.739937302478797796e-04 5.120951194640482287e-17 1.593763497968216352e-03 4.220057394082316503e-11
9.547716114208066747e-06 5.337761151694116814e-20 1.412295683098461737e-03 4.171030585649883426e-18 3.872038781812557140e-04 1.119905761126551909e-16 1.635268025460089383e-03 4.130329775067006257e-11
1.011637979766207114e-05 3.528755746672372066e-19 1.450402689577972139e-03 7.011120021288056197e-18 4.008806328898464845e-04 2.376875690196750259e-16 1.677853407046388983e-03 4.040870433276904848e-11
1.071891319205128571e-05 2.070741374232268964e-18 1.489537911296124261e-03 1.160227896355134875e-17 4.150404757850476825e-04 4.900876918728415420e-16 1.721547790152081923e-03 3.951825954715942444e-11
1.135733358343105172e-05 1.085878826698110719e-17 1.529729091879999774e-03 1.890993154791434272e-17 4.297004704320839491e-04 9.826901296720002892e-16 1.766380055212759398e-03 3.863333321697411287e-11
1.203377840777590590e-05 5.120755090057207260e-17 1.571004723543957364e-03 3.036698201043275770e-17 4.448782831127585566e-04 1.918021423516259621e-15 1.812379834763574700e-03 3.758521274845723094e-11
1.275051240713012877e-05 2.184617076895071354e-16 1.613394067288242886e-03 4.806712131137916373e-17 4.605922041145103524e-04 3.647446370112226112e-15 1.859577533025305379e-03 3.672388555849239758e-11
1.350993521198027796e-05 8.479127920250767411e-16 1.656927173642622729e-03 7.502306691249465672e-17 4.768611697714469281e-04 6.764161150255404406e-15 1.908004346000451417e-03 3.602399248221560037e-11
1.431458937523478591e-05 3.010024102828145627e-15 1.701634903969712499e-03 1.155055595967053522e-16 4.937047852839003808e-04 1.224352312840955863e-14 1.957692282092692981e-03 3.517303628052297712e-11
1.516716888470924061e-05 9.822234568696905348e-15 1.747548952343118455e-03 1.754806934612243923e-16 5.111433483440165366e-04 2.164868378789668845e-14 2.008674183263306663e-03 3.433312940023404324e-11
1.607052818261638468e-05 2.960249569544921615e-14 1.794701868015918583e-03 2.631643972119695953e-16 5.291978735958442325e-04 3.742330992827390479e-14 2.060983746738533594e-03 3.350514218442149064e-11
1.702769172225901238e-05 8.276841191851961012e-14 1.843127078495377909e-03 3.897133500930844669e-16 5.478901179593945181e-04 6.329649756035775019e-14 2.114655547282256413e-03 3.268987667053647500e-11
1.804186409392071643e-05 2.156009544011965594e-13 1.892858913240275370e-03 5.700710192056643270e-16 5.672426068491977658e-04 1.048271377260528328e-13 2.169725060048680824e-03 3.188807145418478657e-11
1.911644075385703765e-05 5.253092339201449453e-13 1.943932627997653007e-03 8.239855638969947775e-16 5.872786613189482762e-04 1.701152010404104392e-13 2.226228684030156103e-03 3.110040680210201793e-11
2.025501939230666413e-05 1.201680642412159712e-12 1.996384429796212428e-03 1.177212812661666136e-15 6.080224261649420404e-04 2.707048454574005133e-13 2.284203766115623906e-03 3.034083622262055926e-11
